@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Variance_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Mean_8.0 numeric
@attribute Variance_8.0 numeric
@attribute class {Spot,NotSpot}

@data
4,2.792987,2.714286,2.238095,2.49147,-0.301517,2.787879,2.484848,2.148504,-0.644483,-0.342965,2.59144,2.976958,1.961586,-0.831401,-0.529883,-0.186918,2.118187,2.595636,NotSpot
0,2.526567,2.571429,1.619048,2.391835,-0.134732,2.575758,2.626894,2.11379,-0.412778,-0.278045,2.451362,2.693914,1.950009,-0.576558,-0.441826,-0.163781,2.077712,2.530675,NotSpot
1,2.548537,2,2,2.533768,-0.014769,2.454545,2.943182,2.223018,-0.325519,-0.31075,2.677043,2.867948,2.005758,-0.542778,-0.52801,-0.21726,2.160281,2.669221,NotSpot
2,2.724518,3.285714,3.904762,2.568836,-0.155682,2.818182,3.840909,2.217029,-0.507488,-0.351807,2.657588,2.960421,1.99533,-0.729188,-0.573506,-0.2217,2.164058,2.665295,NotSpot
1,2.675548,1.857143,1.142857,2.566788,-0.10876,2.818182,2.903409,2.202511,-0.473037,-0.364277,2.712062,3.026143,1.984368,-0.69118,-0.58242,-0.218143,2.150027,2.676184,NotSpot
3,2.633416,2.857143,2.142857,2.531315,-0.102101,2.575758,2.751894,2.179597,-0.453819,-0.351718,2.66537,2.942273,1.972978,-0.660438,-0.558337,-0.206618,2.140853,2.637277,NotSpot
3,2.646728,2,2.666667,2.473736,-0.172992,2.727273,2.704545,2.149413,-0.497315,-0.324323,2.55642,2.904031,1.961323,-0.685406,-0.512414,-0.18809,2.116028,2.635018,NotSpot
5,2.595317,2.285714,2.904762,2.507998,-0.087319,2.636364,2.926136,2.212047,-0.38327,-0.295951,2.583658,2.783013,1.993603,-0.601714,-0.514395,-0.218445,2.169455,2.691572,NotSpot
2,2.427338,2.428571,2.952381,2.501158,0.073819,2.242424,2.689394,2.196787,-0.230551,-0.304371,2.63035,2.890169,1.982598,-0.44474,-0.51856,-0.214189,2.148948,2.695945,NotSpot
3,2.323266,2,2.333333,2.468956,0.14569,2.151515,2.820076,2.173353,-0.149913,-0.295603,2.653697,2.875699,1.971196,-0.352069,-0.497759,-0.202157,2.121425,2.683412,NotSpot
7,5.101132,6.428571,13.285714,3.350949,-1.750184,5.30303,16.405304,2.124682,-2.97645,-1.226267,3.326848,11.306815,1.768921,-3.332211,-1.582028,-0.355761,2.00582,4.438588,Spot
10,5.705391,7.285714,14.904762,3.681912,-2.023479,5.545455,17.505682,2.185622,-3.51977,-1.496291,3.673152,12.720878,1.779208,-3.926183,-1.902704,-0.406414,2.039282,4.447268,Spot
13,7.159593,10.285714,12.904762,3.987914,-3.171678,7.363636,20.113636,2.210241,-4.949351,-1.777673,3.918288,13.559703,1.769951,-5.389642,-2.217964,-0.440291,2.014549,4.453937,Spot
13,6.838777,9.571428,13.952381,3.924418,-2.914358,6.878788,18.172348,2.203516,-4.63526,-1.720902,3.801556,13.190935,1.758986,-5.07979,-2.165432,-0.44453,2.019399,4.436305,Spot
10,6.984749,8.857142,17.142857,4.142256,-2.842493,7.272727,22.829546,2.248494,-4.736255,-1.893763,4.085603,14.047331,1.779143,-5.205606,-2.363114,-0.469351,2.038312,4.451224,Spot
15,8.622067,11.714286,18.571428,4.512774,-4.109294,8.969697,23.905304,2.277426,-6.344641,-2.235347,4.29572,13.740334,1.769727,-6.852341,-2.743047,-0.5077,2.028128,4.46112,Spot
12,7.9434,10.571428,24.285715,4.437346,-3.506054,8.090909,27.335228,2.271234,-5.672167,-2.166112,4.268483,13.540916,1.758558,-6.184843,-2.678788,-0.512676,2.029098,4.424189,Spot
9,7.709132,9.714286,11.904762,4.416642,-3.29249,7.787879,25.547348,2.286319,-5.422813,-2.130323,4.330739,14.542528,1.777443,-5.931689,-2.6392,-0.508876,2.047527,4.429569,Spot
16,9.373378,12.714286,41.238094,4.819346,-4.554031,9.969697,24.405304,2.317785,-7.055593,-2.501562,4.684825,13.966682,1.767868,-7.60551,-3.051478,-0.549917,2.035887,4.47809,Spot
6,8.427375,9.857142,21.809525,4.736551,-3.690824,9.30303,22.905304,2.311819,-6.115556,-2.424732,4.688716,14.144911,1.756524,-6.670851,-2.980027,-0.555295,2.026673,4.437425,Spot
11,7.765576,9.857142,18.476191,4.452107,-3.313469,8.121212,26.047348,2.294173,-5.471403,-2.157934,4.396887,14.412178,1.773925,-5.991651,-2.678182,-0.520247,2.041222,4.447111,Spot
18,9.363841,14,15.666667,4.849629,-4.514212,9.424242,20.814394,2.326168,-7.037673,-2.523461,4.653697,13.742887,1.764193,-7.599648,-3.085436,-0.561975,2.019399,4.446009,Spot
14,8.40975,10.285714,20.904762,4.767836,-3.641914,8.484848,24.695076,2.320175,-6.089575,-2.44766,4.712062,13.690206,1.752709,-6.657042,-3.015127,-0.567467,2.018429,4.483891,Spot
6,7.119084,8.428572,29.619047,4.243661,-2.875422,7.454545,17.130682,2.271018,-4.848065,-1.972643,4.167315,13.600802,1.768497,-5.350587,-2.475164,-0.502521,2.037342,4.466824,Spot
18,8.437484,11,27.666666,4.601059,-3.836424,8.545455,19.255682,2.301581,-6.135903,-2.299479,4.455253,13.225529,1.758587,-6.678896,-2.842472,-0.542994,2.030068,4.469741,Spot
10,7.731794,9.285714,26.238094,4.529438,-3.202357,8.090909,17.272728,2.295398,-5.436397,-2.23404,4.48249,13.164731,1.746977,-5.984818,-2.782461,-0.548421,2.015519,4.469434,Spot
9,6.000522,7.714286,6.571429,3.837693,-2.162828,6.121212,11.859848,2.219968,-3.780553,-1.617725,3.883269,11.658195,1.761306,-4.239215,-2.076387,-0.458662,2.051406,4.447623,Spot
12,6.926835,9,22.666666,4.127488,-2.799347,7.121212,15.797348,2.247318,-4.679517,-1.88017,4.03891,11.975042,1.7512,-5.175635,-2.376288,-0.496118,2.037827,4.466302,Spot
8,6.644923,9.857142,7.142857,4.071752,-2.573171,6.636364,14.863636,2.240781,-4.404142,-1.830971,4.015564,11.765382,1.73948,-4.905442,-2.332272,-0.5013,2.021823,4.447364,Spot
4,4.906676,6,15,3.529051,-1.377625,5.272727,14.829545,2.17019,-2.736486,-1.358861,3.610895,9.926131,1.741955,-3.164721,-1.787096,-0.428234,2.035403,4.458232,Spot
7,5.098799,6.857143,21.142857,3.436598,-1.662201,5.181818,19.77841,2.12319,-2.975609,-1.313408,3.470817,18.250122,1.730451,-3.368348,-1.706147,-0.392739,1.979146,5.116983,Spot
10,5.139239,7.571429,26.952381,3.277522,-1.861717,5.121212,28.234848,2.083915,-3.055324,-1.193607,3.2607,16.865364,1.718407,-3.420832,-1.559115,-0.365508,1.950534,5.098959,Spot
8,6.576332,7.571429,16.952381,4.112571,-2.46376,7.242424,43.501892,2.238131,-4.338201,-1.874441,4.136187,20.219662,1.763007,-4.813325,-2.349565,-0.475124,2.019399,5.150521,Spot
15,7.679903,11.142858,29.809525,4.206009,-3.473894,7.69697,32.592804,2.225391,-5.454512,-1.980618,4.050584,19.970087,1.753111,-5.926793,-2.452899,-0.47228,1.990786,5.163913,Spot
18,7.530586,12.142858,47.809525,3.968332,-3.562254,7.181818,31.21591,2.180786,-5.349801,-1.787546,3.88716,19.842686,1.741032,-5.789554,-2.227299,-0.439753,1.983026,5.128775,Spot
10,5.819197,9.142858,39.809525,3.472364,-2.346833,5.818182,30.34091,2.108264,-3.710933,-1.3641,3.470817,18.218872,1.727112,-4.092086,-1.745252,-0.381152,1.952958,5.123939,Spot
10,9.342639,14,80.333336,4.742846,-4.599792,9.787879,46.109848,2.320855,-7.021784,-2.421991,4.505836,19.985317,1.78412,-7.558519,-2.958726,-0.536735,2.048982,5.16742,Spot
16,10.096482,14.571428,39.619049,4.823834,-5.272648,10.757576,49.251892,2.306756,-7.789726,-2.517078,4.451362,20.178289,1.774461,-8.322021,-3.049373,-0.532295,2.021338,5.161117,Spot
23,9.153686,13.857142,45.809525,4.501527,-4.652158,8.787879,35.984848,2.258024,-6.895662,-2.243504,4.229572,19.935371,1.762449,-7.391237,-2.739079,-0.495575,2.009214,5.171676,Spot
17,6.733134,10,59.333332,3.881555,-2.851579,6.454545,29.630682,2.179038,-4.554096,-1.702517,3.867704,19.20118,1.748451,-4.984683,-2.133104,-0.430587,1.993695,5.161047,Spot
32,10.967629,15.428572,75.285713,5.039585,-5.928044,10.757576,39.126892,2.374348,-8.593281,-2.665237,4.669261,19.526903,1.803715,-9.163914,-3.23587,-0.570633,2.079535,5.191148,Spot
22,11.287158,18.142857,62.142857,5.085818,-6.20134,11.424242,39.814392,2.358955,-8.928204,-2.726863,4.607004,20.184795,1.794366,-9.492792,-3.291452,-0.564589,2.061591,5.132061,Spot
13,9.400893,13.571428,45.952381,4.70815,-4.692743,10.121212,52.422348,2.307705,-7.093188,-2.400445,4.431907,19.840073,1.782521,-7.618372,-2.925628,-0.525184,2.050921,5.191486,Spot
9,6.459262,7.571429,32.952381,4.033406,-2.425856,6.939394,32.121212,2.225244,-4.234017,-1.808161,3.976654,19.186953,1.768573,-4.690689,-2.264833,-0.456671,2.015519,5.164242,Spot
22,10.049729,14.142858,34.476189,4.902398,-5.147332,10,39.125,2.37805,-7.671679,-2.524348,4.603113,19.810616,1.812702,-8.237027,-3.089696,-0.565348,2.095053,5.193289,Spot
14,8.296275,11.571428,32.285713,4.524945,-3.77133,8.606061,31.246212,2.326113,-5.970161,-2.198832,4.424125,20.22176,1.801132,-6.495143,-2.723814,-0.524982,2.06353,5.16093,Spot
7,7.519378,8.571428,10.952381,4.869279,-2.650099,8.060606,13.558712,2.694614,-4.824764,-2.174665,4.906615,15.66312,1.993673,-5.525705,-2.875607,-0.700941,2.456353,5.910515,Spot
10,7.083821,8.857142,3.809524,4.582938,-2.500883,7.424242,14.501894,2.65865,-4.425171,-1.924288,4.599222,13.85828,1.994438,-5.089383,-2.5885,-0.664212,2.465567,5.908324,Spot
10,5.70644,6.714286,7.904762,4.073643,-1.632797,5.393939,8.183712,2.588727,-3.117714,-1.484917,4.089494,10.863053,1.992117,-3.714324,-2.081526,-0.596609,2.459263,5.876797,Spot
13,8.440962,10.857142,12.476191,5.089572,-3.35139,8.757576,28.126894,2.66947,-5.771492,-2.420102,5.07393,19.303106,1.966656,-6.474306,-3.122916,-0.702814,2.407856,5.894223,Spot
13,8.975749,10,18.333334,5.391131,-3.584618,9.454545,22.318182,2.713641,-6.262108,-2.67749,5.428016,18.441088,1.973539,-7.002211,-3.417593,-0.740103,2.403492,5.942889,Spot
14,9.112222,12.285714,12.904762,5.344053,-3.768169,9.212121,18.859848,2.714321,-6.397901,-2.629731,5.365759,17.607885,1.977257,-7.134965,-3.366796,-0.737064,2.425315,5.93013,Spot
12,8.384271,11,19.666666,4.97366,-3.410611,8.848485,15.195076,2.672706,-5.711565,-2.300954,4.988327,14.50377,1.97787,-6.4064,-2.995789,-0.694835,2.435014,5.975154,Spot
8,6.596565,7.571429,11.619047,4.375308,-2.221258,6.848485,15.632576,2.595772,-4.000793,-1.779536,4.33463,12.301647,1.975428,-4.621137,-2.399879,-0.620343,2.42677,5.923553,Spot
8,4.800757,4.857143,6.142857,3.688589,-1.112168,5,7.9375,2.494071,-2.306686,-1.194518,3.712062,9.830831,1.970007,-2.83075,-1.718582,-0.524064,2.418526,5.873756,Spot
3,3.640964,5.428571,3.619048,3.052824,-0.58814,3.454545,4.318182,2.380875,-1.260089,-0.671949,3.097276,7.377219,1.962256,-1.678707,-1.090568,-0.418618,2.385548,5.744051,Spot
13,9.277786,10.714286,8.904762,5.307919,-3.969867,10.030303,26.030304,2.654182,-6.623604,-2.653737,5.120623,19.653362,1.946456,-7.33133,-3.361463,-0.707726,2.353055,5.89664,Spot
7,9.612799,12,26,5.565672,-4.047126,9.969697,25.155304,2.695871,-6.916928,-2.869802,5.455253,18.967716,1.953142,-7.659657,-3.612531,-0.742729,2.35548,5.926459,Spot
16,9.600449,11.571428,29.619047,5.458253,-4.142196,9.939394,19.683712,2.693173,-6.907275,-2.76508,5.381323,18.393087,1.956709,-7.64374,-3.501544,-0.736465,2.384578,5.958287,Spot
19,8.800168,12.285714,17.904762,5.034288,-3.76588,8.636364,16.238636,2.647893,-6.152275,-2.386395,5.03891,15.912542,1.957225,-6.842943,-3.077063,-0.690668,2.381668,5.961488,Spot
7,6.942626,9.428572,22.285715,4.401862,-2.540765,7.181818,16.52841,2.567521,-4.375106,-1.834341,4.287938,12.838643,1.954758,-4.987868,-2.447104,-0.612762,2.374879,5.937515,Spot
6,5.069453,5.857143,5.476191,3.697838,-1.371615,5.333333,13.041667,2.462954,-2.606499,-1.234884,3.63035,9.741732,1.949394,-3.120059,-1.748444,-0.51356,2.3613,5.905789,Spot
7,3.80662,4.428571,3.285714,3.050717,-0.755903,3.787879,4.797348,2.3477,-1.45892,-0.703017,3.054475,7.286083,1.941802,-1.864818,-1.108915,-0.405898,2.332202,5.730927,Spot
11,8.648114,10,22.666666,5.107373,-3.540741,9.272727,37.017044,2.597277,-6.050837,-2.510096,4.992218,20.140564,1.922391,-6.725723,-3.184981,-0.674886,2.312318,5.855831,Spot
16,9.052458,10.285714,22.904762,5.303506,-3.748951,9.272727,24.517046,2.634756,-6.417702,-2.668751,5.163424,20.020063,1.928855,-7.123602,-3.374651,-0.7059,2.326382,5.907494,Spot
12,8.723633,11.857142,11.476191,5.154885,-3.568748,9.181818,21.21591,2.629006,-6.094627,-2.525879,5.249027,19.429932,1.932294,-6.791338,-3.222591,-0.696711,2.336082,5.950556,Spot
13,7.757281,10.571428,24.285715,4.72492,-3.032362,7.878788,18.484848,2.582334,-5.174947,-2.142586,4.653697,15.555387,1.932779,-5.824502,-2.792141,-0.649555,2.35257,5.958603,Spot
11,6.258467,7.571429,11.285714,4.12437,-2.134098,6.363636,14.676136,2.502396,-3.756072,-1.621974,4.128405,12.862354,1.930398,-4.328069,-2.193972,-0.571998,2.343356,5.949007,Spot
7,4.729465,6.285714,9.238095,3.476487,-1.252979,4.878788,8.672348,2.399928,-2.329537,-1.076559,3.51751,10.203794,1.925241,-2.804225,-1.551246,-0.474688,2.311833,5.903198,Spot
3,3.460519,4,5,2.888412,-0.572106,3.454545,6.255682,2.288059,-1.17246,-0.600354,2.863813,6.563412,1.917995,-1.542524,-0.970418,-0.370064,2.263822,5.745018,Spot
7,6.886217,7,43.333332,4.55746,-2.328757,7.393939,34.871212,2.502374,-4.383843,-2.055086,4.649806,19.165947,1.894843,-4.991374,-2.662617,-0.607531,2.28904,5.910593,Spot
4,7.266104,9.285714,19.904762,4.686984,-2.57912,7.393939,23.246212,2.534338,-4.731766,-2.152646,4.758755,19.691574,1.901054,-5.36505,-2.78593,-0.633284,2.28516,5.930289,Spot
8,6.729016,7.285714,8.904762,4.52413,-2.204886,6.939394,20.996212,2.526133,-4.202884,-1.997998,4.614786,18.479937,1.904376,-4.82464,-2.619754,-0.621757,2.286615,5.947409,Spot
6,5.691914,6.428571,10.952381,4.135083,-1.556831,5.969697,15.717803,2.480413,-3.211501,-1.65467,4.178988,14.991276,1.904881,-3.787032,-2.230201,-0.575532,2.306014,5.96696,Spot
3,4.662267,5.428571,10.285714,3.621768,-1.040498,4.666667,9.104167,2.404647,-2.257619,-1.217121,3.731518,11.876854,1.902679,-2.759587,-1.719089,-0.501968,2.282735,5.970968,Spot
8,3.801972,4.714286,4.904762,3.086474,-0.715498,3.666667,5.916667,2.308931,-1.49304,-0.777542,3.062257,8.261734,1.897861,-1.90411,-1.188612,-0.41107,2.263822,5.940068,Spot
3,2.838423,3.285714,4.571429,2.610688,-0.227735,2.757576,4.751894,2.205456,-0.632968,-0.405233,2.649806,5.76751,1.891124,-0.947299,-0.719564,-0.314331,2.231814,5.726925,Spot
7,4.599514,5,8,3.753027,-0.846488,4.424242,12.376894,2.393894,-2.20562,-1.359133,3.910506,15.347428,1.873479,-2.726035,-1.879547,-0.520415,2.258487,5.929756,Spot
6,3.880868,4.285714,5.238095,3.435624,-0.445244,3.939394,8.621212,2.351159,-1.529709,-1.084465,3.509728,12.641506,1.87404,-2.006828,-1.561583,-0.477119,2.251212,5.927158,Spot
3,3.243618,3.428571,3.952381,3.038431,-0.205188,3.242424,6.376894,2.282595,-0.961024,-0.755836,3.120623,9.83305,1.872089,-1.37153,-1.166342,-0.410506,2.231814,5.924888,Spot
3,3.842837,5.428571,9.285714,2.418643,-1.424193,4.060606,6.683712,1.803108,-2.039729,-0.615535,2.291829,3.738722,1.722261,-2.120576,-0.696383,-0.080848,1.71581,2.247193,Spot
12,3.772462,4.714286,14.904762,2.363806,-1.408655,3.575758,5.939394,1.785633,-1.986829,-0.578174,2.2607,3.646614,1.712417,-2.060044,-0.651389,-0.073215,1.71387,2.238323,Spot
3,2.951524,4,15,2.206256,-0.745268,3,7,1.76249,-1.189034,-0.443767,2.128405,3.502979,1.703165,-1.248358,-0.503091,-0.059324,1.697866,2.223567,Spot
6,3.755508,4.857143,2.809524,2.467561,-1.287946,3.878788,5.609848,1.800761,-1.954747,-0.666801,2.400778,3.655156,1.714124,-2.041383,-0.753437,-0.086636,1.699806,2.222795,Spot
6,4.423944,5.857143,7.476191,2.539429,-1.884515,4.666667,6.229167,1.78989,-2.634054,-0.749539,2.365759,3.77976,1.703305,-2.720639,-0.836124,-0.086585,1.697381,2.191735,Spot
8,4.304423,6.142857,10.142858,2.473077,-1.831346,4.181818,7.840909,1.772348,-2.532075,-0.700729,2.225681,3.901994,1.693191,-2.611232,-0.779886,-0.079157,1.675073,2.145705,Spot
5,3.416543,4.285714,8.571428,2.284855,-1.131687,3.454545,7.630682,1.748616,-1.667927,-0.53624,2.171206,3.853386,1.683738,-1.732805,-0.601117,-0.064878,1.669738,2.155309,Spot
1,2.386975,3.142857,4.476191,2.04917,-0.337805,2.454545,4.318182,1.72095,-0.666026,-0.328221,2.07393,3.224982,1.675265,-0.71171,-0.373905,-0.045685,1.673133,2.151233,Spot
4,3.660774,4.571429,9.952381,2.457221,-1.203553,3.575758,6.689394,1.780831,-1.879943,-0.67639,2.389105,3.660506,1.695542,-1.965232,-0.761679,-0.085289,1.678468,2.151297,Spot
10,4.245127,5.285714,8.904762,2.5211,-1.724027,4.333333,6.854167,1.770368,-2.474759,-0.750732,2.338521,3.756049,1.684457,-2.56067,-0.836643,-0.085911,1.678952,2.153065,Spot
4,4.063106,6,9,2.445766,-1.61734,4.333333,7.291667,1.752972,-2.310134,-0.692794,2.276265,3.888223,1.674125,-2.388981,-0.771641,-0.078848,1.664403,2.107602,Spot
8,3.296056,4.571429,2.952381,2.24872,-1.047336,3.181818,6.653409,1.729237,-1.56682,-0.519483,2.303502,3.868464,1.664518,-1.631539,-0.584202,-0.064719,1.652764,2.088976,Spot
5,2.261861,2.571429,8.952381,2.006312,-0.255548,2,4.1875,1.701573,-0.560288,-0.30474,2.058366,3.328611,1.655935,-0.605926,-0.350377,-0.045638,1.651794,2.103827,Spot
6,3.260582,4,5,2.338659,-0.921923,3.333333,6.291667,1.75425,-1.506332,-0.584409,2.284047,3.680721,1.676941,-1.583641,-0.661718,-0.077309,1.657129,2.13032,Spot
4,3.575691,4.714286,9.904762,2.383082,-1.192609,3.606061,5.933712,1.744061,-1.83163,-0.639021,2.338521,3.896674,1.665643,-1.910048,-0.717439,-0.078418,1.657614,2.107848,Spot
2,3.286429,3.714286,1.571429,2.306552,-0.979877,3.69697,6.655303,1.727095,-1.559334,-0.579457,2.252918,3.814689,1.655141,-1.631288,-0.651411,-0.071955,1.641125,2.04776,Spot
4,2.644196,3.285714,6.238095,2.125678,-0.518517,2.575758,4.564394,1.704017,-0.940179,-0.421662,2.22179,3.751398,1.645432,-0.998764,-0.480246,-0.058585,1.631911,2.047365,Spot
3,1.836084,2,4,1.907816,0.071732,1.575758,3.064394,1.677247,-0.158837,-0.230569,2.011673,3.331894,1.636787,-0.199296,-0.271029,-0.04046,1.615907,2.025133,Spot
7,2.878706,3.857143,4.142857,2.187248,-0.691458,2.727273,5.954545,1.71183,-1.166876,-0.475418,2.182879,3.532831,1.647155,-1.23155,-0.540093,-0.064674,1.648885,2.093058,Spot
5,2.544976,2.285714,7.238095,2.121025,-0.42395,2.333333,3.229167,1.695441,-0.849535,-0.425584,2.151751,3.847975,1.636536,-0.908439,-0.484489,-0.058904,1.64743,2.043028,Spot
0,2.075099,2.571429,4.619048,1.976582,-0.098517,2.30303,4.342803,1.673525,-0.401574,-0.303058,1.953307,3.193124,1.626771,-0.448328,-0.349811,-0.046753,1.625606,2.036375,Spot
3,5.774102,5.857143,13.809524,3.70684,-2.067262,6.212121,14.797348,2.14442,-3.629682,-1.56242,3.680934,10.436862,1.775278,-3.998825,-1.931563,-0.369143,1.961688,3.543898,Spot
4,5.349848,5.571429,8.619047,3.569645,-1.780204,6.090909,14.960227,2.129521,-3.220327,-1.440123,3.599222,10.084843,1.776599,-3.573249,-1.793046,-0.352923,1.946654,3.510011,Spot
8,6.598932,8.142858,2.476191,3.852641,-2.746291,6.969697,14.405303,2.139778,-4.459154,-1.712863,3.719844,10.616519,1.75434,-4.844592,-2.098301,-0.385438,1.938409,3.506637,Spot
10,7.564174,10,16,4.042891,-3.521283,7.818182,15.965909,2.151224,-5.41295,-1.891667,3.867704,10.41993,1.756862,-5.807312,-2.286029,-0.394362,1.940834,3.521,Spot
9,7.100769,9.571428,15.619047,3.890329,-3.210439,7.393939,21.933712,2.134005,-4.966763,-1.756324,3.770428,10.575997,1.758039,-5.34273,-2.132291,-0.375967,1.93065,3.477478,Spot
8,5.29904,6,8,3.441792,-1.857248,5.545455,14.880682,2.090969,-3.208071,-1.350822,3.412451,10.712032,1.758109,-3.540931,-1.683682,-0.33286,1.920951,3.481861,Spot
9,7.099711,9.857142,20.809525,3.921668,-3.178043,7.575758,15.564394,2.125459,-4.974252,-1.796209,3.731518,10.564354,1.735168,-5.364542,-2.1865,-0.390291,1.920951,3.463423,Spot
15,8.267753,10.142858,16.142857,4.124799,-4.142954,8.757576,22.189394,2.135741,-6.132012,-1.989058,3.817121,10.454706,1.737532,-6.530221,-2.387267,-0.398209,1.909311,3.496381,Spot
16,7.945814,11.857142,32.142857,3.978809,-3.967005,8,21.875,2.117255,-5.828559,-1.861554,3.731518,10.501854,1.738556,-6.207258,-2.240253,-0.378699,1.887003,3.460782,Spot
9,5.956938,7.571429,20.285715,3.519593,-2.437345,6.212121,25.484848,2.072885,-3.884053,-1.446708,3.350194,10.697197,1.73849,-4.218448,-1.781103,-0.334395,1.890883,3.477171,Spot
15,6.281709,7.142857,17.476191,3.708457,-2.573252,6.484848,19.132576,2.088238,-4.19347,-1.620219,3.63035,10.726107,1.715163,-4.566546,-1.993294,-0.373076,1.907372,3.48341,Spot
7,7.379888,11.428572,23.952381,3.899656,-3.480232,7.393939,25.371212,2.096995,-5.282893,-1.802661,3.673152,10.736503,1.717349,-5.662539,-2.182307,-0.379646,1.878758,3.458365,Spot
19,7.374683,10.857142,43.142857,3.780768,-3.593915,7.333333,23.541666,2.078305,-5.296378,-1.702463,3.529183,10.859497,1.718221,-5.656462,-2.062547,-0.360084,1.879243,3.466731,Spot
9,5.77239,8,29,3.372126,-2.400264,5.818182,21.71591,2.034961,-3.737429,-1.337165,3.210117,10.674429,1.718036,-4.054354,-1.65409,-0.316924,1.864694,3.473678,Spot
3,4.488185,5.571429,22.952381,3.28086,-1.207326,4.606061,11.996212,2.030821,-2.457365,-1.250039,3.36965,10.476107,1.694566,-2.793619,-1.586293,-0.336254,1.860815,3.447382,Spot
9,5.39543,5.857143,8.142858,3.437024,-1.958405,5.848485,21.570076,2.037663,-3.357766,-1.399361,3.373541,10.44586,1.696572,-3.698857,-1.740452,-0.341091,1.869544,3.463322,Spot
9,5.609499,7.714286,32.904762,3.353899,-2.2556,5.636364,20.738636,2.019646,-3.589853,-1.334253,3.233463,10.445282,1.697308,-3.912191,-1.656591,-0.322338,1.86324,3.453388,Spot
7,4.674802,6.428571,9.952381,3.038384,-1.636418,4.727273,18.892046,1.979365,-2.695437,-1.059019,3.011673,10.081895,1.697037,-2.977765,-1.341347,-0.282328,1.842386,3.459377,Spot
4,3.639495,4.285714,7.238095,2.887351,-0.752144,3.393939,5.558712,1.963149,-1.676346,-0.924202,2.980545,8.917589,1.675363,-1.964132,-1.211988,-0.287786,1.842386,3.440939,Spot
5,3.768888,4.714286,4.904762,2.833754,-0.935133,4.121212,14.234848,1.946504,-1.822383,-0.88725,2.863813,8.860287,1.675985,-2.092903,-1.15777,-0.27052,1.836082,3.450071,Spot
9,7.26597,8.714286,14.238095,3.998128,-3.267842,7.818182,23.46591,2.20686,-5.05911,-1.791268,3.797665,12.912025,1.769111,-5.49686,-2.229017,-0.43775,2.011154,4.451598,Spot
11,7.041644,10,17.333334,3.935305,-3.106339,7.363636,17.926136,2.198688,-4.842957,-1.736617,3.782101,12.983584,1.758008,-5.283636,-2.177297,-0.44068,2.021823,4.438631,Spot
11,7.079707,8.571428,10.285714,4.128999,-2.950708,7.606061,24.808712,2.244374,-4.835333,-1.884625,4.046692,14.029061,1.778433,-5.301274,-2.350566,-0.46594,2.031038,4.444451,Spot
13,8.748513,13.142858,25.476191,4.49086,-4.257653,8.848485,22.820076,2.271482,-6.477031,-2.219378,4.167315,13.889865,1.768886,-6.979628,-2.721974,-0.502597,2.024248,4.487525,Spot
17,8.159062,9.857142,31.476191,4.413784,-3.745278,8.212121,25.172348,2.263719,-5.895344,-2.150065,4.190661,13.686162,1.757581,-6.401482,-2.656203,-0.506138,2.030068,4.455185,Spot
5,5.99744,8,23.666666,3.941231,-2.056209,6.333333,17.854166,2.220794,-3.776646,-1.720437,3.972763,13.714099,1.744476,-4.252964,-2.196754,-0.476318,2.013094,4.437965,Spot
10,7.667624,10,35.333332,4.37269,-3.294933,8,25.5,2.280065,-5.387558,-2.092625,4.357976,14.05104,1.776719,-5.890904,-2.595971,-0.503346,2.050921,4.455921,Spot
21,9.350247,13,22.666666,4.759517,-4.590731,9.212121,25.547348,2.309558,-7.040689,-2.449959,4.560311,14.098887,1.767017,-7.58323,-2.9925,-0.542541,2.035403,4.47958,Spot
11,8.459736,11.571428,30.619047,4.672784,-3.786952,8.818182,25.90341,2.301919,-6.157817,-2.370865,4.544747,14.163029,1.755541,-6.704195,-2.917243,-0.546378,2.028613,4.458667,Spot
11,6.228256,7.142857,11.809524,4.16238,-2.065876,6.30303,21.842804,2.256801,-3.971455,-1.905579,4.326848,14.299003,1.742236,-4.48602,-2.420144,-0.514565,2.031523,4.43132,Spot
12,7.44068,9.142858,16.809525,4.377417,-3.063263,7.757576,26.751894,2.286336,-5.154344,-2.091081,4.365759,14.420385,1.773183,-5.667497,-2.604234,-0.513153,2.043647,4.485236,Spot
14,8.874672,12.142858,34.809525,4.753377,-4.121295,8.969697,22.905304,2.316277,-6.558395,-2.4371,4.642024,13.754165,1.76333,-7.111341,-2.990047,-0.552947,2.031038,4.473563,Spot
8,7.918669,9,21.666666,4.665497,-3.253172,8.69697,27.405304,2.30855,-5.610119,-2.356947,4.642024,13.92604,1.751717,-6.166952,-2.91378,-0.556833,2.020369,4.477023,Spot
