@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute class {Spots,'Not Spots'}

@data
12,7.123992,-1.597038,12,7.142857,4,20.809525,5.486847,-1.637145,-0.750723,14,7.393939,7,14.183712,Spots
4,4.069853,0.151531,6,3.714286,3,1.904762,3.997399,-0.072454,-0.165918,15,4.363636,4,7.176136,Spots
6,5.74818,-0.674203,15,7.142857,6,16.142857,5.024137,-0.724044,-0.47111,15,5.636364,5,11.113636,Spots
10,7.930099,-1.836073,12,8.142858,8,5.809524,6.116497,-1.813601,-0.881509,21,7.848485,7,17.570076,Spots
12,9.949101,-3.099271,21,11.857142,11,17.809525,7.058065,-2.891036,-1.274667,21,10.090909,9,18.835228,Spots
10,10.973679,-2.851004,15,11.285714,12,11.904762,7.63742,-3.336258,-1.523417,26,11.515152,11,23.632576,Spots
8,11.164671,-3.04121,26,13,11,44,7.731693,-3.432978,-1.573602,26,11.787879,11,25.047348,Spots
15,10.822462,-4.069188,21,12.142858,14,31.142857,7.34062,-3.481842,-1.442919,26,11.060606,11,23.371212,Spots
14,9.790502,-4.808568,15,12.285714,12,7.904762,6.560493,-3.230009,-1.17036,21,9.666667,10,20.104166,Spots
12,7.708922,-3.247449,14,10.285714,10,7.238095,5.551157,-2.157764,-0.80817,15,7.636364,7,19.488636,Spots
5,4.497613,-1.173251,15,5.857143,4,19.809525,4.004489,-0.493124,-0.212939,15,4.212121,3,8.797348,Spots
15,6.375766,-2.394806,15,7.571429,6,19.285715,5.043332,-1.332435,-0.557655,21,6.212121,5,18.734848,Spots
9,8.79033,-3.557097,21,11.714286,10,28.571428,6.15371,-2.63662,-1.018801,23,8.969697,8,26.155304,Spots
21,11.152583,-5.626635,21,13.285714,12,24.904762,7.10958,-4.043003,-1.457793,26,11.606061,10,29.121212,Spots
15,12.346408,-5.957452,26,16.142857,17,44.476189,7.684092,-4.662316,-1.721051,26,12.939394,12,29.308712,Spots
26,12.412947,-6.580051,26,15.857142,15,36.476189,7.746637,-4.666309,-1.739193,26,12.242424,11,30.251894,Spots
21,11.523847,-6.122584,26,14.857142,15,58.476189,7.306358,-4.217489,-1.542822,26,11.363636,11,28.113636,Spots
15,9.942913,-5.307227,21,13.571428,14,19.285715,6.482434,-3.460479,-1.204251,26,10.181818,9,25.46591,Spots
10,7.593522,-2.948913,15,9,10,17.666666,5.454124,-2.139398,-0.802558,21,7.939394,7,21.121212,Spots
8,4.45044,-1.181093,11,5,5,13.333333,3.915493,-0.534948,-0.226801,15,4.545455,4,11.005682,Spots
11,6.428131,-2.512908,15,9,9,19.666666,4.927068,-1.501063,-0.59181,18,6.060606,5,16.433712,Spots
13,9.024893,-4.183829,18,10.714286,11,16.904762,6.010471,-3.014421,-1.077558,23,9.333333,9,32.604168,Spots
18,11.590367,-6.954473,23,16,17,26.666666,6.938434,-4.651933,-1.535487,23,11.757576,11,28.376894,Spots
17,12.710126,-6.950047,18,15.142858,16,9.142858,7.477458,-5.232667,-1.792979,26,13.030303,11,33.717804,Spots
16,12.297095,-5.858325,26,14.857142,16,41.476189,7.495082,-4.802013,-1.768281,26,12.69697,11,26.905304,Spots
8,10.742629,-3.696588,21,12.142858,9,27.476191,7.01158,-3.731049,-1.504993,26,11.515152,11,27.695076,Spots
7,8.751036,-2.222149,15,8.857142,8,7.809524,6.168769,-2.582266,-1.112902,21,9.363636,8,18.926136,Spots
2,3.984179,-0.271577,9,4.714286,4,8.571428,3.71425,-0.269929,-0.199365,11,3.848485,4,7.570076,Spots
9,5.782315,-1.376581,11,6.285714,5,15.904762,4.632756,-1.149559,-0.531921,15,5.909091,5,12.835227,Spots
11,8.179028,-3.126784,13,9,9,8.333333,5.616444,-2.562583,-0.978079,23,8.181818,7,29.96591,Spots
10,10.417171,-4.969723,22,13.428572,12,25.952381,6.454957,-3.962215,-1.398952,23,10.969697,10,27.655304,Spots
14,11.378011,-4.906353,19,12.142858,11,23.476191,6.926848,-4.451163,-1.625747,23,12.181818,11,27.59091,Spots
11,10.890826,-4.00668,19,12.428572,12,18.952381,6.906548,-3.984279,-1.573289,26,11.393939,10,26.121212,Spots
9,9.240637,-2.08445,11,9.285714,9,2.904762,6.419707,-2.82093,-1.287147,21,10,9,19.625,Spots
5,3.602905,-0.259771,5,3.714286,4,1.904762,3.4218,-0.181105,-0.154644,9,3.484848,3,4.882576,Spots
5,4.955713,-0.855031,9,5.714286,5,6.238095,4.185162,-0.770551,-0.402745,12,5.090909,4,9.272727,Spots
9,6.800848,-2.240082,12,8.285714,9,11.571428,5.000714,-1.800134,-0.745929,22,6.787879,6,16.547348,Spots
12,8.41281,-2.847153,12,8.142858,9,8.476191,5.694118,-2.718693,-1.076435,22,9.090909,8,19.835228,Spots
5,9.187391,-2.854935,14,10.285714,11,8.904762,6.076199,-3.111193,-1.25419,22,9.69697,9,25.155304,Spots
12,8.897456,-2.901761,18,9.571428,10,22.952381,6.036882,-2.860574,-1.200704,19,9.484848,9,18.882576,Spots
3,5.214818,-0.94097,9,5.714286,6,4.904762,4.270023,-0.944794,-0.468896,12,5.424242,5,8.501894,Spots
7,6.275966,-1.487789,12,6.857143,7,8.476191,4.791271,-1.484694,-0.68576,13,6.242424,6,10.876894,Spots
0,0.912512,0.363452,2,0.857143,1,0.809524,0.989441,0.076929,-0.037861,3,0.878788,1,0.859848,'Not Spots'
0,1.074606,0.384788,1,0.428571,0,0.285714,1.064935,-0.009671,-0.057485,4,1.272727,1,1.579545,'Not Spots'
2,1.419936,-0.381569,3,1.285714,1,1.238095,1.211361,-0.208575,-0.061961,4,1.393939,1,1.433712,'Not Spots'
2,1.47754,-0.592512,4,2.285714,2,0.904762,1.263948,-0.213592,-0.041792,4,1.272727,1,1.079545,'Not Spots'
1,1.429623,-0.171292,4,1.571429,1,1.619048,1.273408,-0.156215,-0.06347,4,1.636364,2,1.113636,'Not Spots'
1,1.383715,-0.043422,2,1.142857,1,0.142857,1.312797,-0.070918,-0.034582,5,1.515152,1,1.507576,'Not Spots'
1,1.340605,-0.056564,5,1.571429,1,2.619048,1.346401,0.005796,-0.009081,5,1.484848,1,1.570076,'Not Spots'
1,1.245856,0.381393,2,0.714286,1,0.571429,1.385834,0.139978,0.004527,5,1.272727,1,1.579545,'Not Spots'
0,1.337257,0.357255,3,1,1,1.333333,1.439493,0.102236,-0.003101,4,1.454545,1,1.693182,'Not Spots'
3,1.608112,-0.348059,3,1.857143,3,2.142857,1.50462,-0.103491,-0.027792,4,1.484848,1,1.695076,'Not Spots'
0,1.677995,-0.019052,4,1.714286,1,2.571429,1.566488,-0.111507,-0.049019,5,1.636364,1,2.051136,'Not Spots'
1,1.623344,0.315463,5,1.142857,1,3.142857,1.610085,-0.013259,-0.047959,5,1.606061,1,2.371212,'Not Spots'
0,1.555904,0.442693,4,1.142857,1,2.142857,1.634151,0.078246,-0.022346,5,1.636364,1,2.051136,'Not Spots'
0,1.496912,0.441494,3,1.285714,1,1.904762,1.651817,0.154905,0.01592,5,1.606061,1,1.683712,'Not Spots'
1,1.468519,0.38816,2,1,1,0.333333,1.680796,0.212277,0.052982,4,1.393939,1,0.996212,'Not Spots'
2,1.508967,0.286232,2,1.285714,2,0.904762,1.733052,0.224085,0.083299,4,1.424242,1,0.876894,'Not Spots'
0,1.59296,0.208648,3,1.571429,1,1.285714,1.812608,0.219647,0.105908,4,1.636364,1,1.113636,'Not Spots'
1,1.653083,0.261336,3,1.285714,1,1.571429,1.916904,0.263821,0.11413,4,1.636364,1,1.488636,'Not Spots'
0,1.727182,0.648954,3,1.285714,1,1.238095,2.033952,0.30677,0.100049,5,1.818182,2,1.840909,'Not Spots'
2,1.930243,0.515141,2,1.142857,1,0.809524,2.136665,0.206421,0.072311,6,2.060606,2,1.933712,'Not Spots'
1,2.095967,0.116963,4,2.142857,2,1.142857,2.191875,0.095908,0.053634,6,2.212121,2,1.859848,'Not Spots'
1,2.082356,0.003916,4,2,2,1.333333,2.18089,0.098534,0.057782,6,2.090909,2,1.960227,'Not Spots'
4,2.0117,-0.245627,5,2.285714,2,2.571429,2.11278,0.10108,0.076065,6,1.969697,2,2.280303,'Not Spots'
2,1.896222,-0.08562,4,1.714286,2,1.571429,2.018023,0.121802,0.089683,5,1.818182,2,1.715909,'Not Spots'
2,1.79915,0.007252,3,1.857143,2,0.809524,1.927953,0.128803,0.088366,5,1.878788,2,1.359848,'Not Spots'
0,1.727416,0.187432,4,1.714286,2,1.571429,1.860477,0.133061,0.076468,4,1.787879,2,1.359848,'Not Spots'
2,1.370913,0.045663,2,1.428571,1,0.285714,1.333569,-0.037344,-0.063833,5,1.333333,1,1.104167,'Not Spots'
1,1.418882,-0.110619,5,1.714286,1,2.571429,1.369597,-0.049285,-0.041564,5,1.272727,1,1.079545,'Not Spots'
5,1.468707,-0.662329,5,2.142857,1,2.809524,1.393617,-0.07509,-0.014601,5,1.121212,1,1.547348,'Not Spots'
1,1.323558,0.003178,5,1.714286,1,3.904762,1.421028,0.09747,0.005828,5,1.272727,1,1.579545,'Not Spots'
0,1.313618,0.4118,3,1,1,1.333333,1.467257,0.153638,0.002525,5,1.30303,1,1.842803,'Not Spots'
3,1.558296,-0.050078,3,1.428571,1,2.285714,1.53515,-0.023146,-0.026757,4,1.515152,1,1.445076,'Not Spots'
0,1.714945,0.210518,4,1.285714,1,2.571429,1.610067,-0.104878,-0.060809,5,2,2,2.125,'Not Spots'
0,1.787925,0.317127,3,1.285714,1,1.904762,1.6722,-0.115724,-0.073028,5,2.030303,2,2.217803,'Not Spots'
0,1.760244,0.370051,5,1.142857,0,3.476191,1.714035,-0.046209,-0.052272,5,1.878788,2,2.109848,'Not Spots'
0,1.649939,0.520764,3,1,1,1.333333,1.745371,0.095432,-0.007548,5,1.787879,2,1.797348,'Not Spots'
1,1.628158,0.263583,4,1.571429,1,1.619048,1.784816,0.156658,0.044194,4,1.575758,1,1.064394,'Not Spots'
2,1.668899,0.08729,3,1.571429,1,0.619048,1.848082,0.179183,0.09371,4,1.636364,1,1.113636,'Not Spots'
1,1.69011,0.141911,3,1.428571,1,0.952381,1.943459,0.253348,0.136677,5,1.787879,2,1.484848,'Not Spots'
3,1.780878,-0.09252,4,2.142857,2,1.47619,2.071868,0.29099,0.16027,4,1.727273,2,1.454545,'Not Spots'
3,1.982815,-0.25655,3,2.285714,3,1.238095,2.222069,0.239254,0.149621,5,1.787879,2,1.734848,'Not Spots'
2,2.187396,-0.039088,4,2.428571,2,0.952381,2.361459,0.174063,0.111199,5,2.151515,2,1.507576,'Not Spots'
2,2.317065,0.122539,3,2,2,0.333333,2.446414,0.129348,0.073183,6,2.424242,2,1.814394,'Not Spots'
2,2.353497,-0.089565,6,2.857143,2,3.809524,2.446327,0.09283,0.060469,6,2.333333,2,1.916667,'Not Spots'
5,2.225168,-0.149605,5,2.142857,2,3.142857,2.365447,0.140278,0.071784,6,1.909091,2,2.022727,'Not Spots'
1,1.999531,0.308295,5,2,2,2,2.239662,0.240131,0.085081,5,2,2,1.4375,'Not Spots'
2,1.939851,0.144729,4,2.142857,2,0.809524,2.111474,0.171623,0.08143,5,2,2,1.6875,'Not Spots'
2,1.993304,-0.189306,4,2,2,2.333333,2.008286,0.014982,0.062461,5,2.060606,2,1.496212,'Not Spots'
4,2.028168,-0.587866,4,2.714286,3,1.238095,1.938106,-0.090063,0.042094,5,1.727273,2,1.892045,'Not Spots'
3,1.916722,-0.024873,4,1.428571,1,2.619048,1.899948,-0.016774,0.027756,5,1.969697,2,1.842803,'Not Spots'
2,1.384409,0.294847,2,1.142857,1,0.809524,1.39181,0.0074,-0.077496,6,1.393939,1,1.621212,'Not Spots'
0,1.523184,0.106838,4,1.428571,1,1.619048,1.429169,-0.094015,-0.068282,6,1.69697,1,1.905303,'Not Spots'
4,1.561255,-0.315266,5,1.571429,1,4.285714,1.443402,-0.117853,-0.040033,6,1.515152,1,2.195076,'Not Spots'
1,1.380439,0.176872,4,1.428571,1,1.619048,1.453043,0.072603,-0.005814,5,1.424242,1,2.064394,'Not Spots'
1,1.304902,0.444517,2,0.714286,1,0.571429,1.481914,0.177012,0.007999,4,1.30303,1,1.655303,'Not Spots'
0,1.456057,0.238163,3,1.571429,1,1.285714,1.541605,0.085547,-0.01049,4,1.484848,1,1.320076,'Not Spots'
1,1.649243,0.245587,2,1.285714,2,0.904762,1.622151,-0.027092,-0.045054,4,1.69697,2,1.217803,'Not Spots'
2,1.843165,-0.039098,3,1.857143,2,1.142857,1.703093,-0.140072,-0.066444,5,1.818182,2,1.965909,'Not Spots'
2,1.88467,0.002339,4,1.571429,2,1.952381,1.77261,-0.11206,-0.05611,5,1.939394,2,1.996212,'Not Spots'
1,1.78948,0.317674,3,1.571429,2,0.952381,1.836414,0.046934,-0.017345,5,1.878788,2,1.672348,'Not Spots'
2,1.782377,0.254877,3,1.714286,1,0.904762,1.91125,0.128873,0.034416,4,1.666667,1,1.104167,'Not Spots'
3,1.862013,0.003308,3,1.857143,2,1.142857,2.013092,0.15108,0.08974,7,1.939394,1,1.996212,'Not Spots'
2,1.830638,0.259108,3,2.142857,2,0.809524,2.150223,0.319585,0.143572,4,1.545455,1,1.255682,'Not Spots'
1,1.822301,0.613457,3,1.285714,1,1.238095,2.322514,0.500212,0.178938,5,1.939394,2,1.746212,'Not Spots'
2,2.118213,-0.009395,4,2.428571,2,1.619048,2.515636,0.397424,0.174261,5,1.969697,2,2.030303,'Not Spots'
4,2.467124,-0.371908,5,2.714286,2,1.904762,2.690663,0.223539,0.131195,5,2.363636,2,1.363636,'Not Spots'
2,2.624473,0.155491,4,2.428571,2,0.952381,2.795444,0.170972,0.079543,8,2.727273,3,2.829545,'Not Spots'
1,2.686316,0.238088,4,1.857143,2,1.809524,2.791343,0.105027,0.052077,11,2.939394,2,4.933712,'Not Spots'
0,2.558722,0.201528,5,2.428571,2,3.619048,2.680517,0.121795,0.055642,11,2.909091,2,5.147727,'Not Spots'
2,2.307867,0.342605,3,1.857143,2,1.142857,2.505398,0.197531,0.069132,11,2.363636,2,4.238636,'Not Spots'
2,2.197775,0.144224,4,2.285714,2,1.571429,2.320703,0.122928,0.068308,4,1.909091,2,1.460227,'Not Spots'
4,2.213866,-0.19143,4,2,2,1.666667,2.165916,-0.04795,0.050233,7,2.242424,2,2.626894,'Not Spots'
1,2.194289,-0.322792,5,2.571429,3,3.619048,2.055147,-0.139142,0.028975,7,2.151515,2,2.695076,'Not Spots'
0,2.060488,0.179951,3,1.428571,1,1.619048,1.987804,-0.072684,0.014678,7,2.545455,3,3.193182,'Not Spots'
3,2.087401,-0.374233,4,2.285714,3,2.571429,1.955425,-0.131977,0.007647,4,1.939394,2,1.746212,'Not Spots'
3,2.066589,-0.538885,3,2.571429,3,0.619048,1.946214,-0.120375,0.003582,4,2.030303,2,1.717803,'Not Spots'
1,1.616097,-0.011293,4,1.571429,1,1.619048,1.441158,-0.174939,-0.108209,6,1.545455,1,2.005682,'Not Spots'
1,1.831927,-0.446223,6,1.857143,1,5.142857,1.477325,-0.354602,-0.104765,6,1.969697,2,2.342803,'Not Spots'
0,1.726934,-0.238736,4,2,2,2,1.478781,-0.248153,-0.067781,6,1.848485,1,2.695076,'Not Spots'
1,1.446251,0.243656,3,0.714286,0,1.238095,1.467535,0.021284,-0.014169,4,1.545455,1,1.693182,'Not Spots'
0,1.299553,0.357787,4,1.285714,1,1.904762,1.474949,0.175397,0.021962,4,1.272727,1,1.517045,'Not Spots'
2,1.354544,0.221197,2,1.285714,2,0.904762,1.520772,0.166227,0.021832,4,1.333333,1,1.166667,'Not Spots'
2,1.495296,0.276565,3,1.285714,1,1.238095,1.601638,0.106342,-0.004312,4,1.363636,1,1.176136,'Not Spots'
3,1.698813,0.076685,3,1.714286,2,0.904762,1.700491,0.001678,-0.029533,4,1.606061,2,1.246212,'Not Spots'
0,1.805134,0.208542,4,2,2,2.333333,1.804794,-0.00034,-0.031992,4,1.757576,2,1.314394,'Not Spots'
3,1.829085,0.352542,3,1.428571,1,1.285714,1.917392,0.088308,-0.008961,4,1.787879,2,1.172348,'Not Spots'
1,1.940471,0.360266,3,1.428571,1,0.619048,2.052002,0.111531,0.028509,7,1.969697,2,2.030303,'Not Spots'
1,2.1787,-0.147625,7,2.714286,3,4.571429,2.222274,0.043574,0.073008,7,2.212121,2,2.172348,'Not Spots'
3,2.234377,0.030337,3,1.714286,2,1.238095,2.432113,0.197736,0.12103,7,2.272727,2,3.142045,'Not Spots'
1,2.145181,0.894783,5,1.714286,1,2.904762,2.673922,0.528741,0.156212,8,2.272727,2,3.142045,'Not Spots'
1,2.322047,0.920011,3,1.571429,1,0.619048,2.923142,0.601094,0.155433,5,2.454545,2,2.568182,'Not Spots'
3,2.736818,0.141336,5,3,3,1.666667,3.131119,0.394301,0.116597,6,2.606061,2,2.121212,'Not Spots'
3,3.032784,-0.137884,5,3,3,1.666667,3.23936,0.206577,0.066489,8,2.909091,3,2.522727,'Not Spots'
4,3.138577,-0.376878,8,3.571429,3,4.952381,3.208093,0.069516,0.037646,11,3.121212,3,4.859848,'Not Spots'
2,2.974207,-0.230662,11,3.428571,3,13.952381,3.043731,0.069524,0.040451,11,3.030303,3,4.530303,'Not Spots'
3,2.684255,-0.071788,4,2.714286,3,1.238095,2.797955,0.1137,0.057847,11,2.727273,2,4.079545,'Not Spots'
4,2.467797,-0.117956,4,2.571429,2,0.619048,2.538117,0.07032,0.06608,6,2.30303,2,1.905303,'Not Spots'
2,2.308198,0.055774,4,1.857143,1,2.476191,2.317219,0.00902,0.057164,7,2.545455,2,3.193182,'Not Spots'
1,2.230708,-0.12388,7,2.285714,1,5.904762,2.158367,-0.072341,0.038888,7,2.333333,3,3.229167,'Not Spots'
1,2.16876,-0.192667,4,2.285714,3,2.571429,2.06257,-0.106189,0.019735,7,2.333333,2,2.729167,'Not Spots'
4,2.15796,-0.557677,4,2.571429,3,1.619048,2.014766,-0.143194,0.004774,4,1.939394,2,1.808712,'Not Spots'
3,2.034653,-0.221914,4,2.285714,3,1.571429,1.99397,-0.040683,-0.003882,4,2.030303,2,1.842803,'Not Spots'
1,1.870137,0.360332,3,1.285714,1,1.571429,1.97889,0.108753,-0.007279,5,1.878788,2,1.672348,'Not Spots'
4,2.114271,-1.38132,4,2.857143,3,1.142857,1.49434,-0.619931,-0.126376,6,2.060606,2,1.746212,'Not Spots'
3,1.862339,-0.844367,4,2.285714,3,1.904762,1.483202,-0.379137,-0.075051,6,1.878788,2,2.422348,'Not Spots'
3,1.468107,-0.184676,4,1.857143,2,2.476191,1.456002,-0.012106,-0.005547,4,1.363636,1,1.738636,'Not Spots'
0,1.211771,0.423814,3,0.857143,0,1.47619,1.448626,0.236855,0.044451,4,1.242424,1,1.376894,'Not Spots'
1,1.219998,0.399792,2,1.142857,1,0.809524,1.485133,0.265135,0.055885,4,1.242424,1,1.376894,'Not Spots'
1,1.364675,0.384096,2,1.142857,1,0.47619,1.567191,0.202516,0.036818,5,1.30303,1,1.280303,'Not Spots'
2,1.597866,0.225036,3,1.428571,2,1.285714,1.683135,0.085269,0.010446,5,1.484848,1,1.632576,'Not Spots'
0,1.764563,0.404093,4,1.285714,1,1.904762,1.823386,0.058823,-0.001908,5,1.848485,2,1.445076,'Not Spots'
1,1.889192,0.494713,3,1.571429,2,0.952381,1.991101,0.101908,0.006035,7,2.151515,2,2.195076,'Not Spots'
1,2.176992,0.012175,7,2.428571,2,4.619048,2.198669,0.021677,0.026365,7,2,2,2.0625,'Not Spots'
7,2.604518,-0.859082,7,2.714286,2,5.571429,2.457604,-0.146914,0.051895,7,2.545455,2,2.505682,'Not Spots'
2,2.869634,-0.96773,7,4.142857,4,2.809524,2.765298,-0.104336,0.079262,8,2.575758,2,4.064394,'Not Spots'
5,2.923187,-0.43103,8,3.571429,3,6.619048,3.101037,0.17785,0.09609,8,2.818182,3,3.840909,'Not Spots'
1,2.957896,0.599297,5,2.857143,3,3.476191,3.421458,0.463562,0.086373,10,3.030303,3,4.655303,'Not Spots'
3,3.195435,0.521488,5,3,3,1.666667,3.661864,0.466429,0.051995,8,3.151515,3,2.757576,'Not Spots'
5,3.387334,0.181669,6,3.714286,3,1.904762,3.757636,0.370302,0.016609,8,3.181818,3,2.403409,'Not Spots'
4,3.351504,0.232888,5,3.571429,4,0.952381,3.674879,0.323375,0.004359,11,3.212121,3,4.672348,'Not Spots'
4,3.140028,0.309144,4,2.714286,3,1.238095,3.432746,0.292717,0.020608,11,2.909091,3,4.710227,'Not Spots'
3,2.842018,0.292456,4,2.857143,3,0.809524,3.096983,0.254966,0.050819,11,2.909091,2,5.460227,'Not Spots'
2,2.525939,0.244148,6,2.571429,2,3.952381,2.748439,0.2225,0.074866,6,2.393939,2,2.433712,'Not Spots'
1,2.226096,0.450283,4,2.142857,2,1.809524,2.45326,0.227163,0.080391,7,2.363636,2,3.113636,'Not Spots'
0,2.087606,0.337279,4,1.857143,1,2.476191,2.243957,0.15635,0.065863,7,2.060606,2,2.433712,'Not Spots'
4,2.094235,-0.048005,4,1.571429,1,2.285714,2.122789,0.028554,0.036051,7,2.060606,2,2.621212,'Not Spots'
2,2.115745,-0.169081,4,2.571429,3,1.952381,2.066287,-0.049458,0.00192,4,1.969697,2,1.655303,'Not Spots'
3,2.077924,0.03849,4,2,2,2.333333,2.04078,-0.037144,-0.022938,5,2.151515,2,2.132576,'Not Spots'
0,2.057522,0.003048,5,2.428571,3,2.619048,2.014638,-0.042885,-0.029694,5,2.060606,2,1.621212,'Not Spots'
3,1.918858,-0.781482,4,2.285714,3,1.571429,1.469028,-0.44983,-0.115997,4,1.909091,2,1.272727,'Not Spots'
1,1.596988,-0.114019,3,1.428571,1,1.619048,1.453513,-0.143475,-0.055484,4,1.727273,2,1.454545,'Not Spots'
0,1.232657,0.453244,3,1,1,1.333333,1.424026,0.191369,0.015834,4,1.363636,1,1.301136,'Not Spots'
0,1.069226,0.694908,2,0.571429,0,0.619048,1.416488,0.347262,0.062764,4,1.060606,1,1.058712,'Not Spots'
2,1.153919,0.446953,2,0.857143,1,0.47619,1.45443,0.300511,0.072447,4,1.060606,1,0.933712,'Not Spots'
1,1.346976,0.33889,2,1.285714,1,0.571429,1.541528,0.194552,0.055163,5,1.30303,1,1.467803,'Not Spots'
2,1.677964,-0.221118,5,2.142857,2,3.142857,1.671843,-0.006121,0.030523,5,1.727273,2,1.704545,'Not Spots'
4,1.942618,-0.431409,4,2.142857,2,1.47619,1.841704,-0.100913,0.016142,5,1.818182,2,1.590909,'Not Spots'
2,2.068731,0.00065,4,2,2,1.333333,2.058413,-0.010318,0.018214,4,2.090909,2,1.022727,'Not Spots'
2,2.332008,-0.085077,4,2.428571,2,0.952381,2.336411,0.004403,0.028955,7,2.30303,2,2.030303,'Not Spots'
2,2.718083,-0.234105,7,3,2,4,2.687369,-0.030714,0.037664,8,2.969697,3,3.030303,'Not Spots'
4,3.12077,-0.499415,8,3.285714,2,5.571429,3.102638,-0.018131,0.036753,8,3.090909,3,3.147727,'Not Spots'
8,3.480776,-0.872907,8,4.142857,4,5.809524,3.545542,0.064767,0.017319,10,3.181818,3,4.215909,'Not Spots'
5,3.68095,-0.209674,10,4.571429,4,11.619047,3.947481,0.266531,-0.022253,11,3.575758,3,6.314394,'Not Spots'
4,3.809168,0.500542,5,3.714286,4,0.571429,4.221498,0.412329,-0.065083,10,3.757576,3,6.064394,'Not Spots'
3,3.79735,0.906235,5,3.428571,3,1.952381,4.295459,0.498109,-0.085087,11,3.818182,3,6.090909,'Not Spots'
3,3.616763,1.138466,5,2.857143,3,2.142857,4.145972,0.529209,-0.069867,9,3.636364,3,5.863636,'Not Spots'
3,3.445388,0.509913,5,3.571429,3,0.619048,3.811993,0.366605,-0.026792,9,3.242424,3,6.564394,'Not Spots'
4,3.160703,0.052508,9,3.142857,3,8.476191,3.378025,0.217322,0.026547,9,3.090909,3,4.710227,'Not Spots'
0,2.645494,0.613191,4,2.285714,3,2.904762,2.939182,0.293688,0.071725,9,2.848485,3,4.070076,'Not Spots'
3,2.231253,0.692462,3,1.285714,1,1.238095,2.572376,0.341122,0.093145,6,2.272727,2,2.454545,'Not Spots'
1,2.08342,0.389832,3,1.571429,1,1.952381,2.316654,0.233234,0.082375,6,2.151515,2,2.570076,'Not Spots'
1,2.086823,0.123,4,2.285714,2,1.238095,2.17329,0.086467,0.042448,6,2.212121,2,1.984848,'Not Spots'
3,2.146485,0.020199,4,2,2,1.333333,2.109988,-0.036497,-0.009864,6,2.121212,2,1.984848,'Not Spots'
4,2.231731,-0.179029,4,2.571429,3,0.952381,2.080909,-0.150822,-0.049646,8,2.363636,2,2.613636,'Not Spots'
2,2.239654,-0.338166,4,2.285714,2,2.238095,2.044866,-0.194788,-0.057769,5,2.151515,2,1.695076,'Not Spots'
1,1.562468,0.061455,3,1.428571,1,1.619048,1.408943,-0.153525,-0.08268,4,1.636364,2,1.301136,'Not Spots'
0,1.312846,0.45483,2,1.142857,1,0.47619,1.40286,0.090014,-0.026029,3,1.333333,1,1.041667,'Not Spots'
1,1.097978,0.652423,1,0.571429,1,0.285714,1.386866,0.288888,0.032207,3,0.969697,1,0.717803,'Not Spots'
1,1.11174,0.428438,2,0.714286,1,0.571429,1.392827,0.281086,0.063769,4,1,1,1.25,'Not Spots'
0,1.271285,0.144152,4,1.571429,2,1.952381,1.440578,0.169293,0.064537,4,1.30303,1,1.155303,'Not Spots'
0,1.398575,0.463754,2,0.571429,0,0.619048,1.533842,0.135267,0.048518,5,1.545455,1,1.568182,'Not Spots'
1,1.672021,0.03155,3,1.571429,2,1.619048,1.672355,0.000334,0.031205,5,1.757576,2,1.876894,'Not Spots'
2,1.96483,-0.412017,4,2.571429,2,1.285714,1.860222,-0.104608,0.023454,5,1.787879,2,1.797348,'Not Spots'
3,2.137792,-0.132226,3,2,2,0.666667,2.11156,-0.026231,0.028011,4,2.090909,2,1.085227,'Not Spots'
3,2.37145,0.098069,3,2.428571,3,0.619048,2.445236,0.073786,0.035516,6,2.151515,2,1.257576,'Not Spots'
2,2.679137,0.47802,3,2.142857,2,0.809524,2.874656,0.19552,0.030484,7,2.969697,3,2.780303,'Not Spots'
1,3.053663,0.698212,4,2.857143,3,1.47619,3.386387,0.332724,-0.001224,10,3.090909,3,4.585227,'Not Spots'
4,3.569466,0.225277,10,4.571429,4,10.619047,3.928056,0.35859,-0.066638,10,3.181818,3,4.965909,'Not Spots'
10,4.048748,0.136633,10,4.285714,4,8.571428,4.405021,0.356272,-0.150155,10,3.454545,3,6.005682,'Not Spots'
3,4.310338,0.682556,10,4.857143,4,7.809524,4.706964,0.396626,-0.21311,17,4.090909,3,10.897727,'Not Spots'
5,4.328861,0.762504,9,4.714286,5,5.571429,4.754713,0.425852,-0.221927,14,4.090909,3,8.897727,'Not Spots'
5,4.118412,0.879754,9,4,3,7.666667,4.537725,0.419312,-0.175947,11,4.060606,3,7.496212,'Not Spots'
3,3.944083,0.090155,9,4.142857,3,11.476191,4.117337,0.173254,-0.099239,9,3.878788,3,6.734848,'Not Spots'
9,3.709148,-1.180202,9,4.714286,4,7.238095,3.597458,-0.11169,-0.017862,9,3.454545,3,5.380682,'Not Spots'
3,3.078704,-0.370249,9,3.142857,3,8.476191,3.085315,0.006611,0.047938,9,3,3,4.5625,'Not Spots'
