@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute class {Spot,NotSpot}

@data
6,9.10501,0.443245,0.363007,0.106677,0.026439,0.634566,9.01856,-0.08645,0.057681,0.050473,0.029459,-0.036667,0.26011,8.790684,-0.314326,-0.227877,0.064063,0.007671,0.000311,-0.071423,0.04308,8.370089,-0.734921,-0.648472,-0.420595,0.01768,0.001058,0.000334,-0.018404,0.039765,NotSpot
9,9.195196,0.793296,0.347874,0.106014,-0.339408,0.443853,8.96743,-0.227766,0.063199,0.05893,0.038935,-0.043203,0.2291,8.768462,-0.426734,-0.198968,0.063317,0.007465,0.003445,-0.067337,0.04257,8.37603,-0.819166,-0.5914,-0.392432,0.01769,0.000924,0.000445,-0.01817,0.039001,NotSpot
15,9.858115,1.11921,0.788746,0.296665,-2.204621,0.872411,9.071551,-0.786564,0.080957,0.046229,0.000086,-0.127272,0.321666,8.712375,-1.145741,-0.359177,0.065059,0.011887,0.005781,-0.071165,0.074746,8.322102,-1.536014,-0.74945,-0.390273,0.017556,0.000899,0.000434,-0.01802,0.044201,NotSpot
10,10.128179,1.067791,0.515944,0.028472,-1.555263,0.788525,9.256689,-0.87149,0.107018,0.074421,0.036001,-0.217439,0.295153,8.756426,-1.371753,-0.500263,0.066067,0.014958,0.00418,-0.076845,0.066247,8.332232,-1.795946,-0.924457,-0.424193,0.017597,0.001103,0.000354,-0.018345,0.043889,NotSpot
16,10.271868,1.111687,0.700631,0.034239,-1.77808,0.474466,9.355141,-0.916727,0.126466,0.084464,0.047996,-0.258927,0.267064,8.790316,-1.481552,-0.564825,0.066629,0.016018,0.002421,-0.080227,0.057138,8.342027,-1.929841,-1.013114,-0.448289,0.017634,0.001256,0.000287,-0.018602,0.043469,NotSpot
10,10.180511,1.039172,0.30784,0.055338,-1.40235,0.46741,9.342631,-0.837879,0.10579,0.082522,0.043681,-0.231993,0.27981,8.811766,-1.368745,-0.530866,0.066695,0.014944,0.000689,-0.080951,0.049661,8.350981,-1.82953,-0.991651,-0.460785,0.017665,0.001345,0.000236,-0.018774,0.042918,NotSpot
11,9.963829,1.243682,0.481683,0.19077,-1.534595,0.55178,9.243146,-0.720683,0.078843,0.055602,0.017744,-0.152189,0.306131,8.820992,-1.142837,-0.422153,0.066333,0.012152,0.000855,-0.07934,0.045312,8.359263,-1.604566,-0.883883,-0.461729,0.017691,0.001369,0.000202,-0.018858,0.042293,NotSpot
12,9.490519,0.953936,0.124276,0.060086,-0.889747,0.813658,9.114321,-0.376198,0.07218,0.029239,0.019425,-0.062365,0.305415,8.819315,-0.671204,-0.295006,0.065692,0.008577,0.001893,-0.076162,0.043732,8.366544,-1.123975,-0.747777,-0.452771,0.017712,0.00133,0.000193,-0.018849,0.041601,NotSpot
4,9.066458,0.877283,0.593965,0.18888,0.094438,0.703278,9.011993,-0.054464,0.066638,0.066423,0.006061,-0.006275,0.279536,8.808977,-0.257481,-0.203016,0.064935,0.006194,0.001222,-0.072351,0.043084,8.373017,-0.69344,-0.638976,-0.43596,0.017728,0.001242,0.000215,-0.018755,0.040853,NotSpot
14,9.08754,0.473767,0.182993,0.073901,-0.730662,0.89997,8.960791,-0.126749,0.075706,0.065053,0.010711,-0.000058,0.248725,8.793751,-0.293789,-0.16704,0.064248,0.006082,0.001483,-0.068846,0.042165,8.378799,-0.70874,-0.581991,-0.414951,0.01774,0.001124,0.000277,-0.018586,0.040079,NotSpot
7,9.09965,0.782793,0.466459,0.057398,-0.373732,0.747559,8.952785,-0.146866,0.071653,0.065726,0.020846,-0.026774,0.220172,8.776172,-0.323479,-0.176613,0.063709,0.006432,0.003944,-0.066197,0.040356,8.384011,-0.715639,-0.568773,-0.39216,0.017746,0.001,0.000393,-0.018353,0.039276,NotSpot
8,9.163692,0.663335,0.443394,0.061147,-0.158794,0.784229,9.063222,-0.100471,0.075104,0.039423,0.030448,-0.066128,0.309383,8.738194,-0.425498,-0.325027,0.065779,0.012897,0.006884,-0.071792,0.073685,8.335895,-0.827798,-0.727327,-0.4023,0.017628,0.001058,0.00032,-0.018366,0.044596,NotSpot
4,9.464195,0.642007,0.548288,0.134459,0.228178,0.858074,9.211157,-0.253038,0.10183,0.050808,0.00042,-0.153059,0.297206,8.773845,-0.690351,-0.437312,0.06654,0.014842,0.00564,-0.075742,0.065221,8.345282,-1.118914,-0.865875,-0.428563,0.017668,0.00123,0.000247,-0.018651,0.044272,NotSpot
15,9.877513,0.620995,0.473138,0.290156,-0.803977,0.750459,9.281016,-0.596497,0.121108,0.063105,0.022572,-0.206785,0.28509,8.799922,-1.077591,-0.481094,0.066863,0.014797,0.004207,-0.077453,0.057133,8.3543,-1.523212,-0.926716,-0.445621,0.017704,0.001357,0.000189,-0.018873,0.043844,NotSpot
10,9.905384,0.844501,0.31995,0.074462,-1.089989,0.857123,9.244819,-0.660565,0.08873,0.068832,0.025438,-0.183,0.30325,8.815093,-1.090291,-0.429726,0.066726,0.012886,0.002754,-0.076858,0.05102,8.362477,-1.542907,-0.882341,-0.452616,0.017734,0.001427,0.000147,-0.019014,0.043285,NotSpot
8,9.441608,0.46983,0.220464,0.2112,-0.479094,1.231988,9.130236,-0.311373,0.073269,0.016608,0.00453,-0.094408,0.317102,8.82015,-0.621458,-0.310085,0.066227,0.00968,0.001427,-0.07448,0.047443,8.369978,-1.07163,-0.760258,-0.450172,0.017759,0.001438,0.000121,-0.019075,0.042652,NotSpot
10,8.91733,0.703223,0.43032,0.083891,0.189012,0.974743,9.005817,0.088488,0.07185,0.070453,0.004117,-0.005514,0.292786,8.816815,-0.100514,-0.189002,0.065539,0.006116,0.000457,-0.071198,0.045596,8.376474,-0.540855,-0.629343,-0.440341,0.017777,0.001393,0.000121,-0.019049,0.04195,NotSpot
11,8.827461,0.768873,0.618349,0.010753,-0.139772,0.657538,8.931293,0.103831,0.098915,0.072045,0.000085,0.026954,0.253113,8.807214,-0.020247,-0.124079,0.06483,0.003841,0.000772,-0.067899,0.04399,8.382177,-0.445284,-0.549115,-0.425036,0.017791,0.001305,0.000151,-0.018945,0.041187,NotSpot
12,9.031838,0.897107,0.487908,0.390179,-0.799378,0.717615,8.920695,-0.111143,0.081256,0.075198,0.005259,0.000799,0.228823,8.794765,-0.237074,-0.125931,0.064276,0.003809,0.002685,-0.0654,0.042048,8.387217,-0.644622,-0.533479,-0.407548,0.017799,0.001194,0.000221,-0.018772,0.040391,NotSpot
9,9.026601,0.907975,0.769048,0.386147,0.247219,0.572442,8.951859,-0.074742,0.08208,0.046379,0.011998,-0.047699,0.213445,8.781384,-0.245217,-0.170475,0.063932,0.004431,0.004315,-0.064048,0.039458,8.391682,-0.634919,-0.560177,-0.389702,0.017802,0.001081,0.000343,-0.01854,0.039558,NotSpot
11,9.261224,0.946167,0.472369,0.095144,-0.378653,0.590983,8.99829,-0.262934,0.089937,0.019428,0.019114,-0.089622,0.197117,8.769323,-0.4919,-0.228967,0.06381,0.004992,0.0049,-0.063902,0.036712,8.39608,-0.865144,-0.60221,-0.373243,0.0178,0.000986,0.000519,-0.018268,0.038691,NotSpot
9,8.773507,0.585709,0.361551,0.341333,0.565492,0.530926,9.048484,0.274977,0.068807,0.06418,0.015583,-0.02021,0.300046,8.765527,-0.00798,-0.282957,0.066408,0.01327,0.007638,-0.07204,0.073305,8.34925,-0.424257,-0.699234,-0.416277,0.017697,0.001219,0.000188,-0.018727,0.044865,NotSpot
11,9.168349,0.200126,0.194691,0.133517,0.138952,0.840879,9.143686,-0.024663,0.090372,0.031791,0.028211,-0.086793,0.292427,8.792155,-0.376194,-0.351531,0.066921,0.014025,0.006789,-0.074157,0.06509,8.357857,-0.810493,-0.78583,-0.434299,0.017736,0.001358,0.000123,-0.01897,0.044542,NotSpot
10,9.635547,0.69346,0.392886,0.192319,-0.894026,0.62107,9.176023,-0.459523,0.106046,0.04051,0.012517,-0.134039,0.288345,8.810061,-0.825486,-0.365963,0.067005,0.012975,0.005756,-0.074224,0.057893,8.366069,-1.269478,-0.809955,-0.443992,0.017771,0.001458,0.000076,-0.019154,0.044119,NotSpot
14,9.56819,0.976739,0.598199,0.333924,-1.241013,0.813468,9.11873,-0.44946,0.072858,0.045608,0.013149,-0.105318,0.301783,8.818814,-0.749375,-0.299915,0.066668,0.010462,0.004694,-0.072436,0.052632,8.373446,-1.194743,-0.745283,-0.445368,0.0178,0.001508,0.000045,-0.019263,0.043565,NotSpot
10,8.834138,0.605543,0.471258,0.385651,0.519937,1.146081,9.004821,0.170683,0.065879,0.046809,0.002153,-0.021223,0.29507,8.819651,-0.014487,-0.18517,0.066036,0.00714,0.003728,-0.069448,0.049294,8.380141,-0.453997,-0.62468,-0.439509,0.017823,0.001506,0.000031,-0.019297,0.042937,NotSpot
4,8.39368,1.3817,0.395672,0.366995,1.353024,0.49667,8.906985,0.513306,0.102319,0.069458,0.004527,0.037388,0.252042,8.814525,0.420845,-0.092461,0.065299,0.003854,0.002988,-0.066166,0.047049,8.385836,-0.007844,-0.52115,-0.428689,0.01784,0.001455,0.000043,-0.019253,0.042239,NotSpot
9,8.722878,0.944435,0.824062,0.086927,0.2073,0.611036,8.876936,0.154058,0.09722,0.076321,0.002296,0.018603,0.216137,8.805361,0.082482,-0.071575,0.064627,0.002943,0.001691,-0.063376,0.04481,8.390758,-0.332121,-0.486178,-0.414603,0.017852,0.00137,0.000084,-0.019137,0.041473,NotSpot
9,9.304166,1.080982,0.874642,0.644195,-0.850535,0.743952,8.909007,-0.395159,0.08475,0.046996,0.012664,-0.050419,0.206488,8.795106,-0.50906,-0.113901,0.064183,0.003792,0.001349,-0.061739,0.042404,8.395038,-0.909128,-0.513969,-0.400068,0.017857,0.001267,0.000165,-0.018959,0.040668,NotSpot
5,9.48184,1.162097,0.691216,0.142145,-0.613025,0.811087,8.96537,-0.51647,0.092143,0.016717,0.000403,-0.109263,0.198208,8.78512,-0.69672,-0.18025,0.063998,0.004505,0.001932,-0.061425,0.039594,8.398757,-1.083083,-0.566613,-0.386363,0.017857,0.001165,0.000295,-0.018727,0.03982,NotSpot
10,9.391348,1.051013,0.857926,0.388511,-0.195424,0.320247,9.020021,-0.371326,0.097527,0.038441,0.000979,-0.134988,0.187612,8.776953,-0.614395,-0.243069,0.064054,0.004425,0.002707,-0.062337,0.036742,8.402423,-0.988925,-0.617599,-0.37453,0.017851,0.001082,0.000475,-0.018458,0.03893,NotSpot
10,8.733613,0.53143,0.401839,0.323975,0.453566,0.357265,9.040193,0.30658,0.065123,0.057953,0.012628,-0.005458,0.305823,8.79463,0.061017,-0.245563,0.067049,0.012994,0.007734,-0.07231,0.073531,8.362133,-0.37148,-0.67806,-0.432497,0.017761,0.00138,0.000042,-0.019098,0.044983,NotSpot
8,9.095664,0.728042,0.697253,0.11053,0.079742,0.465039,9.080091,-0.015574,0.075912,0.042874,0.01344,-0.046478,0.289239,8.812265,-0.283399,-0.267825,0.067319,0.012595,0.007261,-0.072653,0.065717,8.369952,-0.725712,-0.710138,-0.442313,0.017799,0.001484,0.000015,-0.019298,0.044674,NotSpot
9,9.485534,0.722474,0.470599,0.418405,-0.774668,0.308788,9.073897,-0.411636,0.087133,0.029558,0.018434,-0.076008,0.279325,8.822297,-0.663237,-0.2516,0.067166,0.010735,0.006626,-0.071275,0.059175,8.377351,-1.108183,-0.696547,-0.444946,0.017834,0.001557,0.00005,-0.019441,0.044268,NotSpot
15,9.359973,1.002349,0.595657,0.275726,-1.32228,0.642543,9.000807,-0.359166,0.060437,0.036853,0.017223,-0.040807,0.278464,8.825083,-0.53489,-0.175724,0.066633,0.007908,0.005977,-0.068565,0.054288,8.383911,-0.976062,-0.616896,-0.441172,0.017861,0.001587,0.000068,-0.019516,0.043732,NotSpot
5,8.573874,1.066291,0.51749,0.362355,0.911156,0.741295,8.897357,0.323483,0.069547,0.055437,0.014109,0.028218,0.253253,8.822106,0.248232,-0.075251,0.065871,0.005418,0.004766,-0.065219,0.050837,8.38979,-0.184085,-0.507567,-0.432317,0.017884,0.001574,0.000066,-0.019523,0.043123,NotSpot
4,8.336538,1.463089,0.468496,0.379679,1.551906,0.44124,8.83163,0.495091,0.097523,0.061838,0.012326,0.048011,0.207134,8.815332,0.478794,-0.016297,0.065082,0.004972,0.001969,-0.062079,0.048197,8.394672,0.058134,-0.436957,-0.42066,0.017899,0.001519,0.000041,-0.019458,0.04244,NotSpot
10,9.001129,0.751825,0.47295,0.295505,0.01663,1.114781,8.840052,-0.161077,0.073163,0.062514,0.004783,-0.015432,0.187238,8.806417,-0.194712,-0.033634,0.064428,0.004737,0.000088,-0.059779,0.045637,8.398802,-0.602327,-0.44125,-0.407616,0.017909,0.001436,0.000015,-0.019331,0.041686,NotSpot
9,9.938369,1.280151,0.707623,0.337631,-2.325404,0.970246,8.89854,-1.039828,0.084596,0.024531,0.001072,-0.108055,0.184932,8.797733,-1.140635,-0.100807,0.064055,0.004655,0.000601,-0.058799,0.043185,8.402321,-1.536048,-0.49622,-0.395412,0.017913,0.001342,0.000108,-0.019147,0.040886,NotSpot
22,10.208293,1.565095,0.916127,0.820073,-3.301295,0.61112,8.960098,-1.248195,0.089986,0.048968,0.017761,-0.156715,0.178825,8.790185,-1.418108,-0.169913,0.063981,0.00445,0.000358,-0.059173,0.040531,8.405282,-1.803011,-0.554816,-0.384903,0.01791,0.001251,0.000247,-0.018914,0.040036,NotSpot
7,9.599242,1.009729,0.626203,0.365949,-0.749475,0.702676,9.004392,-0.594851,0.091815,0.059373,0.000432,-0.150756,0.178978,8.784753,-0.814489,-0.219639,0.064159,0.003803,0.000361,-0.060717,0.037818,8.408208,-1.191034,-0.596184,-0.376545,0.017901,0.001178,0.000431,-0.018648,0.039139,NotSpot
11,8.905361,0.384574,0.355957,0.184649,0.156032,0.4158,9.035699,0.130338,0.056817,0.042377,0.017218,-0.002778,0.323537,8.826257,-0.079104,-0.209442,0.067768,0.01218,0.00691,-0.073038,0.073986,8.374411,-0.530951,-0.661288,-0.451846,0.017818,0.001538,0.000114,-0.019469,0.044962,NotSpot
8,9.203607,0.466664,0.18678,0.08949,-0.369374,0.445484,9.031333,-0.172274,0.060983,0.044601,0.00795,-0.024333,0.296064,8.835352,-0.368255,-0.195981,0.067789,0.010774,0.006753,-0.07181,0.066685,8.381471,-0.822136,-0.649862,-0.453881,0.017857,0.001607,0.000162,-0.019626,0.044681,NotSpot
12,9.430494,0.586291,0.466177,0.175713,-0.876755,0.25109,8.996084,-0.43441,0.072297,0.033789,0.002975,-0.035532,0.272378,8.838161,-0.592333,-0.157923,0.067397,0.008355,0.006451,-0.069301,0.060618,8.388068,-1.042426,-0.608016,-0.450093,0.017891,0.001653,0.000186,-0.01973,0.044307,NotSpot
8,9.213124,0.585168,0.476812,0.093156,-0.968824,0.577716,8.915655,-0.297469,0.053556,0.047266,0.009984,0.003694,0.25212,8.835646,-0.377479,-0.080009,0.066671,0.006154,0.005493,-0.06601,0.055857,8.393829,-0.819295,-0.521826,-0.441816,0.017917,0.001665,0.000188,-0.01977,0.043805,NotSpot
9,8.607938,1.024331,0.383339,0.04951,0.591482,0.517568,8.824042,0.216105,0.070882,0.042979,0.031191,0.059094,0.213712,8.829348,0.22141,0.005305,0.065782,0.005947,0.002753,-0.062587,0.052229,8.398897,-0.209041,-0.425145,-0.43045,0.017939,0.00164,0.00017,-0.01975,0.043229,NotSpot
9,8.647846,0.852881,0.504213,0.091267,0.257402,0.895921,8.777189,0.129343,0.076648,0.046485,0.030232,0.060395,0.171939,8.821039,0.173193,0.04385,0.064935,0.005764,0.000549,-0.05972,0.049345,8.402974,-0.244872,-0.374215,-0.418065,0.017954,0.001582,0.000128,-0.019664,0.042577,NotSpot
9,9.350205,0.930643,0.470327,0.132962,-1.268008,1.149136,8.797523,-0.552682,0.054286,0.040151,0.005496,-0.008639,0.165106,8.812057,-0.538149,0.014533,0.064279,0.005496,0.000924,-0.057859,0.046727,8.406315,-0.943891,-0.391209,-0.405742,0.017963,0.001502,0.000058,-0.019523,0.04185,NotSpot
10,9.99245,1.547109,0.975954,0.096803,-2.619866,0.844003,8.854959,-1.137491,0.059135,0.031171,0.001863,-0.088443,0.1725,8.804169,-1.188281,-0.05079,0.063938,0.004963,0.001675,-0.057299,0.044431,8.409062,-1.583387,-0.445896,-0.395106,0.017965,0.001416,0.000049,-0.019332,0.041072,NotSpot
12,9.868938,1.186475,0.60936,0.26954,-2.065375,1.123013,8.905908,-0.963031,0.060452,0.042439,0.012672,-0.115564,0.17873,8.797946,-1.070992,-0.107962,0.063917,0.004129,0.001799,-0.05799,0.042023,8.411262,-1.457677,-0.494646,-0.386684,0.01796,0.001334,0.000198,-0.019097,0.040237,NotSpot
5,9.168169,1.05259,0.544707,0.053681,0.454201,0.909726,8.937547,-0.230622,0.067563,0.025271,0.00068,-0.092155,0.188572,8.79394,-0.374229,-0.143607,0.064154,0.003043,0.001388,-0.059723,0.039453,8.413439,-0.75473,-0.524108,-0.380501,0.017949,0.001269,0.000385,-0.018834,0.039349,NotSpot
11,9.105268,0.830188,0.755264,0.290066,-0.36499,0.514698,9.063629,-0.041639,0.036318,0.032869,0.004683,-0.001235,0.362012,8.852335,-0.252934,-0.211294,0.06838,0.012123,0.004678,-0.075825,0.0808,8.378612,-0.726657,-0.685018,-0.473723,0.017824,0.001647,0.000187,-0.019659,0.044893,NotSpot
9,9.116971,0.8039,0.514045,0.184118,-0.473972,0.182997,9.029405,-0.087566,0.052308,0.025813,0.009595,0.016899,0.343416,8.860043,-0.256928,-0.169362,0.068596,0.011034,0.005037,-0.074593,0.073759,8.385542,-0.731429,-0.643863,-0.474501,0.017868,0.001685,0.00027,-0.019822,0.044803,NotSpot
10,9.35536,0.988095,0.22355,0.151556,-1.363201,0.246916,8.997646,-0.357714,0.049913,0.048684,0.006665,0.005436,0.310388,8.861622,-0.493738,-0.136024,0.068367,0.008841,0.005107,-0.072101,0.067086,8.391912,-0.963448,-0.605734,-0.469709,0.017907,0.00172,0.000312,-0.019939,0.044562,NotSpot
12,9.406842,1.068531,0.457972,0.027679,-1.554183,0.21788,8.949955,-0.456887,0.066974,0.042867,0.028312,0.004204,0.2728,8.858342,-0.5485,-0.091613,0.067745,0.006118,0.005023,-0.06884,0.061454,8.397771,-1.009071,-0.552184,-0.460571,0.017941,0.001741,0.000324,-0.020005,0.044233,NotSpot
14,9.053597,0.754053,0.190456,0.030554,-0.913955,0.597764,8.87431,-0.179287,0.065271,0.055833,0.031384,0.040822,0.233117,8.851574,-0.202024,-0.022737,0.066846,0.004949,0.00344,-0.065337,0.056831,8.402783,-0.650814,-0.471527,-0.448791,0.017967,0.001735,0.000312,-0.020014,0.043776,NotSpot
8,8.561489,0.728815,0.547617,0.159213,0.340411,0.417817,8.794006,0.232517,0.07806,0.046461,0.035053,0.089468,0.184619,8.842729,0.28124,0.048722,0.065847,0.004966,0.00123,-0.062111,0.053202,8.407092,-0.154397,-0.386914,-0.435637,0.017989,0.001701,0.000278,-0.019968,0.043247,NotSpot
7,8.61542,0.727448,0.695723,0.093986,-0.062261,0.71561,8.748435,0.133015,0.071642,0.057227,0.027447,0.101423,0.140513,8.833212,0.217792,0.084777,0.064948,0.004963,0.00035,-0.059635,0.050342,8.410415,-0.205006,-0.33802,-0.422797,0.018003,0.001641,0.000219,-0.019863,0.04264,NotSpot
12,9.055089,1.041898,0.50959,0.144239,-1.40725,1.04019,8.753036,-0.302053,0.074189,0.021412,0.014325,0.067102,0.133273,8.824006,-0.231083,0.070971,0.064274,0.004753,0.001361,-0.058161,0.047902,8.413013,-0.642076,-0.340023,-0.410994,0.018012,0.001565,0.000133,-0.01971,0.041954,NotSpot
15,9.187381,1.002251,0.256111,0.048011,-1.306372,1.217669,8.787284,-0.400097,0.056842,0.024741,0.006579,0.025522,0.152709,8.81626,-0.37112,0.028976,0.063927,0.004219,0.001901,-0.057807,0.045855,8.415029,-0.772352,-0.372255,-0.401232,0.018014,0.001486,0.000013,-0.019512,0.041211,NotSpot
8,8.846611,0.847115,0.629924,0.049333,0.266524,1.055671,8.822107,-0.024504,0.044899,0.035515,0.003774,0.013158,0.173183,8.810346,-0.036265,-0.011762,0.063905,0.003442,0.001977,-0.058486,0.043663,8.416499,-0.430112,-0.405608,-0.393847,0.018008,0.001412,0.000144,-0.019276,0.040406,NotSpot
4,8.50691,1.042428,0.345849,0.016365,1.371912,0.537065,8.850051,0.343141,0.052298,0.037477,0.007934,0.022755,0.188314,8.80652,0.29961,-0.04353,0.064137,0.002608,0.00151,-0.060019,0.041156,8.417953,-0.088957,-0.432097,-0.388567,0.017996,0.001354,0.000334,-0.019016,0.039543,NotSpot
8,8.876241,0.407061,0.196898,0.195496,0.405659,0.768774,9.095904,0.219664,0.056619,0.013263,0.008817,0.034539,0.379944,8.893526,0.017285,-0.202378,0.069455,0.011915,0.001747,-0.079623,0.078255,8.38909,-0.487151,-0.706815,-0.504436,0.017866,0.001813,0.000342,-0.020021,0.044556,NotSpot
7,8.908614,0.667493,0.462467,0.000679,0.204347,0.545454,9.035576,0.126962,0.058588,0.018052,0.013963,0.054499,0.360872,8.894028,-0.014586,-0.141548,0.06942,0.009901,0.002295,-0.077025,0.072061,8.395447,-0.513167,-0.640129,-0.498581,0.017911,0.001812,0.000424,-0.020147,0.044508,NotSpot
16,9.077719,0.850005,0.207306,0.160221,-0.897089,0.63185,8.989303,-0.088416,0.0545,0.039791,0.034237,0.048946,0.32584,8.889425,-0.188293,-0.099877,0.068944,0.007186,0.002511,-0.073619,0.066141,8.401179,-0.676539,-0.588123,-0.488246,0.01795,0.001816,0.000461,-0.020227,0.044316,NotSpot
10,9.027114,0.756656,0.364935,0.296197,-0.687919,0.80207,8.945497,-0.081617,0.065764,0.062757,0.047636,0.044629,0.278227,8.881391,-0.145723,-0.064106,0.068117,0.004371,0.002508,-0.06998,0.061013,8.406351,-0.620763,-0.539145,-0.475039,0.017984,0.001813,0.000462,-0.020259,0.044042,NotSpot
8,8.731144,0.739497,0.71588,0.179368,0.155751,0.629879,8.889273,0.158129,0.091042,0.067715,0.040599,0.063926,0.224428,8.871516,0.140372,-0.017756,0.067079,0.002462,0.001971,-0.066589,0.056677,8.410657,-0.320487,-0.478616,-0.460859,0.018011,0.001791,0.000436,-0.020238,0.043642,NotSpot
8,8.438844,0.747984,0.441867,0.386396,0.803455,0.28615,8.826377,0.387533,0.100183,0.043326,0.042491,0.101018,0.174461,8.860934,0.422091,0.034557,0.066007,0.002505,0.000277,-0.063779,0.05329,8.414237,-0.024607,-0.41214,-0.446697,0.018033,0.001749,0.000385,-0.020167,0.043171,NotSpot
5,8.358026,1.021083,0.30995,0.060714,0.771847,0.152387,8.777637,0.419611,0.101877,0.046039,0.015969,0.131947,0.133484,8.850555,0.49253,0.072919,0.065079,0.002579,0.000726,-0.061775,0.050703,8.416835,0.058809,-0.360802,-0.433721,0.018047,0.001688,0.00031,-0.020045,0.042621,NotSpot
10,8.370021,1.071696,0.529629,0.258956,0.283111,0.557613,8.75717,0.387149,0.118617,0.016301,0.008362,0.14328,0.111534,8.841006,0.470985,0.083837,0.064395,0.002538,0.00123,-0.060627,0.048608,8.418707,0.048686,-0.338463,-0.422299,0.018056,0.001615,0.000208,-0.01988,0.04199,NotSpot
4,8.221745,1.148769,0.366813,0.187466,0.969423,0.713589,8.76259,0.540846,0.117269,0.036644,0.013932,0.13998,0.124868,8.832881,0.611136,0.070291,0.064025,0.002536,0.001185,-0.060304,0.046867,8.419999,0.198255,-0.342591,-0.412882,0.018058,0.001543,0.000075,-0.019676,0.041298,NotSpot
8,8.178502,1.018787,0.140701,0.01919,0.858896,0.377336,8.782799,0.604297,0.108488,0.043113,0.022169,0.129432,0.157079,8.826458,0.647956,0.043659,0.063967,0.002606,0.000643,-0.060719,0.044878,8.42075,0.242248,-0.362049,-0.405708,0.018051,0.001476,0.000089,-0.019438,0.040539,NotSpot
13,8.26451,0.429602,0.224888,0.099993,0.554496,0.299986,8.812129,0.547619,0.103125,0.027797,0.021723,0.109198,0.187032,8.821815,0.557304,0.009686,0.064148,0.002473,0.000082,-0.061757,0.042416,8.421488,0.156978,-0.390641,-0.400327,0.018039,0.001423,0.000282,-0.01918,0.039716,NotSpot
10,8.790142,0.710993,0.217322,0.012774,0.480897,0.947989,9.164445,0.374303,0.064233,0.023997,0.00264,0.037596,0.402252,8.931076,0.140934,-0.233369,0.070383,0.011958,0.001383,-0.083724,0.073285,8.397583,-0.392559,-0.766862,-0.533493,0.017897,0.001943,0.000485,-0.020325,0.044076,NotSpot
7,8.644341,0.85576,0.142378,0.138329,0.851712,0.754585,9.079567,0.435226,0.065151,0.026209,0.019345,0.072015,0.37797,8.925746,0.281405,-0.153821,0.070087,0.009419,0.000555,-0.080061,0.068173,8.403461,-0.24088,-0.676106,-0.522285,0.017942,0.00191,0.000567,-0.020419,0.044075,NotSpot
3,8.531047,0.860692,0.436426,0.146986,1.150131,0.833454,9.023598,0.492551,0.059087,0.048153,0.030774,0.076466,0.339896,8.916398,0.385351,-0.1072,0.069382,0.006634,0.000053,-0.076069,0.063117,8.408651,-0.122396,-0.614946,-0.507747,0.017982,0.001885,0.000601,-0.020469,0.043939,NotSpot
7,8.506026,0.873047,0.427014,0.002132,1.302192,1.006164,8.992343,0.486317,0.085738,0.06328,0.039301,0.061759,0.286432,8.904913,0.398887,-0.08743,0.068389,0.004158,0.00021,-0.072336,0.058593,8.413219,-0.092807,-0.579123,-0.491693,0.018017,0.00186,0.000595,-0.020472,0.043727,NotSpot
8,8.629687,0.997398,0.527696,0.310196,0.779898,0.772667,8.966293,0.336606,0.107258,0.083619,0.026461,0.0501,0.22554,8.892949,0.263262,-0.073344,0.067262,0.002402,0.000405,-0.069259,0.054701,8.416905,-0.212782,-0.549388,-0.476044,0.018045,0.001826,0.000556,-0.020426,0.043393,NotSpot
10,8.813546,0.795621,0.737922,0.153588,-0.211287,0.632883,8.931436,0.117889,0.105256,0.064,0.019619,0.060875,0.184632,8.881264,0.067718,-0.050172,0.066164,0.001476,0.000676,-0.066964,0.051745,8.419831,-0.393715,-0.511604,-0.461432,0.018067,0.001778,0.00049,-0.020335,0.042992,NotSpot
8,8.720419,0.512791,0.450899,0.093824,-0.155717,0.737675,8.889724,0.169305,0.091252,0.021977,0.019055,0.094174,0.169666,8.870255,0.149836,-0.019469,0.065245,0.001149,0.000961,-0.065433,0.049597,8.42177,-0.298649,-0.467954,-0.448484,0.018082,0.001716,0.000399,-0.020197,0.042511,NotSpot
