@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
1,0.907753,0.382215,0.358182,0.140613,0.136057,0.025246,-0.115475,-1.901709,13.377428,-0.11658,0.616145,0.413777,0.051162,0.465637,0.174645,0,4,1.285714,1,1.571429,1.345547,0.437794,0.206862,0.033888,0.002845,0.019742,0.000351,-0.000461,-0.000174,-0.000023,0.170129,0.466202,0.220412,0.003381,0.188232,0.032873,0,4,0.75,0.5,0.967742,2.055453,1.147701,0.709906,0.055697,0.036782,0.030502,0.001255,-0.00001,-0,0,0,0.061978,0.23334,0.052162,0.001299,0.043433,0.007765,0,9,1.272727,1,3.153669,NotSpot
1,0.633187,0.273463,0.131981,0.054387,0.090866,0.050022,0.014966,-1.021334,-12.016565,0.087095,0.383459,0.196816,0.028794,0.360278,0.149297,0,1,0.571429,1,0.285714,1.041762,0.408575,0.182633,0.032927,0.012373,0.021025,-0.000177,0.000052,-0.000071,-0.000336,0.162079,0.34093,0.132975,0.003635,0.155991,0.033806,0,4,0.71875,0.5,0.853831,1.847375,1.214188,0.805613,0.063317,0.036657,0.024486,0.001476,-0.000016,-0,0,-0,0.075488,0.199985,0.039937,0.001527,0.038747,0.008473,0,9,0.974747,1,1.811542,NotSpot
1,0.57153,0.094905,0.086725,0.047023,0.022472,-0.046192,0.113962,1.894178,2.892366,-0.055203,0.310063,0.088839,0.017957,0.267909,0.129254,0,1,0.571429,1,0.285714,0.830891,0.25936,0.141755,0.026378,0.021647,0.019099,-0.000705,0.000337,0.000155,-0.000179,0.137024,0.239584,0.071031,0.005297,0.123207,0.037044,0,2,0.5,0,0.387097,1.663728,1.092197,0.832837,0.067408,0.035717,0.018389,0.00162,-0.000018,-0.000001,0,-0,0.084736,0.165613,0.0286,0.00207,0.033285,0.010195,0,5,0.707071,0,0.857919,NotSpot
1,0.540684,0.128042,0.057897,0.04756,0.000874,-0.0065,0.042869,-0.845456,0.209741,-0.117706,0.272941,0.059425,0.006341,0.19183,0.117491,0,1,0.571429,1,0.285714,0.699681,0.158996,0.0974,0.029166,0.017182,0.015576,-0.00075,0.000318,0.000218,0.000042,0.109384,0.180463,0.036619,0.007281,0.092661,0.04227,0,2,0.59375,0,0.507056,1.512792,0.972108,0.813111,0.067349,0.034692,0.012414,0.001661,-0.000017,-0.000001,0,-0,0.089626,0.137433,0.019955,0.00296,0.02741,0.012598,0,4,0.590909,0,0.567836,NotSpot
0,0.809087,0.423079,0.38114,0.014216,0.046571,0.034405,0.111026,-4.389436,-6.098187,0.027722,0.529511,0.374534,0.04807,0.472223,0.179093,0,4,1.142857,1,2.142857,1.340922,0.531835,0.209441,0.006986,0.001665,0.01742,0.000426,-0.000272,-0.000033,-0.000058,0.20079,0.462558,0.221244,0.003446,0.190307,0.034135,0,4,0.65625,0,0.878024,2.090897,1.28181,0.749975,0.056704,0.037098,0.032753,0.001199,-0.000013,-0,0,0,0.061049,0.223103,0.047686,0.00133,0.040946,0.007029,0,9,1.318182,1,3.162206,NotSpot
1,0.587699,0.339168,0.23614,0.049296,0.055757,-0.018124,0.245362,4.687696,-9.395865,0.152325,0.369396,0.194211,0.02851,0.378592,0.161783,0,1,0.285714,0,0.238095,1.063465,0.475766,0.191349,0.014339,0.012329,0.019836,-0.000086,0.0002,0.000127,-0.000232,0.193359,0.343909,0.138919,0.004082,0.161988,0.036236,0,4,0.53125,0,0.773185,1.922703,1.335004,0.859239,0.065542,0.037123,0.028237,0.001432,-0.000023,-0,0,-0,0.074427,0.190108,0.036299,0.001595,0.036775,0.007778,0,6,0.914141,0.5,1.642337,NotSpot
0,0.494045,0.245961,0.120836,0.070827,0.083108,0.005074,-0.224447,-0.081141,12.273583,0.195951,0.295763,0.092343,0.022919,0.292397,0.148428,0,1,0.428571,0,0.285714,0.875437,0.381392,0.158218,0.024369,0.016508,0.020337,-0.000468,0.000386,0.000082,-0.000037,0.166079,0.243174,0.07656,0.006678,0.132364,0.040389,0,2,0.4375,0,0.318548,1.769738,1.275693,0.894301,0.071202,0.036438,0.023578,0.001607,-0.000028,-0.000001,0,-0,0.084062,0.15542,0.025699,0.002201,0.03219,0.009641,0,5,0.742424,0,0.973927,NotSpot
0,0.550567,0.08967,0.086783,0.057461,0.035586,0.011857,-0.068502,-1.647534,-2.604087,-0.054574,0.317927,0.060515,0.01202,0.218221,0.142043,0,1,0.571429,1,0.285714,0.767114,0.216547,0.120351,0.030659,0.017678,0.018763,-0.000754,0.000292,0.000046,0.000142,0.133333,0.182077,0.0392,0.01083,0.104019,0.046387,0,2,0.53125,0,0.386089,1.641386,1.090819,0.874272,0.072675,0.035665,0.018879,0.001699,-0.000027,-0.000001,0,-0,0.089462,0.127042,0.017574,0.003314,0.027341,0.012174,0,4,0.621212,0,0.67305,NotSpot
1,0.601079,0.173654,0.08522,0.005998,-0.011191,-0.005197,0.200839,0.092152,-6.966274,-0.264871,0.280481,0.056051,0.00486,0.160082,0.142281,0,2,0.857143,1,0.47619,0.715883,0.114803,0.091679,0.032687,0.016046,0.015895,-0.000791,0.000146,0.000045,0.000074,0.108321,0.168636,0.028184,0.010604,0.080613,0.052326,0,2,0.5,0,0.387097,1.543041,0.941961,0.827158,0.07018,0.034986,0.014305,0.00169,-0.000022,-0.000001,0,-0,0.090861,0.114764,0.013504,0.004362,0.022649,0.015082,0,3,0.550505,0,0.522817,NotSpot
2,0.562803,0.301415,0.268498,0.002987,0.023758,-0.013126,-0.068114,3.232318,8.925462,0.029931,0.228326,0.166164,0.026723,0.372713,0.162606,0,2,0.428571,0,0.619048,1.051228,0.488424,0.189157,0.017342,0.000146,0.018372,0.000121,0.000137,-0.00008,-0.000235,0.206644,0.334219,0.133312,0.004391,0.160042,0.03743,0,4,0.53125,0,0.837702,1.930786,1.367983,0.879558,0.066486,0.036926,0.028771,0.00135,-0.000023,-0,0,-0,0.074641,0.178229,0.032226,0.001631,0.034561,0.00677,0,6,1,1,1.878173,NotSpot
0,0.466038,0.277708,0.20577,0.06266,-0.005307,0.077349,0.066206,-4.464912,1.236969,0.134598,0.152137,0.076411,0.02381,0.298882,0.157969,0,2,0.714286,0,0.904762,0.879068,0.41303,0.164328,0.027908,0.001761,0.019191,-0.000482,0.000647,0.000221,-0.000121,0.190475,0.236169,0.075458,0.007919,0.134952,0.042544,0,3,0.40625,0,0.571573,1.819024,1.352986,0.939956,0.073158,0.036517,0.025779,0.001529,-0.000032,-0.000001,0,-0,0.083896,0.142823,0.022281,0.002258,0.030611,0.008599,0,6,0.747475,0,1.042506,NotSpot
0,0.450877,0.201597,0.139694,0.110775,0.005951,0.064298,0.088788,0.425839,-6.308842,0.172678,0.227982,0.049428,0.019094,0.23237,0.159377,0,1,0.285714,0,0.238095,0.792251,0.341374,0.136085,0.033609,0.006996,0.019286,-0.000737,0.000671,0.000166,-0.000011,0.162698,0.17779,0.038689,0.014378,0.11065,0.048933,0,2,0.5,0,0.516129,1.724924,1.274046,0.932673,0.075856,0.036023,0.022601,0.001634,-0.000034,-0.000001,0,-0,0.089278,0.113125,0.014605,0.003489,0.02678,0.010872,0,4,0.671717,0,0.69879,NotSpot
1,0.548548,0.100243,0.054196,0.013013,0.01729,-0.003607,-0.192827,0.313802,5.054403,-0.141426,0.313627,0.05712,0.011073,0.177599,0.167294,0,2,0.714286,0,0.904762,0.773021,0.224473,0.116709,0.032404,0.012949,0.018295,-0.000759,0.000305,0.000015,0.000016,0.136164,0.174293,0.031278,0.014007,0.091222,0.054256,0,2,0.5,0,0.451613,1.65473,1.106182,0.88171,0.07437,0.035618,0.019345,0.001655,-0.000031,-0.000001,0,-0,0.090643,0.101749,0.010773,0.004915,0.023542,0.013211,0,4,0.646465,0,0.686561,NotSpot
0,0.547832,0.263546,0.188032,0.054121,0.039704,0.005844,0.011771,-0.425765,-4.291534,-0.129635,0.205536,0.069963,0.023204,0.286219,0.157285,0,2,0.714286,0,0.904762,0.872674,0.324842,0.159165,0.031039,0.003941,0.01881,-0.000287,0.000276,-0.000106,-0.00002,0.186262,0.231146,0.070675,0.008512,0.130056,0.043856,0,3,0.5,0,0.645161,1.807554,1.259722,0.934881,0.073005,0.036063,0.024597,0.001409,-0.00003,-0.000001,0,-0,0.08447,0.131771,0.019288,0.002383,0.028622,0.008462,0,6,0.752525,0,1.09073,NotSpot
2,0.588136,0.296921,0.112023,0.019857,-0.020374,-0.13794,0.04811,0.889384,-1.847553,-0.389087,0.221468,0.044046,0.018744,0.231733,0.167475,0,3,0.857143,0,1.47619,0.798745,0.210609,0.13947,0.036287,0.003905,0.018899,-0.000896,0.000635,0.000206,0.000031,0.171852,0.175434,0.036925,0.016598,0.111091,0.050592,0,3,0.4375,0,0.641129,1.754306,1.166169,0.955561,0.076663,0.035845,0.023252,0.001515,-0.000035,-0.000001,0,-0,0.089256,0.101553,0.012168,0.003671,0.025708,0.009909,0,4,0.641414,0,0.657565,NotSpot
1,0.550475,0.223709,0.13649,0.025149,-0.04286,-0.030198,0.112037,0.89988,3.734064,-0.112367,0.24986,0.057905,0.014848,0.185373,0.183622,0,2,0.571429,0,0.619048,0.80279,0.252315,0.129854,0.032395,0.008564,0.018574,-0.001069,0.00062,0.000266,-0.000168,0.153685,0.182267,0.035848,0.014555,0.097179,0.054999,0,3,0.46875,0,0.644153,1.720187,1.169712,0.917397,0.076145,0.035701,0.021597,0.001539,-0.000034,-0.000001,0,-0,0.090249,0.090427,0.008619,0.005227,0.02379,0.011285,0,4,0.636364,0,0.730042,NotSpot
0,0.552303,0.14219,0.120577,0.073426,0.02068,0.059855,0.032798,0.037437,-10.56021,0.095038,0.291801,0.092584,0.016944,0.208995,0.146063,0,1,0.428571,0,0.285714,0.86595,0.313647,0.132385,0.021411,0.016458,0.017458,-0.00078,0.000212,0.000092,-0.000203,0.137338,0.230443,0.05856,0.006586,0.095001,0.051388,0,2,0.5625,0,0.512097,1.708253,1.15595,0.842302,0.071702,0.035686,0.019748,0.001484,-0.000027,-0.000001,0,-0,0.08764,0.106304,0.012323,0.003742,0.023775,0.011669,0,7,0.772727,0.5,1.049608,NotSpot
1,0.567141,0.186614,0.10234,0.059245,0.04073,0.072916,0.030918,-2.44402,-6.384583,-0.22971,0.278158,0.050636,0.015406,0.216671,0.166987,0,3,0.857143,0,1.47619,0.791553,0.224412,0.134258,0.038785,0.010046,0.01899,-0.000654,0.000338,-0.000092,-0.000002,0.162998,0.179129,0.035779,0.016541,0.105064,0.051663,0,3,0.5625,0,0.641129,1.730177,1.163036,0.938624,0.074949,0.035257,0.02044,0.001352,-0.000031,-0.000001,0,-0,0.089766,0.096934,0.010686,0.004025,0.023928,0.01028,0,4,0.616162,0,0.745321,NotSpot
3,0.688187,0.317864,0.211269,0.081109,0.036668,-0.143225,-0.131939,4.456281,3.795631,-0.610242,0.244216,0.061798,0.014245,0.192535,0.180239,0,3,1,1,1.333333,0.810538,0.122351,0.131945,0.034104,0.011992,0.018834,-0.001129,0.000282,0.000126,0.000033,0.154056,0.188603,0.039007,0.013944,0.097832,0.05492,0,3,0.5,0,0.580645,1.73495,1.046763,0.924412,0.075416,0.035346,0.020768,0.001379,-0.000033,-0.000001,0,-0,0.089994,0.087716,0.008201,0.005043,0.023222,0.010532,0,4,0.626263,0,0.753012,NotSpot
1,0.674089,0.2562,0.125822,0.104589,0.021515,-0.073484,-0.096304,-3.011978,-0.954721,-0.234968,0.301259,0.109832,0.019435,0.224978,0.150382,0,3,1,1,1,0.902988,0.228899,0.139864,0.020099,0.01792,0.017608,-0.001134,0.000124,0.000258,-0.000074,0.142043,0.247573,0.06708,0.006301,0.100777,0.050638,0,3,0.625,0,0.629032,1.759194,1.085104,0.856206,0.071773,0.03555,0.020593,0.001323,-0.000028,-0.000001,0,0,0.08673,0.104529,0.012358,0.003312,0.0242,0.010005,0,7,0.762626,0,1.207327,NotSpot
0,0.672428,0.307245,0.174294,0.088279,0.039573,0.026009,0.02074,-0.101063,10.39584,0.221231,0.407342,0.202238,0.023644,0.263511,0.127706,0,2,0.571429,0,0.619048,1.050153,0.377725,0.148886,0.026986,0.004881,0.015273,-0.000573,-0.000117,0.000102,-0.000045,0.126781,0.321081,0.103776,0.00323,0.110631,0.042337,0,3,0.65625,0.5,0.61996,1.802844,1.130416,0.752691,0.06467,0.03584,0.020041,0.001203,-0.000018,-0.000001,0,0,0.080468,0.135931,0.019493,0.002138,0.026619,0.008949,0,7,0.979798,1,1.786392,NotSpot
0,0.506611,0.155394,0.12767,0.029588,0.007282,0.079353,-0.099513,1.267254,6.988297,0.057312,0.266072,0.059698,0.013033,0.192872,0.165783,0,1,0.285714,0,0.238095,0.788136,0.281525,0.127799,0.037083,0.010408,0.018615,-0.000861,0.000403,-0.000017,-0.000258,0.154474,0.190992,0.039836,0.013085,0.094063,0.053592,0,3,0.53125,0,0.579637,1.703324,1.196714,0.915188,0.072193,0.034718,0.0165,0.001176,-0.000029,-0.000001,0,-0,0.090411,0.094822,0.009583,0.004346,0.021982,0.010857,0,4,0.626263,0,0.783469,NotSpot
0,0.634829,0.214221,0.13271,0.044463,0.073815,0.074517,-0.097835,-3.981119,3.246957,-0.125973,0.318432,0.10851,0.018503,0.232857,0.145569,0,3,0.857143,1,1.142857,0.896024,0.261195,0.141311,0.023741,0.015729,0.017752,-0.000907,-0.000055,-0.00002,-0.000091,0.149324,0.251098,0.070103,0.006277,0.102895,0.048471,0,3,0.65625,1,0.555444,1.762918,1.128089,0.866894,0.069601,0.035088,0.018424,0.001129,-0.000025,-0.000001,0,0,0.086265,0.111513,0.013832,0.002882,0.024043,0.009469,0,5,0.79798,0,1.197559,NotSpot
1,0.771395,0.333144,0.221712,0.168853,0.080866,-0.117153,0.046689,2.995555,-7.582778,-0.057421,0.426579,0.217302,0.025271,0.27934,0.130426,0,1,0.714286,1,0.238095,1.07766,0.306265,0.152158,0.025297,0.005858,0.015003,-0.000556,-0.000394,-0.000004,0.00022,0.132719,0.334344,0.112666,0.003236,0.115613,0.041317,0,3,0.625,0.5,0.564516,1.841141,1.069745,0.76348,0.063209,0.035531,0.019603,0.001008,-0.000017,-0.000001,0,0,0.079136,0.140661,0.020683,0.001921,0.02692,0.007929,0,7,1.015152,0.5,2.014998,NotSpot
1,0.960383,0.390796,0.239094,0.062888,0.057362,0.05429,0.059345,0.945919,7.579658,0.088814,0.653119,0.376823,0.03384,0.330514,0.120012,0,2,0.714286,1,0.571429,1.311031,0.350649,0.154359,0.037094,0.012037,0.010984,0.000064,-0.000406,-0.000071,0.00032,0.105228,0.416695,0.159867,0.002704,0.129114,0.034882,0,4,1,1,1.483871,1.935004,0.974621,0.623972,0.054121,0.035842,0.020178,0.000844,-0.000006,-0,0,0,0.069785,0.172456,0.029277,0.001422,0.030247,0.006595,0,7,1.20202,1,2.568118,NotSpot
1,0.485577,0.157144,0.108571,0.036756,0.015647,-0.030455,-0.259907,0.253512,6.725047,0.085329,0.252227,0.08968,0.016819,0.23337,0.13346,0,1,0.428571,0,0.285714,0.850611,0.365035,0.138694,0.027431,0.004739,0.017284,-0.000916,0.000319,0.00012,-0.000265,0.161385,0.245955,0.069186,0.006237,0.102299,0.044562,0,2,0.46875,0,0.386089,1.72534,1.239763,0.874729,0.065333,0.034498,0.012959,0.000899,-0.000022,-0.000001,0,0,0.086872,0.123661,0.016298,0.002437,0.023659,0.009268,0,6,0.808081,0,1.374148,NotSpot
1,0.624995,0.238054,0.196742,0.028102,0.063542,-0.039295,0.268322,-0.030302,-9.893469,0.069414,0.383595,0.198652,0.021836,0.286729,0.12637,0,1,0.714286,1,0.238095,1.042786,0.417791,0.154822,0.01155,0.010398,0.014636,-0.000301,-0.000172,-0.000156,-0.000175,0.155974,0.332008,0.114504,0.003367,0.118065,0.038719,0,3,0.53125,0,0.515121,1.834385,1.209389,0.791599,0.060069,0.035013,0.016311,0.000793,-0.000014,-0.000001,0,0,0.07877,0.150395,0.023084,0.001707,0.027065,0.007532,0,7,1.015152,1,1.954084,NotSpot
1,0.923253,0.418893,0.240389,0.114293,0.063758,-0.016583,0.176707,1.704019,15.966017,0.064212,0.641878,0.37427,0.031769,0.3455,0.122428,0,1,0.714286,1,0.238095,1.309368,0.386115,0.157612,0.022324,0.007425,0.010138,0.000497,-0.000485,-0.000371,0.000249,0.127863,0.423532,0.167698,0.002764,0.133309,0.033948,0,4,0.96875,1,1.19254,1.960105,1.036851,0.650737,0.051701,0.03534,0.018655,0.000632,-0.000005,-0,0,0,0.068385,0.179092,0.031226,0.001319,0.030528,0.006045,0,7,1.237374,1,2.527124,NotSpot
1,1.371739,0.363214,0.276545,0.208758,0.055607,0.107848,0.066855,-5.156713,-29.654442,-0.295428,0.908115,0.567458,0.048646,0.407395,0.120304,0,4,1.857143,1,2.476191,1.621303,0.249565,0.148259,0.038407,0.026125,0.00507,0.000948,-0.000361,-0.000283,0.000327,0.083727,0.502038,0.218097,0.003639,0.146901,0.030636,0,4,1.28125,1,1.886089,2.096896,0.725157,0.475592,0.043006,0.033838,0.020149,0.000452,0.000006,0,-0,0,0.056696,0.205109,0.039718,0.001138,0.033893,0.004895,0,8,1.520202,1,3.184869,NotSpot
0,0.520618,0.195767,0.103804,0.092631,0.055305,-0.019894,0.199536,-1.759203,-4.479975,0.184595,0.296283,0.166969,0.020469,0.286096,0.116994,0,2,0.571429,0,0.619048,0.980356,0.459738,0.15499,0.014715,0.000384,0.014891,-0.000814,0.00006,0.00027,0.000095,0.169322,0.322895,0.112106,0.003369,0.11839,0.034681,0,2,0.4375,0,0.383065,1.790593,1.269976,0.810238,0.05557,0.034449,0.010025,0.000557,-0.000013,-0.000001,0,0,0.079994,0.160965,0.025821,0.001461,0.027138,0.007033,0,6,0.909091,0,1.676973,NotSpot
1,0.697461,0.398607,0.194066,0.116687,0.071776,-0.025254,0.136218,1.085068,-1.806716,0.321229,0.501463,0.342078,0.027411,0.351119,0.119712,0,2,0.571429,0,0.619048,1.250714,0.553253,0.163455,0.004401,0.000241,0.009687,0.000291,-0.000156,-0.000123,-0.000059,0.159294,0.419521,0.169227,0.002768,0.135536,0.031638,0,4,0.59375,0,0.894153,1.941996,1.244535,0.691282,0.048498,0.034598,0.014544,0.000414,-0.000003,-0,-0,0,0.068551,0.187743,0.033908,0.0012,0.030824,0.005712,0,8,1.232323,1,2.565041,NotSpot
0,1.130084,0.453602,0.276032,0.020659,0.019096,0.130312,-0.24661,-2.794602,-12.348728,0.198229,0.869516,0.561151,0.043224,0.42026,0.123057,0,4,1,1,2,1.58974,0.459657,0.154264,0.02486,0.008812,0.003856,0.001316,-0.000264,-0.000476,-0.000069,0.120592,0.50752,0.226202,0.0036,0.150324,0.029929,0,4,1.15625,1,1.813508,2.107167,0.977083,0.517426,0.041361,0.032133,0.017809,0.000239,0.000006,0,-0,0,0.055685,0.211202,0.041862,0.001081,0.034179,0.004623,0,8,1.520202,1,3.195021,NotSpot
4,1.768117,0.539223,0.205657,0.024866,-0.028018,-0.160967,-0.380715,6.679591,31.239019,-0.720014,1.068285,0.747893,0.06443,0.490795,0.125169,0,4,2.285714,3,3.571429,1.96009,0.191973,0.135292,0.049184,0.019331,-0.001008,0.001566,-0.000159,-0.000311,-0.000106,0.066777,0.572562,0.271067,0.005356,0.162051,0.029387,0,4,1.40625,1,1.990927,2.278287,0.51017,0.318197,0.039668,0.022852,0.019986,0.000069,0.000015,0,-0,0,0.042534,0.229222,0.048676,0.001048,0.037054,0.003796,0,8,1.843434,1,4.183485,NotSpot
2,0.679225,0.337246,0.175634,0.051734,0.068692,-0.177399,0.043472,2.020436,-3.116934,0.213346,0.466954,0.315827,0.028451,0.347089,0.112836,0,2,0.428571,0,0.619048,1.180081,0.500855,0.16681,0.004461,0.00076,0.011723,-0.000368,-0.000188,0.000287,0.000244,0.161589,0.410847,0.165786,0.002679,0.135776,0.028276,0,3,0.59375,0,0.700605,1.890756,1.21153,0.710675,0.045257,0.033565,0.007973,0.000193,-0.000004,-0.000001,-0,0,0.07085,0.194332,0.036027,0.00109,0.030917,0.005176,0,8,1.131313,1,2.469979,NotSpot
0,0.937929,0.579931,0.248375,0.108063,0.053322,0.03578,-0.596435,-0.381234,10.748024,0.439619,0.767299,0.554988,0.039593,0.421991,0.121712,0,2,0.714286,0,0.904762,1.521737,0.583808,0.162568,0.017733,0.002976,0.004145,0.000617,-0.000168,0.000096,0.000199,0.141858,0.506914,0.228685,0.003488,0.152074,0.028073,0,6,0.9375,0,1.995968,2.076158,1.138229,0.554421,0.040431,0.02968,0.01328,0.000036,0.000006,-0,-0,0,0.056831,0.217208,0.044098,0.001032,0.034426,0.004345,0,8,1.479798,1,3.398067,NotSpot
0,1.44782,0.376545,0.354778,0.199872,-0.062392,0.221373,0.104964,-0.695853,1.24785,0.221639,1.103089,0.789092,0.059239,0.499548,0.128462,0,4,1.142857,0,2.476191,1.916073,0.468254,0.14247,0.041127,0.00545,-0.002335,0.001295,-0.000136,-0.000132,-0.000159,0.095893,0.582089,0.280986,0.005279,0.16475,0.02889,0,6,1.53125,1.5,2.515121,2.27173,0.823911,0.355657,0.039426,0.020092,0.01716,-0.000129,0.000014,0,-0,0,0.042358,0.233698,0.050497,0.001028,0.037281,0.003677,0,11,1.863636,1,4.585371,NotSpot
4,2.075759,0.567787,0.203455,0.199093,-0.085516,0.00179,0.504886,-0.40034,-11.123995,-0.572148,1.172524,0.95638,0.077864,0.576562,0.131209,0,4,2.285714,3,2.904762,2.319189,0.24343,0.118159,0.066604,0.010018,-0.006142,0.001399,-0.000107,-0.000109,-0.000344,0.041536,0.628438,0.312958,0.00758,0.173483,0.030318,0,8,2,2,4.258065,2.467916,0.392157,0.148727,0.039819,0.01977,0.008613,-0.000267,0.000019,0.000001,-0,0,0.028662,0.243167,0.054535,0.00106,0.03933,0.003201,0,9,2.146465,2,5.019048,NotSpot
1,0.952855,0.429591,0.2818,0.071993,0.009178,-0.116585,0.454837,2.614542,-5.932981,0.219784,0.71429,0.530366,0.041317,0.411576,0.116312,0,2,0.857143,1,0.809524,1.438331,0.485476,0.168601,0.021251,0.014665,0.008213,0.000509,-0.000389,-0.000002,-0.000024,0.132685,0.498176,0.223267,0.003365,0.151801,0.025398,0,4,0.71875,0,1.176411,2.013948,1.061094,0.575617,0.040454,0.027416,0.007232,-0.000147,0.000003,-0,-0,0,0.060638,0.21938,0.044877,0.001022,0.034209,0.003937,0,8,1.383838,1,3.415372,NotSpot
2,1.378145,0.534641,0.309838,0.133829,-0.039773,0.015021,-0.198323,-0.610189,3.240081,0.090974,1.07908,0.827912,0.056586,0.494529,0.127758,0,3,1.428571,2,1.285714,1.842829,0.464685,0.150398,0.037754,0.01535,-0.000605,0.000792,-0.000259,0.000193,0.000349,0.097294,0.584756,0.283582,0.005197,0.165952,0.027348,0,6,1.3125,0.5,2.931452,2.224768,0.846624,0.381939,0.039765,0.017879,0.01278,-0.000298,0.000012,0,-0,0,0.044863,0.23687,0.051803,0.001032,0.037281,0.003497,0,9,1.742424,1,4.324181,NotSpot
2,1.992628,0.443764,0.180109,0.105823,-0.053739,0.005174,-0.017854,1.282818,5.215063,-0.369478,1.343602,1.06721,0.079995,0.578533,0.134523,0,6,2.142857,2,4.142857,2.274981,0.282353,0.122445,0.061688,0.016525,-0.007269,0.000558,-0.000125,0.000382,0.00024,0.044232,0.640979,0.323206,0.007669,0.175619,0.029851,0,8,1.84375,2,4.652218,2.441803,0.449175,0.166822,0.039976,0.016889,0.006558,-0.000435,0.000017,0.000001,-0,-0,0.029646,0.246047,0.05579,0.001069,0.039403,0.003176,0,9,2.212121,2,5.345639,NotSpot
2,2.533953,0.699544,0.254894,0.186091,0.015854,0.181217,0.253552,-8.383026,-17.401138,-0.630741,1.356661,1.227208,0.095677,0.65981,0.13522,0,8,3.285714,2,6.904762,2.687757,0.153805,0.096454,0.086046,0.017894,-0.010156,0.000414,-0.000048,0.000227,-0.000061,-0.007485,0.667138,0.338222,0.010191,0.18101,0.032315,0,8,2.5,2,5.16129,2.654248,0.120296,-0.033509,0.040475,0.019655,0.00458,-0.000532,0.000018,0.000001,-0,-0,0.01624,0.247389,0.056651,0.001126,0.040454,0.003018,0,10,2.621212,2,6.4497,NotSpot
0,1.216711,0.502776,0.142823,0.11832,0.020447,0.267842,0.134064,-1.491977,1.454957,0.478273,0.964107,0.792022,0.052944,0.47444,0.122156,0,2,0.857143,1,0.809524,1.727015,0.510304,0.159337,0.043666,0.02675,0.004444,0.001357,-0.000609,-0.000429,-0.000152,0.088921,0.572842,0.274553,0.005033,0.165055,0.025016,0,5,1.375,1,2.241935,2.14748,0.930768,0.420465,0.040814,0.018286,0.008604,-0.000425,0.000008,0,-0,0,0.050495,0.234954,0.050938,0.001081,0.036543,0.003308,0,8,1.656566,1,4.378916,NotSpot
