@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Minimum_1.0 numeric
@attribute Maximum_1.0 numeric
@attribute Mean_1.0 numeric
@attribute Median_1.0 numeric
@attribute Variance_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Minimum_2.0 numeric
@attribute Maximum_2.0 numeric
@attribute Mean_2.0 numeric
@attribute Median_2.0 numeric
@attribute Variance_2.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Minimum_4.0 numeric
@attribute Maximum_4.0 numeric
@attribute Mean_4.0 numeric
@attribute Median_4.0 numeric
@attribute Variance_4.0 numeric
@attribute class {Spot,NotSpot}

@data
2,3.159596,0.94678,0.269064,0.150266,0.045956,0.159028,-0.291384,-7.899152,17.690248,-1.065578,1.800176,1.729065,0.245209,0.672903,0.198391,0,11,3.857143,3,11.809524,2.844455,-0.315141,0.150148,0.079131,0.042194,0.004058,0.000168,-0.000547,0.000025,0.000298,-0.187085,0.660275,0.308807,0.018137,0.133258,0.03756,0,11,3.09375,3,7.248992,2.239355,-0.920241,-0.6051,0.030126,0.024066,0.018966,0.000297,-0.000003,-0.000001,-0,0,-0.025026,0.222479,0.046087,0.000807,0.032561,0.003793,0,11,2.616162,2,6.298621,NotSpot
3,3.345716,0.928764,0.490166,0.161864,0.067533,0.066064,0.174083,2.553866,-2.908898,-0.600462,1.836447,1.946241,0.209528,0.747767,0.206361,0,6,3,3,4,3.202991,-0.142725,0.176037,0.066491,0.013294,0.007692,0.000277,-0.001319,-0.000158,0.000904,-0.229234,0.657017,0.296321,0.023208,0.130152,0.043574,0,11,3.375,3.5,7.725806,2.386678,-0.959039,-0.816314,0.033058,0.027643,0.024365,0.00024,-0.000011,-0.000001,0,0,-0.036337,0.210303,0.041767,0.000962,0.031433,0.004165,0,13,3.151515,3,8.159668,NotSpot
5,3.707463,0.949526,0.268018,0.168648,0.097751,-0.243697,0.260217,3.371821,-26.521067,-1.048896,1.935879,2.139876,0.163411,0.796857,0.205929,0,6,4.285714,5,4.904762,3.466723,-0.24074,0.192146,0.074177,0.007764,0.010072,0.000125,-0.001351,-0.000222,0.000886,-0.274087,0.639421,0.273367,0.026821,0.125473,0.048224,0,8,3.25,3.5,6,2.49557,-1.211893,-0.971153,0.036054,0.032117,0.024963,0.000152,-0.000018,-0.000001,0,0,-0.043208,0.196782,0.037174,0.001072,0.030087,0.004316,0,13,3.373737,3,8.499206,NotSpot
6,4.157771,1.22589,0.239665,0.062405,0.063903,-0.096087,-0.49027,6.008585,26.482981,-1.403151,1.936515,2.230553,0.141887,0.814062,0.197934,0,6,4.285714,5,4.904762,3.612288,-0.545483,0.200609,0.105064,0.016146,0.010418,-0.000532,-0.000611,-0.00005,-0.000067,-0.32182,0.613246,0.249842,0.028382,0.121623,0.050423,0,13,4,4,11.032258,2.561617,-1.596154,-1.050671,0.038099,0.032594,0.02591,0.000051,-0.000021,-0.000001,0,0,-0.044784,0.186127,0.033659,0.001081,0.028937,0.004146,0,13,3.368687,3,8.132416,NotSpot
4,4.558629,1.651843,0.706558,0.075179,-0.030098,0.417876,0.271309,-15.977512,-1.709254,-2.43358,1.83256,2.145357,0.181731,0.79851,0.183956,0,13,6.428571,6,18.619047,3.602089,-0.95654,0.198577,0.124129,0.014182,0.008233,-0.001238,0.000339,0.000124,-0.001084,-0.336888,0.596362,0.239067,0.027169,0.120274,0.049387,0,13,4.40625,4.5,13.345766,2.584096,-1.974532,-1.017992,0.038071,0.029943,0.027154,-0.000046,-0.00002,-0,0,0,-0.04086,0.180907,0.031883,0.000965,0.028223,0.003654,0,13,3.19697,3,7.834103,NotSpot
10,4.373342,1.748264,0.702688,0.356955,-0.055705,-0.209181,0.498971,5.431952,-14.593478,-2.807907,1.795167,1.975556,0.20935,0.754719,0.166185,0,11,5.428571,5,15.952381,3.4208,-0.952541,0.18466,0.101982,0.002562,0.004144,-0.001408,0.000688,0.00013,-0.000823,-0.289204,0.600762,0.245447,0.023312,0.121147,0.045551,0,13,4,4,12.774194,2.567945,-1.805397,-0.852856,0.036772,0.028593,0.023801,-0.000124,-0.000015,-0,0,-0,-0.031981,0.180817,0.031633,0.000869,0.027939,0.002986,0,13,3.065657,3,7.422063,NotSpot
5,3.474475,1.137379,0.331774,0.151547,0.063579,-0.307947,-0.44189,10.243904,16.831757,-1.317605,1.833839,1.746183,0.143904,0.691338,0.146909,0,10,4,5,13,3.105549,-0.368926,0.161903,0.048461,0.017961,-0.000259,-0.00106,0.000272,0.00008,0.000407,-0.192403,0.608319,0.255334,0.018403,0.12255,0.04025,0,11,3,3,8.709678,2.521802,-0.952673,-0.583747,0.034818,0.030092,0.014633,-0.000175,-0.000007,0,0,-0,-0.019359,0.1829,0.032065,0.000875,0.027915,0.002437,0,13,2.863636,2,7.001615,NotSpot
4,2.323089,0.85353,0.20759,0.028503,0.067654,0.238318,0.111576,-1.434862,-12.378093,-0.617437,1.508765,1.362551,0.243846,0.585032,0.196841,0,4,2.428571,2,1.952381,2.351677,0.028588,0.106631,0.091096,0.060664,-0.001336,0.000822,-0.000602,-0.000355,0.000532,-0.076199,0.654656,0.315241,0.012167,0.133757,0.030712,0,11,2.46875,2,6.515121,2.024584,-0.298505,-0.327093,0.028597,0.023225,0.00783,0.000281,0,-0,-0,0,-0.013202,0.232057,0.049728,0.000732,0.033658,0.00351,0,11,2.207071,1,5.992437,NotSpot
3,2.760565,0.937321,0.269352,0.067459,0.066329,-0.030866,0.309326,-0.635017,2.092775,-0.735428,1.674579,1.609848,0.272869,0.654107,0.210022,0,6,3.142857,3,3.476191,2.710841,-0.049724,0.135145,0.059653,0.05905,0.003799,0.000588,-0.001102,-0.000188,0.000719,-0.135748,0.676278,0.325423,0.016423,0.134475,0.035863,0,6,2.625,2.5,4.758065,2.164493,-0.596072,-0.546348,0.031495,0.023598,0.016395,0.000217,-0.000006,-0.000001,-0,0,-0.024293,0.227167,0.047929,0.000878,0.033459,0.003848,0,13,2.636364,2,7.461006,NotSpot
6,3.355904,1.066459,0.379974,0.092424,0.073079,-0.199285,-0.088089,1.798759,-3.495594,-1.538858,1.852293,1.843652,0.280954,0.7013,0.213682,0,6,4.142857,5,5.142857,3.000396,-0.355507,0.158505,0.079356,0.032414,0.007798,-0.000047,-0.000724,0.000142,0.000111,-0.205447,0.675111,0.316975,0.020043,0.132706,0.040271,0,8,3.25,3.5,7.16129,2.270297,-1.085607,-0.7301,0.033509,0.024258,0.022324,0.00011,-0.00001,-0.000001,0,0,-0.031575,0.219716,0.045213,0.000975,0.032908,0.003975,0,13,2.873737,2,7.836769,NotSpot
6,3.860244,1.235542,0.548822,0.250192,0.017372,-0.137784,-0.384127,0.733515,1.949168,-2.034555,1.855895,1.954796,0.279119,0.720778,0.208183,0,8,4.857143,6,6.809524,3.180245,-0.679999,0.174156,0.112064,0.016907,0.00979,-0.000806,-0.00003,0.000264,-0.000573,-0.269313,0.658438,0.299266,0.02236,0.130216,0.043082,0,9,3.65625,4,8.10383,2.336839,-1.523405,-0.843405,0.034063,0.025223,0.02522,-0.000019,-0.000013,-0.000001,0,0,-0.034065,0.212889,0.04275,0.000976,0.032343,0.00381,0,13,2.969697,3,7.785879,NotSpot
8,4.056076,1.471534,0.598261,0.356385,0.031362,-0.002365,-0.013406,0.413749,14.935275,-2.42618,1.770522,1.907025,0.2751,0.711186,0.195055,0,8,5.428571,6,7.285714,3.203296,-0.852779,0.179046,0.123877,0.014045,0.009048,-0.001178,0.00031,0.000041,-0.000492,-0.288878,0.643576,0.286529,0.02271,0.128518,0.043391,0,13,3.8125,4,11.44758,2.362523,-1.693552,-0.840773,0.032843,0.026427,0.024954,-0.000146,-0.000013,-0,0,0,-0.03137,0.208711,0.041227,0.000859,0.031969,0.003358,0,13,2.893939,3,7.313567,NotSpot
6,3.646951,1.316378,0.343908,0.088985,0.048374,0.091831,0.140307,0.586341,-18.664448,-1.749272,1.75142,1.785095,0.230238,0.675921,0.176632,0,10,4.714286,4,12.238095,3.052408,-0.594544,0.16804,0.096716,0.022983,0.006025,-0.000985,0.00015,-0.000181,0.000151,-0.241773,0.641147,0.285086,0.020297,0.127967,0.041016,0,11,3.4375,3,9.221774,2.351155,-1.295796,-0.701252,0.030683,0.027782,0.020919,-0.00025,-0.000009,-0,0,0,-0.023819,0.207353,0.040637,0.000737,0.031811,0.002735,0,13,2.868687,3,7.414141,NotSpot
2,2.839957,0.742986,0.318445,0.10974,0.014866,0.179937,-0.00377,-6.70937,4.418551,-0.534281,1.667681,1.578658,0.143302,0.622163,0.155475,0,6,3.142857,3,3.809524,2.76475,-0.075208,0.14358,0.04721,0.042065,0.002303,-0.000529,-0.00015,-0.000088,0.000355,-0.148726,0.636639,0.284636,0.015951,0.127687,0.036774,0,10,2.90625,3,7.700605,2.310512,-0.529446,-0.454238,0.029171,0.028375,0.013245,-0.000315,-0.000003,0,0,-0,-0.012448,0.207047,0.04041,0.00075,0.031765,0.002157,0,13,2.560606,2,6.937932,NotSpot
2,1.463532,0.654779,0.541828,0.017362,-0.009162,-0.013343,-0.032808,1.11997,-1.86617,-0.130313,1.13792,0.931031,0.162618,0.485043,0.179431,0,4,1.714286,2,2.238095,1.79926,0.335728,0.145208,0.060743,0.043215,-0.007566,0.000715,-0.000007,-0.00023,0.00028,0.04125,0.589394,0.276859,0.006679,0.128489,0.023569,0,5,1.28125,1,2.273185,1.791687,0.328155,-0.007573,0.025672,0.022728,0.004065,0.000203,0.000003,-0,-0,-0,0.001121,0.23247,0.049912,0.0006,0.033503,0.003082,0,11,1.767677,1,4.859457,NotSpot
2,1.893307,0.72756,0.547762,0.013585,-0.011769,0.002967,-0.238174,1.081378,-4.929186,-0.193383,1.406601,1.207853,0.217402,0.545373,0.195942,0,3,1.714286,2,1.238095,2.117743,0.224436,0.119466,0.08214,0.05311,-0.002849,0.000374,0.000064,-0.000055,-0.000025,-0.015785,0.639334,0.309882,0.00935,0.132858,0.027683,0,6,1.875,1,4.177419,1.919284,0.025977,-0.198459,0.028528,0.022998,0.003309,0.00014,0.000001,-0,-0,0,-0.008838,0.234175,0.050607,0.00073,0.034143,0.003381,0,11,1.979798,1,5.431062,NotSpot
3,2.434942,0.871063,0.342556,0.207629,-0.020342,0.182345,-0.291629,-2.846665,22.685251,-0.736136,1.698741,1.462861,0.2691,0.588112,0.20308,0,6,3,3,6,2.391254,-0.043688,0.101566,0.092582,0.076968,0.002039,-0.00015,0.000344,0.000145,-0.000626,-0.085952,0.665564,0.324008,0.011869,0.13425,0.031478,0,7,2.25,2,5.225806,2.017876,-0.417065,-0.373378,0.030387,0.023645,0.009033,0.000026,-0.000001,-0.000001,-0,0,-0.015775,0.232416,0.04997,0.000815,0.034338,0.003493,0,13,2.237374,1,6.73017,NotSpot
5,2.909555,1.145663,0.261176,0.020675,0.002094,-0.037628,0.509271,-2.029957,-14.17527,-1.386164,1.792757,1.584135,0.304488,0.608138,0.200501,0,7,3.571429,4,7.619048,2.572523,-0.337032,0.119383,0.099782,0.072934,0.00597,-0.000497,0.000244,0.000141,-0.000414,-0.14623,0.670548,0.32274,0.013868,0.133785,0.034228,0,8,2.84375,3,6.974798,2.08193,-0.827625,-0.490593,0.030697,0.024572,0.01255,-0.000113,-0.000002,-0.000001,-0,0,-0.018675,0.229458,0.048867,0.000818,0.034343,0.003351,0,13,2.388889,2,7.111957,NotSpot
7,3.089083,1.293739,0.56082,0.06234,0.09834,-0.356513,-0.025241,8.287844,-22.166378,-1.916899,1.710924,1.553083,0.288628,0.603869,0.189327,0,8,4.285714,5,8.571428,2.614222,-0.474861,0.134585,0.094796,0.065757,0.007489,-0.000503,-0.00027,-0.00002,0.000538,-0.163624,0.664387,0.315141,0.014908,0.132595,0.035088,0,8,2.53125,2.5,6.19254,2.109196,-0.979887,-0.505026,0.028991,0.025696,0.013723,-0.000251,-0.000002,-0,0,0,-0.017018,0.226835,0.047894,0.00072,0.034327,0.00296,0,13,2.459596,2,7.153182,NotSpot
4,2.755153,1.039376,0.441415,0.146962,0.089116,0.109144,-0.476964,-5.462109,33.033707,-1.333829,1.576722,1.43541,0.214619,0.577591,0.171761,0,7,3.571429,3,5.619048,2.501127,-0.254027,0.129347,0.071308,0.06699,0.00638,-0.000283,-0.000581,-0.000072,0.000786,-0.125029,0.653778,0.306439,0.01381,0.131202,0.033716,0,10,2.75,2,7.935484,2.102368,-0.652785,-0.398758,0.026926,0.025406,0.012454,-0.000363,-0.000001,-0,0,0,-0.010934,0.224972,0.047174,0.000612,0.034331,0.002411,0,13,2.419192,2,7.036584,NotSpot
1,0.795675,0.565911,0.321984,0.013681,-0.063427,-0.055991,-0.287745,-0.71547,12.136022,0.257607,0.617257,0.493507,0.071674,0.383369,0.149273,0,2,0.857143,1,0.47619,1.29085,0.495174,0.175268,0.034183,0.022226,-0.011822,0.000146,0.000527,0.000001,-0.000045,0.118859,0.469348,0.201466,0.003273,0.116761,0.01717,0,4,0.625,0,1.016129,1.554318,0.758643,0.263468,0.023832,0.021825,0.013819,0.00007,0.000005,-0,0,-0,0.015827,0.222359,0.046102,0.000446,0.031932,0.002578,0,11,1.237374,0,3.329154,NotSpot
1,1.070099,0.671248,0.362569,0.014707,-0.118605,-0.101848,-0.283849,3.68155,12.227296,0.323386,0.867297,0.717782,0.107079,0.433637,0.166315,0,2,0.571429,0,0.619048,1.534784,0.464685,0.167263,0.045894,0.03689,-0.009027,-0.000125,0.00097,0.000144,-0.00038,0.08448,0.535595,0.243991,0.004518,0.123824,0.020323,0,5,1.03125,0.5,1.708669,1.665747,0.595649,0.130964,0.024599,0.023029,0.009251,0.000012,0.000007,-0,-0,-0,0.007681,0.229275,0.048731,0.000555,0.033235,0.002832,0,9,1.434343,1,3.891606,NotSpot
0,1.396968,0.782504,0.468112,0.122599,-0.122335,0.067186,0.484199,-1.442263,-24.067356,0.191793,1.116922,0.940141,0.146376,0.470401,0.175327,0,3,1.285714,1,1.904762,1.753914,0.356946,0.151989,0.063977,0.050266,-0.004509,-0.000166,0.000946,0.000132,-0.000532,0.037746,0.583763,0.273979,0.005884,0.127827,0.023413,0,6,1.34375,1,3.007056,1.753599,0.356631,-0.000315,0.026383,0.023311,0.004791,-0.000093,0.000008,-0,-0,-0,0.001718,0.232253,0.049909,0.000628,0.03405,0.002933,0,9,1.641414,1,4.393606,NotSpot
0,1.680913,0.808237,0.658992,0.133445,0.014806,0.212201,0.022655,-2.649234,5.501802,0.015801,1.261769,1.071572,0.175125,0.489446,0.175327,0,5,1.428571,1,3.619048,1.906285,0.225372,0.136967,0.085679,0.05452,0.000525,0.000159,0.000274,-0.000039,-0.000051,-0.003232,0.609193,0.288301,0.007419,0.129306,0.025787,0,7,1.875,1,4.306452,1.812348,0.131436,-0.093937,0.026725,0.02405,0.001564,-0.000223,0.000009,-0,-0,0,-0.001111,0.232766,0.050149,0.000635,0.034553,0.002822,0,10,1.787879,1,5.193355,NotSpot
1,1.822873,0.739464,0.644273,0.254353,0.084302,0.090157,-0.26365,-2.4545,22.809082,-0.349545,1.312333,1.075812,0.169402,0.489187,0.166863,0,7,2,1,6,1.95242,0.129548,0.12926,0.098169,0.046911,0.003972,0.000502,-0.000527,-0.000107,0.000524,-0.01582,0.613235,0.288648,0.008529,0.128975,0.026735,0,8,1.71875,1,4.853831,1.839371,0.016498,-0.113049,0.025213,0.025016,0.000044,-0.00035,0.000009,-0,-0,0,-0.000241,0.231888,0.049875,0.000562,0.034872,0.002501,0,13,1.909091,1,6.143978,NotSpot
3,1.700807,0.634872,0.440767,0.238347,0.046734,-0.097214,0.258294,3.40866,-27.837378,-0.432453,1.248181,0.984941,0.129991,0.470975,0.151771,0,4,1.857143,2,2.476191,1.879564,0.178756,0.130841,0.093939,0.029144,0.00489,0.00055,-0.000742,0.000028,0.000358,0.007758,0.599288,0.277673,0.008083,0.127316,0.025939,0,7,1.5625,1,3.995968,1.83637,0.135562,-0.043194,0.026084,0.021715,0.00001,-0.00045,0.000008,-0,-0,0,0.00436,0.230127,0.04925,0.000504,0.035051,0.002041,0,11,1.813131,1,5.533431,NotSpot
1,0.525425,0.24249,0.186393,0.029824,-0.06644,0.031434,0.070137,2.347207,-5.558534,0.085921,0.320744,0.188716,0.029401,0.288517,0.113359,0,1,0.285714,0,0.238095,0.900101,0.374676,0.163062,0.025238,0.001521,-0.01232,-0.000329,0.000506,0.000081,-0.000222,0.136303,0.330814,0.120281,0.00184,0.09967,0.0121,0,2,0.5625,0,0.641129,1.326986,0.801561,0.426885,0.029585,0.017567,0.01689,-0.000102,0.000005,0,0,-0,0.028909,0.202092,0.038833,0.0003,0.029023,0.002062,0,6,0.833333,0,1.662437,NotSpot
0,0.654216,0.30191,0.138012,0.064356,-0.151273,0.057892,0.456005,-5.331903,-12.839939,0.099541,0.47166,0.304254,0.043029,0.32874,0.128226,0,2,0.857143,1,0.809524,1.057489,0.403273,0.173861,0.034122,0.009304,-0.011851,-0.000528,0.000942,0.000211,-0.000332,0.130435,0.393981,0.156446,0.002189,0.108088,0.014413,0,3,0.65625,0,0.94254,1.419818,0.765602,0.362329,0.026699,0.020204,0.016413,-0.00015,0.000011,0,-0,-0,0.022909,0.212474,0.04251,0.000386,0.030755,0.002267,0,8,0.99495,0,2.441599,NotSpot
2,0.816706,0.354758,0.342299,0.023997,-0.125301,-0.164488,-0.003813,3.173203,12.423405,-0.036457,0.564356,0.429775,0.059713,0.35903,0.137095,0,3,0.857143,0,1.47619,1.203802,0.387096,0.176061,0.044292,0.01633,-0.008991,-0.000208,0.000794,0.00019,0.000011,0.115439,0.447509,0.187557,0.002724,0.113707,0.016762,0,3,0.65625,0,1.007056,1.494386,0.67768,0.290584,0.025101,0.021892,0.015089,-0.000235,0.000016,-0,-0,-0,0.018298,0.218903,0.044883,0.000445,0.032008,0.002357,0,9,1.136364,0,3.275727,NotSpot
3,0.95953,0.47914,0.434568,0.101586,-0.002194,-0.16063,-0.257393,4.168231,5.740562,-0.146158,0.594589,0.520931,0.070581,0.376022,0.13869,0,3,1,1,1.333333,1.310415,0.350885,0.172898,0.05573,0.018402,-0.004476,0.000585,0.000237,0.000015,0.000239,0.098766,0.482297,0.207561,0.003597,0.116603,0.018598,0,5,0.78125,0,1.466734,1.545519,0.585989,0.235104,0.024805,0.022292,0.013374,-0.000338,0.000018,-0,-0,-0,0.015887,0.222191,0.046153,0.000455,0.032887,0.002279,0,9,1.272727,0,3.78311,NotSpot
1,0.9889,0.526051,0.41916,0.150969,0.03757,0.13993,0.122608,-4.367114,-19.392584,-0.044078,0.672188,0.551259,0.067155,0.378246,0.133077,0,3,1.285714,1,1.238095,1.349888,0.360988,0.169648,0.063954,0.013195,-0.000272,0.001216,-0.000225,-0.000116,-0.000043,0.092499,0.493478,0.213237,0.004253,0.117109,0.01939,0,7,0.96875,0,2.289315,1.570502,0.581602,0.220614,0.025245,0.021089,0.012059,-0.000434,0.000018,-0,-0,0,0.016215,0.222997,0.046542,0.000408,0.033478,0.00203,0,9,1.308081,0,3.726939,NotSpot
0,0.872165,0.542855,0.239592,0.043737,0.012035,0.182495,-0.128025,0.422076,17.121279,0.259526,0.742513,0.523052,0.052099,0.366377,0.121586,0,3,0.571429,0,1.285714,1.311767,0.439602,0.168697,0.062548,0.00372,0.002304,0.001213,-0.00033,-0.000118,-0.000324,0.102429,0.48175,0.204731,0.004113,0.115584,0.018897,0,4,0.9375,0,1.415323,1.570235,0.69807,0.258468,0.026027,0.018128,0.011524,-0.000503,0.000016,-0,-0,0,0.019423,0.221784,0.046183,0.000415,0.033819,0.001662,0,10,1.277778,0,3.673717,NotSpot
6,2.893341,1.078614,0.066919,0.016164,-0.026573,-0.284782,0.012909,6.860861,17.990524,-1.129369,1.27344,1.232188,0.078362,0.739349,0.090932,0,6,3.428571,3,4.619048,3.05051,0.157169,0.066517,0.052432,0.022136,0.006857,0.000832,-0.000134,-0.000044,-0.000248,-0.008052,0.601597,0.260864,0.004333,0.139945,0.022975,0,7,2.40625,2.5,4.378024,2.758873,-0.134468,-0.291637,0.030188,0.027765,0.025139,-0.000245,-0.000002,-0.000001,0,0,-0.027563,0.185152,0.032809,0.000787,0.027826,0.004204,0,9,2.929293,3,5.61934,NotSpot
6,3.013343,0.916489,0.111477,0.077117,-0.116304,-0.356014,0.47355,-0.340986,-20.79566,-1.105083,1.434795,1.410406,0.06732,0.758598,0.100921,0,6,3.857143,4,5.476191,3.106818,0.093475,0.06939,0.063382,0.033325,0.006877,0.000016,0.000493,0.000128,-0.000332,-0.039333,0.624524,0.276324,0.006554,0.141561,0.025998,0,7,2.65625,3,5.587702,2.754412,-0.258931,-0.352406,0.031186,0.027653,0.02541,-0.000091,-0.000007,-0.000001,0,0,-0.028942,0.1879,0.033761,0.000802,0.028407,0.004155,0,10,3,3,6.446701,NotSpot
2,2.961289,0.622237,0.117116,0.042704,-0.070095,0.085548,0.235022,0.209341,0.176264,-0.547826,1.61933,1.550299,0.059806,0.76033,0.116092,0,6,3,4,5.666667,3.1,0.13871,0.088151,0.060717,0.034868,0.005713,-0.000953,0.000518,0.000167,-0.00025,-0.062301,0.641863,0.290339,0.009307,0.143017,0.028936,0,9,2.9375,3,6.641129,2.71401,-0.247279,-0.38599,0.030696,0.02767,0.025009,0.00006,-0.00001,-0.000001,0,0,-0.028035,0.195102,0.036255,0.000756,0.0296,0.003889,0,10,2.949495,3,6.728401,NotSpot
0,2.813866,0.439353,0.422191,0.09399,-0.035454,0.465322,-0.322267,-5.608563,25.932501,-0.111151,1.678183,1.596891,0.082232,0.741773,0.133723,0,6,2.571429,2,4.952381,3.016071,0.202205,0.104444,0.061612,0.028119,0.003762,-0.001343,0.000155,0.000059,-0.000148,-0.070951,0.65167,0.300975,0.011758,0.144028,0.03079,0,9,3.0625,3.5,7.221774,2.637903,-0.175963,-0.378168,0.02833,0.027759,0.023945,0.000198,-0.00001,-0.000001,0,0,-0.024515,0.205511,0.03996,0.000698,0.031209,0.003454,0,10,2.823232,2,6.81631,NotSpot
2,2.578731,0.567163,0.456026,0.005468,0.046632,0.245395,0.565567,-2.600456,-33.882515,0.105669,1.587986,1.527837,0.122565,0.702053,0.149967,0,4,1.857143,2,2.142857,2.849341,0.270611,0.111707,0.068892,0.021037,0.001321,-0.000936,-0.000275,-0.000006,0.000179,-0.063852,0.651941,0.306064,0.01275,0.144084,0.030877,0,10,2.9375,2.5,8.641129,2.52864,-0.050091,-0.320701,0.027849,0.02396,0.022216,0.000312,-0.000008,-0,0,-0,-0.018326,0.216954,0.044198,0.000669,0.032922,0.00293,0,11,2.747475,2,7.19479,NotSpot
2,2.298685,0.591533,0.572345,0.05558,0.146765,-0.183346,-0.313247,5.110604,4.473784,0.074768,1.452553,1.35734,0.168843,0.642898,0.160708,0,3,1.714286,2,1.571429,2.599542,0.300857,0.106001,0.084384,0.017224,-0.000998,-0.000077,-0.000414,-0.000041,0.000419,-0.038841,0.639355,0.302201,0.011558,0.142416,0.029044,0,10,2.1875,2,5.96371,2.39074,0.092055,-0.208802,0.027867,0.019955,0.017659,0.000396,-0.000003,-0,0,-0,-0.009747,0.226974,0.048058,0.000644,0.034381,0.002394,0,11,2.515152,2,7.164744,NotSpot
4,2.29911,0.676085,0.423496,0.002161,-0.020094,-0.02395,0.460549,-0.012531,-23.52714,-0.254751,1.061925,0.966741,0.065475,0.634822,0.087082,0,6,2.714286,3,3.904762,2.753431,0.45432,0.069066,0.022874,0.006603,-0.003333,0.000107,0.000251,-0.000301,-0.000572,0.039589,0.569336,0.240316,0.003238,0.135071,0.019647,0,6,2.09375,2,3.44254,2.643226,0.344116,-0.110204,0.029842,0.025906,0.016986,-0.000612,0.000016,0.000001,0,-0,-0.013049,0.189931,0.034245,0.000758,0.027363,0.003362,0,12,2.717172,3,5.239399,NotSpot
3,2.435694,0.762712,0.412108,0.212671,-0.026405,0.023665,-0.344588,3.470737,20.992996,-0.137933,1.098397,1.033702,0.066176,0.696341,0.086125,0,4,2,2,3,2.912154,0.47646,0.060286,0.015141,0.001459,-0.002971,0.000043,-0.000076,0.000024,0.000072,0.043686,0.577266,0.244179,0.002887,0.136859,0.019685,0,6,2.4375,2.5,4.383065,2.75859,0.322896,-0.153564,0.029112,0.027968,0.020082,-0.000546,0.00001,0,0,-0,-0.018938,0.179898,0.030902,0.000756,0.025923,0.003633,0,12,2.919192,3,5.820848,NotSpot
4,2.744869,0.984149,0.317333,0.071861,0.116042,0.001385,-0.286721,-2.688707,0.222644,-0.738678,1.226606,1.158773,0.074342,0.752061,0.085639,0,6,3.428571,3,3.619048,3.064916,0.320046,0.053073,0.019184,0.004848,-0.001457,0.000107,-0.000702,0.000264,0.000815,0.029041,0.588217,0.249613,0.002967,0.138252,0.020096,0,6,2.53125,3,4.450605,2.849575,0.104706,-0.215341,0.029722,0.028385,0.022978,-0.00044,0.000004,-0,0,-0,-0.024315,0.17021,0.027831,0.000755,0.024591,0.003918,0,12,2.949495,3,5.814695,NotSpot
5,3.050533,1.119317,0.232991,0.096455,0.172145,0.012157,-0.223635,2.241545,-0.073762,-0.982781,1.410914,1.366894,0.096312,0.799547,0.086934,0,5,3.142857,4,2.809524,3.212203,0.16167,0.049448,0.034113,0.021907,0.000912,0.000505,-0.000593,0.000102,0.000554,-0.006572,0.606197,0.258822,0.003625,0.139459,0.021339,0,8,3.09375,3,5.894153,2.91267,-0.137863,-0.299533,0.031306,0.027776,0.025452,-0.000309,-0.000003,-0,-0,0,-0.028982,0.16262,0.025557,0.000764,0.023656,0.00417,0,9,3.09596,3,6.016126,NotSpot
