@relation segment

@attribute original numeric
@attribute Gaussian_blur_8.0 numeric
@attribute class {nucleus,background}

@data
1,1.909765,nucleus
2,1.963884,nucleus
1,2.014055,nucleus
3,2.056276,nucleus
2,2.088606,nucleus
1,2.111205,nucleus
2,2.125499,nucleus
1,2.133017,nucleus
3,2.134564,nucleus
2,2.13015,nucleus
2,2.119644,nucleus
2,2.103687,nucleus
2,2.08429,nucleus
2,2.06462,nucleus
1,2.048035,nucleus
1,2.036924,nucleus
2,2.032049,nucleus
2,2.032775,nucleus
2,2.037841,nucleus
1,2.046054,nucleus
1,2.056444,nucleus
2,2.068021,nucleus
2,2.079563,nucleus
2,2.089714,nucleus
2,2.097353,nucleus
2,2.10188,nucleus
4,2.103231,nucleus
4,2.101613,nucleus
2,2.097246,nucleus
4,2.090333,nucleus
2,2.081306,nucleus
2,2.07114,nucleus
1,2.061324,nucleus
2,2.053371,nucleus
2,2.04801,nucleus
3,2.044618,nucleus
2,2.04126,nucleus
2,2.035374,nucleus
2,2.0248,nucleus
2,2.00873,nucleus
3,1.988257,nucleus
2,1.834328,nucleus
1,1.890108,nucleus
2,1.946742,nucleus
2,1.998592,nucleus
2,2.041378,nucleus
3,2.07323,nucleus
3,2.094666,nucleus
2,2.107582,nucleus
2,2.113868,nucleus
1,2.114434,nucleus
1,2.109124,nucleus
3,2.097495,nucleus
2,2.079942,nucleus
3,2.05847,nucleus
1,2.03654,nucleus
2,2.017991,nucleus
1,2.005691,nucleus
1,2.000672,nucleus
2,2.002231,nucleus
2,2.008699,nucleus
1,2.018259,nucleus
1,2.029326,nucleus
2,2.040543,nucleus
3,2.050697,nucleus
1,2.058806,nucleus
3,2.064338,nucleus
2,2.067312,nucleus
2,2.068163,nucleus
1,2.067396,nucleus
1,2.065265,nucleus
2,2.061722,nucleus
2,2.056687,nucleus
2,2.05048,nucleus
2,2.044016,nucleus
2,2.038541,nucleus
2,2.034975,nucleus
2,2.033289,nucleus
4,2.032297,nucleus
2,2.030009,nucleus
2,2.024403,nucleus
2,2.014288,nucleus
2,1.999962,nucleus
3,1.875715,nucleus
2,1.934454,nucleus
2,1.987682,nucleus
1,2.030924,nucleus
3,2.062358,nucleus
2,2.082717,nucleus
2,2.094176,nucleus
2,2.098885,nucleus
2,2.097957,nucleus
2,2.091372,nucleus
3,2.078784,nucleus
2,2.06065,nucleus
3,2.039016,nucleus
1,2.017354,nucleus
2,1.99948,nucleus
1,1.988181,nucleus
2,1.984319,nucleus
2,1.986898,nucleus
2,1.993847,nucleus
1,2.002933,nucleus
2,2.012309,nucleus
2,2.020656,nucleus
2,2.027148,nucleus
1,2.031431,nucleus
2,2.033659,nucleus
1,2.03443,nucleus
2,2.034585,nucleus
1,2.034859,nucleus
2,2.035535,nucleus
2,2.036312,nucleus
1,2.036532,nucleus
2,2.035673,nucleus
2,2.033796,nucleus
2,2.031625,nucleus
2,2.030121,nucleus
1,2.029871,nucleus
3,2.030593,nucleus
1,2.031104,nucleus
2,2.029756,nucleus
2,2.025162,nucleus
2,1.863293,nucleus
2,1.923482,nucleus
2,1.977722,nucleus
3,2.021336,nucleus
2,2.052407,nucleus
2,2.071672,nucleus
2,2.081398,nucleus
2,2.083956,nucleus
2,2.080846,nucleus
3,2.072573,nucleus
3,2.059319,nucleus
4,2.041882,nucleus
2,2.022323,nucleus
3,2.003768,nucleus
3,1.989449,nucleus
2,1.981501,nucleus
2,1.980215,nucleus
3,1.984167,nucleus
1,1.991012,nucleus
2,1.998409,nucleus
3,2.004626,nucleus
2,2.00872,nucleus
2,2.010467,nucleus
3,2.010189,nucleus
2,2.008633,nucleus
2,2.006827,nucleus
1,2.005915,nucleus
2,2.006861,nucleus
2,2.010077,nucleus
2,2.015136,nucleus
3,2.020855,nucleus
2,2.025805,nucleus
2,2.029022,nucleus
2,2.030491,nucleus
2,2.03107,nucleus
1,2.031897,nucleus
2,2.033644,nucleus
2,2.036046,nucleus
2,2.037987,nucleus
2,2.038053,nucleus
2,1.910209,nucleus
4,1.964797,nucleus
2,2.008488,nucleus
1,2.039109,nucleus
2,2.05719,nucleus
2,2.064949,nucleus
3,2.064987,nucleus
3,2.059385,nucleus
2,2.049481,nucleus
2,2.03628,nucleus
2,2.021055,nucleus
1,2.005747,nucleus
2,1.992764,nucleus
1,1.984268,nucleus
3,1.981319,nucleus
2,1.983426,nucleus
2,1.98879,nucleus
3,1.995066,nucleus
2,2.000191,nucleus
3,2.00289,nucleus
3,2.002781,nucleus
2,2.000204,nucleus
1,1.995939,nucleus
2,1.991033,nucleus
4,1.986704,nucleus
2,1.984305,nucleus
2,1.985114,nucleus
2,1.989881,nucleus
3,1.998301,nucleus
2,2.008854,nucleus
2,2.019259,nucleus
2,2.027452,nucleus
2,2.032522,nucleus
2,2.035026,nucleus
2,2.036493,nucleus
3,2.038453,nucleus
1,2.041565,nucleus
2,2.045357,nucleus
1,1.946139,nucleus
3,1.989212,nucleus
1,2.019053,nucleus
2,2.035873,nucleus
2,2.041768,nucleus
2,2.039585,nucleus
2,2.032062,nucleus
2,2.021462,nucleus
1,2.009635,nucleus
3,1.998237,nucleus
2,1.988868,nucleus
2,1.982923,nucleus
1,1.981219,nucleus
2,1.9836,nucleus
2,1.988851,nucleus
2,1.995062,nucleus
2,2.000282,nucleus
2,2.003101,nucleus
2,2.002933,nucleus
3,1.999938,nucleus
2,1.994745,nucleus
1,1.98817,nucleus
1,1.981136,nucleus
2,1.974778,nucleus
2,1.970595,nucleus
2,1.970314,nucleus
2,1.975284,nucleus
2,1.985621,nucleus
1,1.99971,nucleus
2,2.014574,nucleus
3,2.027066,nucleus
2,2.035269,nucleus
2,2.039229,nucleus
3,2.040624,nucleus
2,2.041654,nucleus
1,2.043843,nucleus
3,1.962143,nucleus
2,1.990601,nucleus
3,2.006153,nucleus
2,2.010791,nucleus
2,2.007574,nucleus
3,1.999777,nucleus
1,1.990368,nucleus
2,1.981752,nucleus
1,1.975655,nucleus
1,1.973096,nucleus
1,1.974333,nucleus
1,1.978865,nucleus
2,1.985506,nucleus
2,1.992639,nucleus
2,1.998645,nucleus
1,2.002351,nucleus
3,2.003275,nucleus
2,2.00157,nucleus
1,1.997732,nucleus
2,1.992276,nucleus
2,1.985577,nucleus
1,1.978034,nucleus
2,1.970471,nucleus
2,1.96451,nucleus
2,1.962447,nucleus
2,1.966429,nucleus
1,1.977211,nucleus
3,1.9933,nucleus
3,2.011192,nucleus
4,2.026754,nucleus
2,2.037033,nucleus
1,2.041413,nucleus
1,2.041499,nucleus
1,2.039958,nucleus
2,1.953988,nucleus
2,1.968365,nucleus
3,1.97281,nucleus
2,1.970489,nucleus
1,1.964895,nucleus
2,1.959192,nucleus
1,1.955789,nucleus
1,1.956061,nucleus
3,1.960255,nucleus
3,1.967595,nucleus
2,1.976591,nucleus
1,1.985488,nucleus
2,1.992746,nucleus
3,1.997437,nucleus
2,1.999419,nucleus
1,1.999187,nucleus
3,1.997482,nucleus
2,1.994832,nucleus
1,1.991268,nucleus
1,1.986388,nucleus
3,1.979845,nucleus
2,1.972061,nucleus
2,1.964776,nucleus
2,1.960879,nucleus
1,1.963339,nucleus
1,1.973581,nucleus
1,1.990311,nucleus
2,2.009628,nucleus
1,2.02656,nucleus
3,2.037217,nucleus
3,2.040304,nucleus
3,2.03725,nucleus
2,1.92432,nucleus
2,1.929881,nucleus
3,1.930704,nucleus
2,1.930036,nucleus
2,1.93059,nucleus
2,1.934128,nucleus
2,1.941244,nucleus
3,1.951357,nucleus
3,1.962955,nucleus
2,1.974105,nucleus
2,1.983083,nucleus
3,1.988911,nucleus
3,1.991611,nucleus
3,1.992072,nucleus
2,1.991563,nucleus
2,1.991106,nucleus
2,1.990969,nucleus
3,1.990512,nucleus
2,1.988509,nucleus
3,1.983929,nucleus
2,1.976866,nucleus
1,1.969178,nucleus
1,1.964226,nucleus
2,1.965577,nucleus
2,1.975118,nucleus
2,1.991644,nucleus
1,2.010917,nucleus
2,2.027317,nucleus
2,2.036241,nucleus
2,2.035887,nucleus
2,1.884791,nucleus
1,1.890792,nucleus
2,1.897361,nucleus
1,1.906139,nucleus
2,1.917682,nucleus
1,1.931504,nucleus
1,1.94627,nucleus
2,1.960153,nucleus
3,1.971375,nucleus
2,1.978812,nucleus
2,1.982388,nucleus
2,1.983112,nucleus
2,1.982645,nucleus
1,1.982628,nucleus
1,1.983993,nucleus
2,1.986565,nucleus
1,1.989109,nucleus
3,1.989855,nucleus
2,1.987417,nucleus
2,1.981784,nucleus
3,1.974913,nucleus
3,1.970367,nucleus
2,1.971887,nucleus
1,1.981388,nucleus
2,1.997503,nucleus
2,2.015656,nucleus
2,2.029812,nucleus
2,2.034997,nucleus
3,1.86858,nucleus
1,1.886531,nucleus
2,1.906268,nucleus
2,1.926133,nucleus
2,1.944229,nucleus
1,1.958831,nucleus
2,1.968812,nucleus
3,1.974025,nucleus
2,1.975419,nucleus
2,1.97479,nucleus
1,1.974156,nucleus
1,1.975053,nucleus
2,1.978007,nucleus
3,1.98238,nucleus
2,1.986636,nucleus
3,1.988956,nucleus
2,1.988089,nucleus
2,1.984206,nucleus
3,1.979329,nucleus
2,1.976872,nucleus
2,1.980212,nucleus
1,1.990777,nucleus
1,2.00673,nucleus
4,2.023166,nucleus
2,1.872211,nucleus
4,1.899399,nucleus
2,1.924207,nucleus
1,1.944445,nucleus
2,1.958819,nucleus
2,1.967128,nucleus
2,1.970317,nucleus
2,1.970239,nucleus
2,1.969146,nucleus
1,1.968977,nucleus
2,1.970783,nucleus
2,1.974502,nucleus
1,1.979147,nucleus
1,1.983256,nucleus
3,1.985468,nucleus
2,1.985141,nucleus
2,1.982882,nucleus
2,1.980737,nucleus
2,1.98164,nucleus
2,1.988119,nucleus
3,2.000671,nucleus
2,2.016766,nucleus
3,1.946365,nucleus
3,1.960001,nucleus
2,1.966779,nucleus
1,1.968591,nucleus
1,1.967911,nucleus
1,1.967098,nucleus
3,1.967701,nucleus
2,1.970103,nucleus
3,1.973651,nucleus
2,1.977167,nucleus
4,1.97954,nucleus
1,1.980188,nucleus
2,1.979349,nucleus
2,1.978217,nucleus
1,1.978822,nucleus
2,1.983419,nucleus
2,1.968329,nucleus
1,1.967615,nucleus
2,1.9674,nucleus
1,1.968733,nucleus
2,1.971377,nucleus
3,1.974216,nucleus
1,1.975999,nucleus
2,1.976024,nucleus
1,1.97449,nucleus
1,1.9725,nucleus
2,1.882296,nucleus
1,1.865356,nucleus
1,1.842617,nucleus
4,1.816238,nucleus
2,1.791065,nucleus
1,1.772842,nucleus
2,1.765559,nucleus
2,1.769387,nucleus
2,1.780514,nucleus
1,1.793032,nucleus
1,1.963696,nucleus
2,1.950292,nucleus
2,1.939502,nucleus
1,1.929978,nucleus
3,1.918772,nucleus
2,1.902975,nucleus
2,1.881547,nucleus
3,1.856489,nucleus
1,1.832578,nucleus
2,1.815533,nucleus
1,1.809371,nucleus
1,1.814368,nucleus
1,1.826852,nucleus
6,1.841006,nucleus
2,1.85155,nucleus
2,1.855689,nucleus
2,1.85327,nucleus
2,1.845428,nucleus
3,2.049191,nucleus
2,2.03626,nucleus
2,2.017753,nucleus
3,1.99806,nucleus
2,1.980914,nucleus
1,1.967797,nucleus
2,1.957478,nucleus
2,1.94687,nucleus
3,1.932806,nucleus
2,1.91392,nucleus
2,1.891802,nucleus
2,1.870708,nucleus
2,1.855847,nucleus
1,1.850942,nucleus
1,1.85635,nucleus
2,1.86883,nucleus
2,1.883103,nucleus
2,1.894255,nucleus
3,1.899549,nucleus
2,1.898653,nucleus
1,1.892496,nucleus
2,1.881737,nucleus
2,1.865879,nucleus
1,1.843361,nucleus
1,2.101944,nucleus
4,2.104636,nucleus
2,2.096652,nucleus
2,2.078829,nucleus
1,2.05476,nucleus
2,2.029474,nucleus
2,2.007361,nucleus
2,1.990469,nucleus
2,1.977981,nucleus
3,1.967057,nucleus
3,1.954573,nucleus
2,1.938907,nucleus
1,1.921001,nucleus
2,1.904138,nucleus
2,1.892506,nucleus
1,1.889183,nucleus
2,1.894547,nucleus
2,1.906004,nucleus
3,1.919179,nucleus
2,1.929863,nucleus
1,1.935556,nucleus
2,1.935751,nucleus
2,1.931073,nucleus
1,1.922019,nucleus
4,1.908179,nucleus
1,1.888203,nucleus
2,1.860312,nucleus
2,1.823016,nucleus
2,2.128282,nucleus
2,2.145706,nucleus
3,2.155786,nucleus
3,2.155752,nucleus
2,2.143965,nucleus
2,2.12141,nucleus
1,2.091871,nucleus
1,2.060669,nucleus
2,2.032663,nucleus
2,2.010544,nucleus
2,1.994247,nucleus
3,1.981636,nucleus
3,1.970008,nucleus
2,1.95762,nucleus
2,1.944626,nucleus
2,1.932979,nucleus
1,1.92545,nucleus
2,1.924177,nucleus
1,1.929458,nucleus
3,1.939432,nucleus
2,1.950809,nucleus
2,1.96025,nucleus
2,1.965572,nucleus
2,1.966106,nucleus
2,1.962143,nucleus
3,1.954022,nucleus
2,1.941472,nucleus
2,1.923471,nucleus
2,1.898531,nucleus
2,1.865172,nucleus
3,1.822475,nucleus
3,1.770635,nucleus
2,2.158636,nucleus
2,2.182091,nucleus
3,2.198943,nucleus
2,2.207319,nucleus
1,2.204766,nucleus
3,2.189883,nucleus
1,2.163655,nucleus
4,2.129679,nucleus
2,2.093163,nucleus
2,2.05917,nucleus
2,2.031041,nucleus
1,2.009722,nucleus
2,1.994165,nucleus
1,1.982424,nucleus
1,1.972823,nucleus
2,1.964709,nucleus
3,1.958569,nucleus
3,1.955576,nucleus
2,1.956774,nucleus
3,1.962279,nucleus
1,1.970888,nucleus
2,1.980336,nucleus
1,1.988098,nucleus
2,1.992286,nucleus
2,1.992083,nucleus
2,1.987532,nucleus
2,1.978937,nucleus
2,1.966301,nucleus
2,1.949075,nucleus
2,1.926202,nucleus
2,1.896389,nucleus
2,1.858519,nucleus
2,1.812196,nucleus
2,1.75826,nucleus
2,2.175518,nucleus
2,2.206406,nucleus
4,2.229973,nucleus
2,2.245801,nucleus
1,2.252412,nucleus
2,2.24791,nucleus
5,2.231193,nucleus
2,2.203066,nucleus
2,2.16659,nucleus
2,2.126446,nucleus
1,2.087585,nucleus
2,2.053878,nucleus
2,2.027356,nucleus
2,2.00825,nucleus
1,1.99559,nucleus
2,1.98793,nucleus
2,1.98395,nucleus
1,1.982785,nucleus
3,1.984105,nucleus
2,1.987902,nucleus
1,1.994043,nucleus
2,2.001789,nucleus
2,2.009634,nucleus
2,2.015626,nucleus
3,2.018046,nucleus
1,2.015957,nucleus
2,2.009311,nucleus
1,1.998586,nucleus
4,1.984252,nucleus
2,1.966361,nucleus
2,1.944382,nucleus
1,1.917309,nucleus
2,1.883986,nucleus
3,1.843622,nucleus
2,1.796329,nucleus
2,1.743471,nucleus
2,2.174981,nucleus
3,2.213871,nucleus
3,2.244637,nucleus
2,2.267222,nucleus
3,2.281324,nucleus
2,2.286085,nucleus
3,2.280325,nucleus
2,2.263269,nucleus
1,2.235418,nucleus
2,2.199027,nucleus
3,2.157902,nucleus
2,2.116546,nucleus
2,2.079103,nucleus
1,2.048539,nucleus
2,2.026307,nucleus
2,2.012434,nucleus
4,2.005825,nucleus
1,2.004725,nucleus
2,2.007253,nucleus
2,2.011935,nucleus
2,2.017951,nucleus
2,2.02493,nucleus
2,2.032376,nucleus
2,2.039176,nucleus
1,2.043618,nucleus
2,2.043964,nucleus
2,2.039173,nucleus
2,2.029258,nucleus
1,2.015076,nucleus
3,1.997728,nucleus
2,1.977943,nucleus
2,1.955738,nucleus
2,1.930423,nucleus
2,1.900909,nucleus
1,1.866206,nucleus
2,1.825929,nucleus
2,1.780634,nucleus
2,1.731853,nucleus
4,2.159193,nucleus
2,2.203471,nucleus
2,2.240507,nucleus
2,2.269279,nucleus
3,2.289454,nucleus
2,2.301003,nucleus
3,2.303788,nucleus
2,2.297396,nucleus
5,2.281413,nucleus
2,2.256002,nucleus
3,2.222494,nucleus
3,2.183588,nucleus
2,2.143033,nucleus
2,2.104897,nucleus
3,2.072731,nucleus
2,2.04891,nucleus
1,2.034277,nucleus
2,2.028099,nucleus
1,2.028442,nucleus
2,2.03288,nucleus
2,2.039328,nucleus
2,2.046561,nucleus
3,2.054101,nucleus
1,2.061535,nucleus
2,2.067822,nucleus
3,2.071162,nucleus
2,2.069615,nucleus
4,2.062001,nucleus
3,2.048465,nucleus
1,2.030331,nucleus
1,2.00938,nucleus
2,1.987018,nucleus
2,1.963762,nucleus
2,1.939214,nucleus
2,1.912417,nucleus
1,1.882367,nucleus
2,1.848451,nucleus
1,1.810664,nucleus
2,1.769611,nucleus
3,1.726328,nucleus
3,2.136642,nucleus
3,2.180582,nucleus
3,2.21988,nucleus
3,2.252568,nucleus
3,2.277342,nucleus
3,2.293772,nucleus
2,2.302113,nucleus
2,2.30287,nucleus
3,2.296354,nucleus
2,2.282535,nucleus
3,2.261328,nucleus
2,2.233188,nucleus
1,2.199662,nucleus
2,2.163529,nucleus
3,2.12841,nucleus
2,2.09797,nucleus
2,2.075024,nucleus
2,2.060856,nucleus
1,2.054977,nucleus
2,2.055479,nucleus
3,2.059871,nucleus
3,2.066057,nucleus
3,2.072916,nucleus
1,2.080115,nucleus
2,2.087311,nucleus
2,2.093349,nucleus
3,2.096128,nucleus
2,2.093346,nucleus
2,2.083596,nucleus
1,2.067091,nucleus
3,2.045547,nucleus
2,2.021322,nucleus
2,1.996391,nucleus
2,1.971686,nucleus
1,1.947063,nucleus
2,1.921738,nucleus
2,1.894849,nucleus
2,1.865808,nucleus
4,1.834341,nucleus
1,1.800359,nucleus
1,1.763847,nucleus
2,1.724953,nucleus
2,2.117466,nucleus
2,2.155381,nucleus
2,2.190932,nucleus
2,2.222598,nucleus
1,2.248675,nucleus
3,2.26789,nucleus
2,2.279781,nucleus
2,2.284744,nucleus
2,2.283694,nucleus
2,2.277504,nucleus
2,2.266534,nucleus
3,2.250623,nucleus
3,2.229584,nucleus
2,2.203953,nucleus
2,2.17549,nucleus
2,2.147069,nucleus
2,2.121962,nucleus
2,2.10284,nucleus
2,2.09094,nucleus
2,2.085774,nucleus
2,2.085547,nucleus
2,2.088101,nucleus
2,2.091876,nucleus
2,2.096367,nucleus
2,2.101738,nucleus
2,2.107856,nucleus
3,2.113452,nucleus
3,2.116068,nucleus
2,2.112952,nucleus
2,2.102346,nucleus
2,2.084342,nucleus
2,2.060807,nucleus
1,2.034446,nucleus
2,2.007621,nucleus
3,1.981578,nucleus
2,1.956392,nucleus
2,1.931487,nucleus
2,1.906238,nucleus
2,1.880256,nucleus
2,1.853248,nucleus
2,1.824726,nucleus
2,1.793893,nucleus
3,1.759953,nucleus
2,1.722687,nucleus
2,2.107565,nucleus
2,2.137332,nucleus
2,2.164715,nucleus
4,2.18974,nucleus
3,2.211757,nucleus
2,2.229721,nucleus
3,2.242627,nucleus
2,2.24998,nucleus
3,2.252072,nucleus
3,2.249877,nucleus
2,2.244547,nucleus
2,2.236778,nucleus
3,2.22652,nucleus
3,2.213307,nucleus
3,2.197002,nucleus
2,2.178475,nucleus
2,2.159685,nucleus
3,2.14308,nucleus
2,2.130621,nucleus
2,2.122976,nucleus
2,2.119349,nucleus
3,2.118029,nucleus
2,2.117414,nucleus
2,2.116875,nucleus
3,2.116942,nucleus
2,2.118623,nucleus
2,2.12226,nucleus
1,2.126648,nucleus
2,2.129079,nucleus
3,2.126373,nucleus
1,2.116309,nucleus
3,2.098615,nucleus
2,2.074985,nucleus
2,2.048156,nucleus
2,2.020664,nucleus
1,1.993961,nucleus
2,1.968329,nucleus
2,1.943395,nucleus
2,1.918782,nucleus
2,1.894344,nucleus
1,1.869908,nucleus
2,1.844863,nucleus
2,1.818012,nucleus
2,1.787989,nucleus
3,1.754037,nucleus
2,1.716729,nucleus
2,2.106763,nucleus
3,2.1303,nucleus
3,2.149376,nucleus
2,2.165104,nucleus
2,2.178415,nucleus
3,2.189774,nucleus
2,2.199067,nucleus
2,2.20576,nucleus
2,2.209313,nucleus
4,2.209671,nucleus
2,2.20747,nucleus
1,2.203757,nucleus
2,2.199381,nucleus
1,2.194549,nucleus
2,2.188896,nucleus
4,2.182066,nucleus
3,2.174337,nucleus
3,2.166765,nucleus
1,2.160706,nucleus
2,2.156982,nucleus
2,2.155275,nucleus
2,2.154173,nucleus
1,2.151929,nucleus
2,2.14753,nucleus
3,2.141414,nucleus
1,2.13536,nucleus
3,2.131483,nucleus
2,2.130888,nucleus
3,2.13274,nucleus
2,2.134343,nucleus
4,2.132241,nucleus
1,2.123726,nucleus
2,2.107958,nucleus
3,2.08614,nucleus
2,2.060719,nucleus
1,2.034173,nucleus
2,2.008065,nucleus
3,1.982841,nucleus
2,1.958302,nucleus
2,1.934221,nucleus
1,1.910594,nucleus
2,1.887372,nucleus
2,1.864018,nucleus
1,1.839344,nucleus
2,1.811913,nucleus
2,1.780815,nucleus
3,1.746412,nucleus
2,1.710539,nucleus
2,2.132352,nucleus
4,2.146559,nucleus
2,2.154895,nucleus
2,2.158889,nucleus
2,2.160387,nucleus
2,2.161056,nucleus
1,2.161897,nucleus
3,2.163032,nucleus
3,2.16395,nucleus
2,2.164096,nucleus
1,2.163388,nucleus
2,2.16231,nucleus
2,2.161561,nucleus
2,2.161589,nucleus
2,2.162443,nucleus
2,2.164008,nucleus
2,2.166375,nucleus
2,2.169897,nucleus
2,2.174798,nucleus
2,2.180585,nucleus
3,2.185733,nucleus
2,2.188022,nucleus
3,2.18549,nucleus
2,2.177548,nucleus
1,2.165564,nucleus
2,2.1525,nucleus
2,2.141646,nucleus
1,2.135098,nucleus
3,2.13274,nucleus
1,2.132266,nucleus
2,2.130234,nucleus
3,2.123569,nucleus
2,2.11078,nucleus
3,2.092344,nucleus
1,2.070136,nucleus
2,2.04635,nucleus
2,2.022528,nucleus
3,1.999215,nucleus
2,1.976285,nucleus
2,1.953504,nucleus
1,1.930816,nucleus
1,1.90819,nucleus
2,1.885278,nucleus
1,1.861254,nucleus
2,1.835107,nucleus
2,1.806216,nucleus
2,1.774912,nucleus
1,1.742641,nucleus
1,2.138266,nucleus
3,2.152318,nucleus
3,2.158089,nucleus
2,2.156586,nucleus
2,2.149722,nucleus
1,2.140172,nucleus
2,2.130791,nucleus
2,2.123814,nucleus
1,2.120235,nucleus
2,2.119747,nucleus
2,2.121256,nucleus
2,2.123661,nucleus
2,2.126412,nucleus
2,2.129634,nucleus
2,2.133841,nucleus
2,2.13964,nucleus
3,2.147533,nucleus
1,2.157861,nucleus
1,2.170616,nucleus
2,2.185115,nucleus
1,2.199662,nucleus
2,2.211568,nucleus
3,2.217764,nucleus
2,2.215904,nucleus
3,2.205511,nucleus
2,2.188493,nucleus
2,2.168647,nucleus
2,2.15028,nucleus
2,2.136562,nucleus
2,2.128399,nucleus
3,2.124295,nucleus
3,2.12123,nucleus
2,2.116032,nucleus
3,2.106634,nucleus
3,2.092672,nucleus
2,2.075236,nucleus
2,2.056002,nucleus
2,2.036309,nucleus
2,2.016671,nucleus
2,1.996907,nucleus
2,1.976601,nucleus
1,1.955461,nucleus
1,1.933359,nucleus
3,1.910183,nucleus
2,1.885726,nucleus
1,1.859787,nucleus
1,1.832405,nucleus
1,1.804074,nucleus
2,1.775782,nucleus
1,1.748762,nucleus
2,2.159242,nucleus
3,2.168094,nucleus
1,2.167113,nucleus
2,2.157375,nucleus
2,2.141118,nucleus
2,2.121753,nucleus
2,2.103274,nucleus
2,2.089246,nucleus
2,2.081767,nucleus
3,2.080944,nucleus
2,2.085199,nucleus
2,2.092193,nucleus
2,2.09993,nucleus
1,2.107491,nucleus
2,2.11517,nucleus
1,2.124098,nucleus
1,2.135637,nucleus
1,2.150759,nucleus
3,2.169542,nucleus
4,2.190804,nucleus
2,2.212016,nucleus
3,2.229603,nucleus
4,2.239764,nucleus
3,2.239651,nucleus
2,2.228533,nucleus
1,2.208316,nucleus
3,2.183098,nucleus
1,2.157825,nucleus
2,2.136648,nucleus
2,2.121676,nucleus
2,2.112605,nucleus
2,2.107276,nucleus
2,2.102798,nucleus
2,2.096739,nucleus
2,2.087914,nucleus
2,2.076468,nucleus
3,2.063324,nucleus
2,2.049377,nucleus
2,2.034924,nucleus
2,2.019587,nucleus
3,2.00267,nucleus
1,1.983562,nucleus
3,1.962004,nucleus
2,1.938171,nucleus
2,1.912609,nucleus
1,1.886137,nucleus
1,1.859655,nucleus
3,1.833954,nucleus
3,1.809548,nucleus
3,1.786577,nucleus
2,2.157209,nucleus
2,2.174833,nucleus
2,2.180692,nucleus
3,2.175025,nucleus
2,2.158926,nucleus
2,2.134914,nucleus
2,2.10709,nucleus
2,2.08059,nucleus
1,2.060387,nucleus
2,2.049834,nucleus
2,2.049613,nucleus
3,2.057707,nucleus
2,2.070416,nucleus
3,2.083983,nucleus
4,2.096081,nucleus
1,2.106464,nucleus
3,2.116667,nucleus
3,2.128998,nucleus
2,2.145365,nucleus
3,2.166348,nucleus
2,2.190772,nucleus
2,2.215766,nucleus
2,2.237281,nucleus
2,2.251014,nucleus
2,2.253584,nucleus
3,2.243689,nucleus
3,2.222707,nucleus
2,2.194437,nucleus
3,2.163976,nucleus
1,2.136191,nucleus
2,2.114403,nucleus
2,2.099747,nucleus
1,2.091307,nucleus
2,2.086869,nucleus
2,2.083927,nucleus
2,2.080582,nucleus
2,2.075949,nucleus
2,2.069966,nucleus
2,2.062821,nucleus
2,2.054371,nucleus
2,2.043942,nucleus
2,2.030553,nucleus
4,2.013356,nucleus
2,1.992065,nucleus
3,1.967224,nucleus
2,1.940181,nucleus
2,1.912785,nucleus
2,1.886805,nucleus
2,1.863329,nucleus
2,1.842393,nucleus
2,1.823013,nucleus
3,1.803534,nucleus
3,2.166723,nucleus
1,2.184901,nucleus
1,2.189843,nucleus
2,2.181445,nucleus
3,2.160723,nucleus
2,2.13049,nucleus
2,2.09559,nucleus
2,2.06234,nucleus
2,2.037135,nucleus
2,2.024574,nucleus
1,2.025908,nucleus
2,2.038658,nucleus
2,2.057701,nucleus
2,2.077405,nucleus
1,2.093851,nucleus
2,2.106064,nucleus
2,2.115842,nucleus
2,2.126433,nucleus
1,2.140832,nucleus
2,2.160453,nucleus
4,2.184551,nucleus
2,2.210381,nucleus
2,2.233834,nucleus
4,2.250384,nucleus
2,2.256192,nucleus
4,2.249221,nucleus
2,2.229945,nucleus
2,2.201363,nucleus
2,2.168215,nucleus
3,2.135709,nucleus
2,2.108213,nucleus
2,2.08835,nucleus
2,2.076683,nucleus
2,2.071985,nucleus
4,2.071963,nucleus
1,2.074167,nucleus
2,2.076667,nucleus
1,2.078261,nucleus
1,2.078195,nucleus
2,2.075706,nucleus
2,2.069757,nucleus
2,2.059186,nucleus
2,2.043109,nucleus
2,2.021429,nucleus
2,1.995184,nucleus
3,1.966506,nucleus
3,1.938133,nucleus
2,1.912524,nucleus
2,1.89093,nucleus
1,1.872873,nucleus
2,1.856292,nucleus
1,1.838303,nucleus
2,2.168473,nucleus
4,2.188407,nucleus
2,2.193873,nucleus
2,2.184191,nucleus
2,2.160233,nucleus
3,2.125186,nucleus
3,2.084746,nucleus
3,2.046429,nucleus
2,2.017924,nucleus
1,2.004847,nucleus
2,2.008794,nucleus
1,2.026718,nucleus
3,2.052101,nucleus
2,2.077555,nucleus
3,2.09767,nucleus
2,2.110745,nucleus
2,2.118769,nucleus
3,2.125841,nucleus
3,2.136045,nucleus
2,2.151752,nucleus
2,2.172906,nucleus
2,2.197201,nucleus
2,2.220791,nucleus
3,2.239195,nucleus
2,2.248294,nucleus
1,2.24535,nucleus
5,2.229795,nucleus
1,2.203517,nucleus
2,2.170486,nucleus
2,2.135828,nucleus
3,2.104638,nucleus
2,2.080883,nucleus
1,2.066626,nucleus
2,2.061785,nucleus
2,2.064496,nucleus
4,2.071931,nucleus
2,2.081208,nucleus
