@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Difference_of_Gaussian_1.0_8.0 numeric
@attribute Difference_of_Gaussian_2.0_8.0 numeric
@attribute Difference_of_Gaussian_4.0_8.0 numeric
@attribute Hessian_largest_8.0_true numeric
@attribute Hessian_middle_8.0_true numeric
@attribute Hessian_smallest_8.0_true numeric
@attribute Derivatives_1_1_1_8.0 numeric
@attribute Derivatives_2_2_2_8.0 numeric
@attribute Derivatives_3_3_3_8.0 numeric
@attribute Derivatives_4_4_4_8.0 numeric
@attribute Derivatives_5_5_5_8.0 numeric
@attribute Laplacian_8.0 numeric
@attribute Edges_8.0 numeric
@attribute Structure_largest_8.0_1.0 numeric
@attribute Structure_smallest_8.0_1.0 numeric
@attribute Structure_largest_8.0_3.0 numeric
@attribute Structure_smallest_8.0_3.0 numeric
@attribute class {Spot,NotSpot}

@data
10,11.242593,2.730092,0.976539,0.258164,0.412496,0.081853,-0.160813,-21.563938,-33.684643,-3.448467,5.648119,18.874348,0.310884,10.307135,0.268979,11.679217,0.436625,0.137678,0.057056,0.032412,0.007786,0.000611,-0.002034,-0.000322,0.002264,-0.113035,2.046633,2.802929,0.014927,1.570503,0.033282,11.379227,0.136634,-0.299991,0.093295,0.040821,0.01358,-0.00016,-0.00001,-0,0,0,0.038895,0.283243,0.074507,0.001864,0.070998,0.006232,10.688454,-0.554139,-0.990764,-0.690773,0.008401,0.005606,0.000148,0.000036,-0.000001,0,0,-0,0.002648,0.039559,0.001589,0.000082,0.001814,0.0002,NotSpot
21,12.334238,3.629848,1.111643,0.629096,-0.046793,0.340299,-0.397018,4.996508,60.997894,-5.370587,5.717752,19.517469,0.329252,10.283809,0.28354,11.796109,-0.538129,0.170277,0.085993,0.049567,0.007684,-0.002452,0.000088,0.001342,-0.000723,-0.206703,2.021206,2.761656,0.017213,1.58033,0.031397,11.416405,-0.917833,-0.379704,0.093969,0.03947,0.014808,-0.000393,-0.000014,0,0,0,0.039691,0.281435,0.073631,0.001602,0.070021,0.005991,10.72154,-1.612698,-1.074569,-0.694864,0.00813,0.005457,0.000409,0.000029,-0.000001,0,0,-0,0.002264,0.034918,0.001258,0.000073,0.001534,0.000185,NotSpot
17,12.781773,4.313095,1.302098,0.70825,-0.376175,0.140464,1.165071,-7.740475,-42.177734,-6.323443,5.584824,19.136438,0.523767,10.177884,0.291469,11.747534,-1.034239,0.161952,0.097272,0.048659,0.00315,-0.004095,0.002033,0.002074,-0.002493,-0.210565,1.993928,2.721233,0.014179,1.585114,0.028515,11.431202,-1.350571,-0.316332,0.095179,0.037372,0.015657,-0.000604,-0.000014,0.000001,0,0,0.04215,0.282259,0.074137,0.001339,0.07028,0.005621,10.749378,-2.032394,-0.998156,-0.681824,0.007967,0.005175,0.000605,0.000025,-0.000001,0,0,-0,0.002187,0.03075,0.000997,0.000062,0.001302,0.00017,NotSpot
12,10.610975,2.815693,0.383082,0.083542,0.180602,0.273586,-0.404996,-1.67711,-33.572678,-2.516154,5.317665,17.232767,0.164711,9.226018,0.295668,10.877254,0.266278,0.171097,0.056508,0.044907,0.000926,0.000737,-0.000168,-0.001509,0.001203,-0.182698,1.884223,2.449683,0.024179,1.494529,0.055415,10.622043,0.011067,-0.255211,0.108019,0.032788,0.019924,-0.000132,-0.000007,-0,-0,0,0.055308,0.352081,0.11451,0.003851,0.10527,0.007337,10.393839,-0.217136,-0.483415,-0.228204,0.011801,0.00416,0.003765,0.000104,-0.000001,-0,0,-0,0.011407,0.062707,0.003841,0.000156,0.003595,0.000355,NotSpot
12,10.7572,2.944602,0.294005,0.015354,0.268661,0.40774,-1.201324,-2.019763,23.080271,-2.665951,5.280873,17.318439,0.130026,9.443615,0.270555,10.96175,0.20455,0.154279,0.037533,0.033366,0.006158,-0.000148,-0.000665,-0.000314,0.000962,-0.158446,1.880498,2.432495,0.019106,1.49033,0.049017,10.776494,0.019294,-0.185256,0.103711,0.03244,0.017288,-0.000047,0.000001,-0.000001,-0,0,0.053982,0.338863,0.106066,0.003478,0.097194,0.006599,10.450921,-0.306279,-0.510829,-0.325573,0.011027,0.004579,0.002959,0.000094,-0.000001,-0,0,-0,0.009407,0.059648,0.003485,0.00014,0.00331,0.000315,NotSpot
16,10.847188,3.181369,0.364995,0.129734,0.171054,-0.211388,-0.142384,-1.506114,21.611624,-3.416629,5.237901,17.209095,0.12175,9.615186,0.255505,10.990416,0.143228,0.136466,0.05279,0.023529,0.00642,-0.00113,-0.000839,0.001108,0.000468,-0.107205,1.898712,2.47525,0.01608,1.494979,0.043746,10.910799,0.063611,-0.079617,0.100406,0.033735,0.0131,0.000077,0.000006,-0.000001,-0,-0,0.053571,0.327822,0.099174,0.003186,0.090513,0.006266,10.505651,-0.341537,-0.484765,-0.405149,0.010313,0.004887,0.002201,0.000082,-0.000001,-0,0,-0,0.007628,0.056072,0.003091,0.000124,0.002997,0.00028,NotSpot
13,10.609468,2.972087,0.566472,0.140726,-0.061898,-0.373507,1.652988,8.958086,-59.210205,-3.397832,5.293345,16.931824,0.118091,9.763051,0.25096,11.005419,0.395951,0.114351,0.089507,0.004858,0.002639,-0.000709,-0.000601,0.00099,0.000556,-0.029701,1.936161,2.566699,0.013917,1.507781,0.039821,11.029366,0.419898,0.023947,0.098094,0.035067,0.010179,0.000165,0.000008,-0.000001,-0,-0,0.052848,0.318565,0.093527,0.002938,0.085042,0.00609,10.557035,-0.052432,-0.448383,-0.47233,0.009674,0.005105,0.001522,0.00007,-0.000001,0,0,-0,0.006091,0.052075,0.002679,0.000111,0.002669,0.00025,NotSpot
13,9.889271,2.649709,0.56797,0.403328,-0.188658,0.071173,-0.587629,-1.321862,26.090117,-1.678411,4.988848,16.427881,0.233647,9.89908,0.257169,11.060328,1.171057,0.111588,0.096056,0.025729,0.000121,0.000753,0.000092,-0.000221,0.000367,0.041261,1.982326,2.676432,0.01257,1.525733,0.037257,11.133663,1.244392,0.073336,0.096657,0.036229,0.009146,0.000163,0.000006,-0.000001,-0,0,0.051282,0.310574,0.088811,0.002704,0.080619,0.006006,10.604413,0.715142,-0.455914,-0.52925,0.00912,0.005245,0.000942,0.000058,-0.000001,0,0,-0,0.004817,0.047766,0.002268,0.000099,0.00234,0.000226,NotSpot
7,9.60614,2.271497,1.624701,0.484179,-0.170636,0.194874,0.120098,-16.251606,-6.806287,-0.162617,4.806498,16.613932,0.390587,10.0182,0.271337,11.200799,1.594659,0.092967,0.091089,0.042338,0.003033,0.001644,0.000788,-0.000823,-0.000812,0.044216,2.020132,2.760745,0.012531,1.544866,0.035796,11.223551,1.617411,0.022752,0.095964,0.037203,0.009676,0.000052,0.000001,-0.000001,-0,0,0.049085,0.303514,0.084852,0.002461,0.077161,0.005961,10.64697,1.04083,-0.553829,-0.576581,0.008663,0.00531,0.000471,0.000046,-0.000001,0,0,-0,0.003824,0.043283,0.001877,0.000089,0.002023,0.000206,NotSpot
18,10.695181,2.565529,0.289725,0.158004,-0.095837,0.029685,-0.08164,20.780668,16.895918,-2.69725,5.521641,17.927921,0.342963,10.099287,0.286927,11.412213,0.717032,0.103404,0.076106,0.014737,0.009096,0.001097,0.000987,-0.000371,-0.001905,-0.042035,2.031554,2.783235,0.014351,1.561662,0.034783,11.296015,0.600834,-0.116199,0.09587,0.037803,0.011026,-0.000152,-0.000004,-0,0,0,0.047042,0.297534,0.081696,0.002188,0.07467,0.005895,10.684963,-0.010218,-0.72725,-0.611052,0.008303,0.005294,0.000101,0.000036,-0.000001,0,0,-0,0.003109,0.03879,0.001525,0.000079,0.001732,0.00019,NotSpot
17,11.772008,3.303348,0.928888,0.333756,-0.069368,0.161448,-0.40782,-9.936442,22.847378,-4.565992,5.624423,18.731548,0.302939,10.116159,0.298928,11.585238,-0.186769,0.158895,0.065438,0.05193,0.011765,-0.00032,0.000654,0.000251,-0.001536,-0.145386,2.012161,2.749165,0.018005,1.573901,0.033279,11.346725,-0.425282,-0.238513,0.096321,0.0376,0.012474,-0.000401,-0.000009,0,0,0,0.046247,0.293288,0.079575,0.001875,0.073222,0.005744,10.717452,-1.054556,-0.867786,-0.629273,0.008048,0.005179,0.000176,0.000027,-0.000001,0,0,-0,0.002693,0.034481,0.001223,0.00007,0.001476,0.000176,NotSpot
13,11.996247,4.023699,0.540986,0.094368,-0.041872,0.081349,1.907307,-2.008666,-55.731949,-4.659053,5.343403,18.276789,0.464053,10.051815,0.303501,11.592476,-0.403771,0.178727,0.061433,0.037647,0.007328,-0.001348,-0.000002,0.000487,0.000272,-0.154941,1.986663,2.709803,0.017124,1.580554,0.030558,11.374504,-0.621743,-0.217972,0.097191,0.03629,0.013665,-0.000634,-0.00001,0.000001,0,-0,0.047236,0.291384,0.078761,0.001534,0.072919,0.005453,10.745009,-1.251238,-0.847466,-0.629495,0.007897,0.004946,0.00038,0.000021,-0.000001,0,0,-0,0.002571,0.030572,0.000981,0.000061,0.001264,0.000161,NotSpot
12,10.463777,3.034607,0.392435,0.200592,-0.09509,0.219375,-0.156822,-7.331651,67.775322,-3.22645,4.977417,15.696303,0.210089,8.762027,0.325484,10.469416,0.005639,0.152612,0.07074,0.067843,-0.000708,0.00072,0.001311,-0.001177,-0.001127,-0.155509,1.837479,2.367695,0.023331,1.473249,0.056535,10.460979,-0.002797,-0.008436,0.11112,0.021749,0.010117,-0.000132,-0.000011,-0,0,0,0.079255,0.363334,0.120935,0.004108,0.105757,0.007067,10.405371,-0.058406,-0.064045,-0.055609,0.01151,0.004223,0.004173,0.000116,-0.000001,-0,0,-0,0.011561,0.059564,0.003479,0.000148,0.003333,0.000333,NotSpot
13,10.607257,3.050975,0.655384,0.093488,0.027898,0.003262,0.137969,1.360963,-7.168692,-3.612871,5.070627,16.013779,0.213404,9.000283,0.299474,10.589443,-0.017814,0.127029,0.053539,0.052928,0.006591,-0.000225,0.000007,-0.000504,-0.00123,-0.126418,1.831416,2.33746,0.017525,1.465208,0.049242,10.611838,0.004581,0.022395,0.106805,0.018652,0.012924,-0.000058,-0.000006,-0.000001,-0,0,0.075229,0.353061,0.114225,0.003766,0.099273,0.006492,10.458747,-0.14851,-0.130696,-0.153091,0.010789,0.004469,0.003432,0.000104,-0.000001,-0,0,-0,0.009753,0.056718,0.003162,0.000133,0.003067,0.000298,NotSpot
13,10.392694,2.868412,0.447763,0.088297,0.178932,-0.205253,0.43087,2.755176,-46.328609,-3.227877,5.224739,16.23666,0.179096,9.194761,0.283309,10.618495,0.225801,0.09876,0.065935,0.026182,0.007996,-0.001308,-0.001859,0.00053,0.001038,-0.059008,1.853415,2.381235,0.013546,1.468004,0.043562,10.747858,0.355164,0.129363,0.103514,0.021387,0.009682,0.000072,-0.000001,-0.000001,-0,0,0.072445,0.343963,0.108397,0.003481,0.09379,0.006059,10.510207,0.117513,-0.108288,-0.237651,0.010123,0.004675,0.002674,0.00009,-0.000001,-0,0,-0,0.008123,0.053468,0.002818,0.000119,0.002781,0.000265,NotSpot
7,10.085767,2.394177,0.491161,0.245782,0.257834,0.313672,-1.283416,-9.541713,64.307838,-2.639556,5.386986,16.195566,0.144874,9.364711,0.278456,10.616036,0.53027,0.097483,0.073146,0.009133,0.003219,-0.00172,-0.002202,0.001156,0.003137,0.03347,1.893288,2.476325,0.011453,1.481011,0.039558,10.872469,0.786702,0.256433,0.101254,0.024615,0.006878,0.000178,0.000003,-0.000001,-0,0,0.069761,0.33587,0.103286,0.003235,0.089124,0.005765,10.558834,0.473067,-0.057202,-0.313635,0.009523,0.004818,0.001984,0.000076,-0.000001,0,0,-0,0.00669,0.049871,0.002461,0.000106,0.002485,0.000238,NotSpot
12,9.624611,2.388952,0.434736,0.100033,0.035554,-0.186496,0.354473,13.516429,-53.466702,-2.05425,5.059084,15.652642,0.204292,9.524302,0.284464,10.656777,1.032166,0.122737,0.05776,0.051411,-0.001488,-0.001224,-0.000082,0.001136,0.001368,0.116388,1.937887,2.588159,0.01084,1.500854,0.037175,10.986249,1.361638,0.329472,0.099877,0.027583,0.005781,0.0002,0.000005,-0.000001,-0,0,0.066513,0.328335,0.098648,0.003005,0.085139,0.005596,10.603985,0.979374,-0.052793,-0.382264,0.009003,0.004913,0.001387,0.000061,-0.000001,0,0,-0,0.005477,0.045997,0.002105,0.000095,0.00219,0.000214,NotSpot
10,9.289837,2.119817,1.335569,0.19692,-0.325302,0.043162,-0.058858,-5.44048,33.107262,-0.587328,4.68392,15.473686,0.320881,9.67347,0.296643,10.804523,1.514687,0.11105,0.07291,0.052711,0.000413,-0.000084,0.00245,0.000603,-0.00286,0.131248,1.975376,2.679187,0.011135,1.522945,0.036104,11.088428,1.798591,0.283904,0.099202,0.030371,0.006156,0.00011,0.000004,-0.000001,-0,0,0.062674,0.320965,0.094318,0.002764,0.081784,0.005515,10.644814,1.354978,-0.159709,-0.443613,0.008572,0.004963,0.000899,0.000047,-0.000001,0,0,-0,0.004508,0.041947,0.001763,0.000085,0.001906,0.000196,NotSpot
9,9.953993,2.353814,0.83323,0.334449,-0.272892,0.170061,0.327195,-8.277852,10.840657,-1.855033,5.077976,16.375706,0.294062,9.79448,0.308702,11.052586,1.098593,0.100299,0.068214,0.021831,0.008484,0.001201,0.002363,-0.000359,-0.003883,0.053916,1.99257,2.716155,0.013089,1.543071,0.035623,11.175006,1.221013,0.12242,0.099033,0.032797,0.007352,-0.000083,0.000001,-0,-0,0,0.058884,0.313823,0.090356,0.002486,0.079111,0.005464,10.681546,0.727553,-0.371039,-0.49346,0.008232,0.004961,0.000515,0.000035,-0.000001,0,0,-0,0.003786,0.037859,0.001451,0.000076,0.001645,0.00018,NotSpot
16,10.772428,3.020907,0.659047,0.471537,0.127124,-0.114344,0.934025,4.445304,-53.220196,-3.208418,5.163441,17.162453,0.288131,9.859995,0.315923,11.289159,0.516731,0.147312,0.090323,0.004689,0.015275,0.001973,-0.000316,-0.001401,-0.000432,-0.0523,1.981921,2.696519,0.018228,1.55842,0.034686,11.240763,0.468335,-0.048396,0.099282,0.034327,0.008756,-0.000332,-0.000003,0,0,-0,0.056199,0.307561,0.087071,0.002151,0.077261,0.005373,10.713223,-0.059204,-0.575935,-0.527539,0.007993,0.004882,0.000227,0.000025,-0.000001,0,0,-0,0.003338,0.0339,0.00118,0.000068,0.001414,0.000166,NotSpot
17,10.986371,3.482239,0.83834,0.417453,0.361119,-0.134118,-1.187673,11.015282,40.3894,-3.061352,4.927917,17.063011,0.363833,9.847661,0.314843,11.37482,0.388449,0.186223,0.081196,0.022096,0.013665,0.001738,-0.002436,-0.001652,0.002784,-0.082931,1.96225,2.663851,0.019714,1.567618,0.032404,11.283279,0.296908,-0.09154,0.09983,0.034407,0.010107,-0.000574,-0.000006,0.000001,0,-0,0.055316,0.303088,0.084903,0.001763,0.076428,0.005166,10.740294,-0.246077,-0.634525,-0.542985,0.007852,0.004701,0.000016,0.000016,-0.000001,0,0,-0,0.003168,0.030273,0.00096,0.000059,0.001222,0.000152,NotSpot
18,10.173732,3.339605,0.823647,0.070702,-0.127944,-0.302505,0.836447,3.540415,14.198696,-4.233954,4.634193,14.215866,0.328252,8.492014,0.326984,10.117034,-0.056698,0.118126,0.085132,0.021192,0.007928,-0.000556,0.000801,-0.000377,-0.002192,-0.054186,1.769407,2.216979,0.016068,1.430461,0.050609,10.424994,0.251263,0.307961,0.109943,0.010352,0.000763,0.000019,-0.000012,-0,0,0,0.098828,0.36101,0.119174,0.003941,0.100804,0.007075,10.468679,0.294948,0.351645,0.043685,0.010561,0.004278,0.003942,0.000112,-0.000001,-0,-0,-0,0.010225,0.053698,0.002845,0.000126,0.002828,0.000279,NotSpot
14,9.628799,2.81089,0.566146,0.247773,0.112485,0.204368,-0.002982,3.234607,7.792792,-2.492517,4.8171,14.602114,0.287817,8.705212,0.311899,10.172013,0.543214,0.089939,0.080364,0.006576,0.007996,-0.000178,-0.000886,-0.000824,0.000424,0.016152,1.794332,2.257357,0.011865,1.431476,0.043836,10.560357,0.931558,0.388344,0.106698,0.007019,0.005774,0.000135,-0.000009,-0.000001,-0,0,0.093905,0.354657,0.114966,0.003669,0.096471,0.00633,10.516608,0.887809,0.344595,-0.043749,0.009946,0.004396,0.003205,0.000096,-0.000001,-0,-0,-0,0.008756,0.050761,0.002548,0.000113,0.002567,0.00025,NotSpot
9,9.514772,2.216852,0.507404,0.164057,0.312494,0.659183,-1.523552,-14.557184,1.135923,-2.5602,5.189398,14.963172,0.243883,8.894559,0.308696,10.175118,0.660346,0.110857,0.035507,0.033509,0.00217,-0.000419,-0.001334,0.00007,0.00208,0.108858,1.837731,2.353291,0.009919,1.44462,0.039365,10.689275,1.174502,0.514156,0.104519,0.012191,0.002912,0.000244,-0.000003,-0.000001,-0,0,0.089416,0.348693,0.111037,0.003433,0.092662,0.005781,10.562228,1.047456,0.38711,-0.127047,0.00939,0.004478,0.002524,0.00008,-0.000001,0,-0,-0,0.007436,0.047553,0.002243,0.000102,0.002302,0.000225,NotSpot
16,9.487892,2.093081,1.180978,0.236582,0.29365,-0.328784,-1.144079,-0.208405,33.698227,-3.510641,5.125299,14.778648,0.209096,9.076189,0.315141,10.218436,0.730544,0.131823,0.075447,0.018022,-0.00305,-0.000955,-0.000035,0.001371,0.00088,0.189248,1.881622,2.465402,0.00991,1.466431,0.036948,10.811476,1.323584,0.59304,0.103236,0.017205,0.001449,0.00028,0.000001,-0.000001,-0,0,0.084583,0.342641,0.107126,0.003214,0.089238,0.005423,10.604926,1.117034,0.38649,-0.20655,0.008905,0.004541,0.001928,0.000063,-0.000001,0,0,-0,0.006292,0.044106,0.001938,0.000092,0.002039,0.000203,NotSpot
14,9.225957,2.163358,0.839794,0.680409,-0.090105,-0.641246,1.298891,14.512527,-45.951691,-2.322743,4.724881,14.550271,0.234456,9.254925,0.325235,10.38558,1.159623,0.122063,0.102448,0.024643,-0.001228,-0.000771,0.001249,0.001463,-0.001261,0.199868,1.918268,2.562777,0.010601,1.491897,0.036117,10.92551,1.699553,0.53993,0.102616,0.022129,0.001347,0.000211,0.000005,-0.000001,-0,-0,0.079141,0.335999,0.103024,0.002985,0.086149,0.005221,10.643823,1.417866,0.258243,-0.281688,0.008502,0.004588,0.001437,0.000048,-0.000001,0,0,-0,0.005351,0.040486,0.001644,0.000082,0.001788,0.000185,NotSpot
13,9.50331,2.384471,0.395931,0.121733,-0.086483,-0.129923,1.263703,-0.655048,-5.176548,-1.866808,4.761832,15.235428,0.24625,9.416837,0.333349,10.681936,1.178626,0.111703,0.055335,0.054276,0.007506,0.000407,0.000484,0.000025,-0.001028,0.110645,1.941314,2.61793,0.012535,1.516142,0.036047,11.026396,1.523086,0.34446,0.102419,0.026748,0.002106,0.000039,0.000005,-0.000001,-0,-0,0.073564,0.328671,0.098751,0.002715,0.083463,0.005118,10.679098,1.175788,-0.002838,-0.347298,0.008183,0.004608,0.001049,0.000034,-0.000001,0,0,-0,0.004624,0.036798,0.001371,0.000074,0.001555,0.00017,NotSpot
13,10.189597,2.867136,1.012454,0.27777,0.332473,0.384,0.227524,-4.447372,5.414986,-2.132452,4.884328,16.343422,0.331866,9.534167,0.335394,10.996626,0.807029,0.142088,0.094785,0.024363,0.016179,0.001655,-0.001739,-0.001673,0.001256,-0.022939,1.942458,2.620773,0.0186,1.535639,0.035641,11.107985,0.918387,0.111359,0.10252,0.030418,0.00327,-0.000196,0.000003,0,-0,-0,0.068832,0.321223,0.09466,0.00238,0.081363,0.005041,10.709777,0.52018,-0.286849,-0.398208,0.007958,0.004571,0.000757,0.000022,-0.000001,0,0,-0,0.004144,0.033191,0.001131,0.000065,0.00135,0.000157,NotSpot
11,10.721855,3.214141,1.114716,0.455271,0.485468,0.672223,-2.905768,-13.946869,34.49865,-2.554697,5.069458,17.07925,0.369979,9.579734,0.328513,11.176779,0.454924,0.194454,0.074464,0.02599,0.017241,0.001842,-0.002609,-0.002096,0.001949,-0.094001,1.934438,2.603657,0.022298,1.548486,0.033916,11.166386,0.44453,-0.010393,0.102801,0.03236,0.004636,-0.000433,-0.000001,0.000001,-0,-0,0.065805,0.314785,0.091348,0.001972,0.080116,0.004908,10.736192,0.014337,-0.440587,-0.430194,0.007827,0.004444,0.000543,0.000012,-0.000001,0,0,-0,0.003926,0.029847,0.000932,0.000056,0.001178,0.000143,NotSpot
12,9.084394,2.838314,0.866839,0.120279,0.035019,0.163857,0.685123,0.278244,-31.875275,-2.091754,4.134201,12.432985,0.396499,7.976965,0.354581,9.651719,0.567325,0.136814,0.126483,0.024207,0.006029,-0.000889,0.000292,-0.000066,-0.000283,0.013876,1.702427,2.081784,0.016407,1.387838,0.054364,10.235501,1.151107,0.583782,0.112659,0.01628,0.006471,0.00017,-0.000015,0,0,0,0.122468,0.360438,0.119379,0.003977,0.101098,0.008029,10.480568,1.396173,0.828849,0.245067,0.010338,0.004429,0.004012,0.000117,-0.000001,-0,-0,-0,0.010756,0.050704,0.002548,0.000118,0.002601,0.00026,NotSpot
9,8.545119,2.195533,1.063221,0.656352,-0.127257,0.465832,0.469543,-5.368329,24.113285,-0.47596,4.219985,12.83473,0.413824,8.199306,0.343162,9.757071,1.211951,0.122692,0.095552,0.040625,0.00311,0.001591,0.000795,-0.001704,-0.000743,0.067766,1.730095,2.11895,0.011972,1.387228,0.045797,10.366224,1.821105,0.609154,0.109534,0.009328,0.002795,0.000257,-0.000015,-0,-0,0,0.116067,0.357383,0.117139,0.003723,0.097835,0.006975,10.52475,1.97963,0.767679,0.158525,0.009778,0.004054,0.003731,0.0001,-0.000001,-0,-0,-0,0.009455,0.048049,0.002292,0.000107,0.002364,0.000234,NotSpot
12,8.493936,1.715357,0.828771,0.341536,-0.216715,-0.252658,0.966992,16.014122,-20.936869,-1.228123,4.69023,13.334102,0.389487,8.399508,0.342873,9.77378,1.279844,0.132508,0.048292,0.018995,-0.002403,0.002603,0.001142,-0.001415,-0.00165,0.161805,1.777264,2.215245,0.009719,1.400523,0.040308,10.496243,2.002308,0.722464,0.107497,0.005196,0.002444,0.000351,-0.000009,-0.000001,-0,0,0.110249,0.354374,0.11494,0.0035,0.094917,0.006137,10.567164,2.073229,0.793385,0.070921,0.009267,0.004088,0.003077,0.000082,-0.000001,-0,-0,-0,0.008256,0.045201,0.002033,0.000097,0.002127,0.000211,NotSpot
7,8.413034,1.61585,0.123122,0.00668,0.125845,0.126518,-0.475211,-10.247225,-8.414294,-1.486048,4.90952,13.425826,0.302554,8.595464,0.349171,9.814466,1.401431,0.149152,0.079509,0.017421,-0.00503,0.001773,0.00052,0.000023,-0.000738,0.246082,1.821462,2.328034,0.010602,1.424422,0.037425,10.624501,2.211467,0.810036,0.106362,0.007481,0.005279,0.000391,-0.000002,-0.000001,-0,-0,0.10416,0.350773,0.112408,0.003296,0.092173,0.005539,10.607219,2.194184,0.792753,-0.017282,0.008819,0.004131,0.002498,0.000064,-0.000001,0,-0,-0,0.007186,0.042154,0.001775,0.000087,0.001895,0.000191,NotSpot
11,8.453493,1.706536,1.242884,0.507396,0.389629,0.067926,-1.377239,-4.341485,40.472008,-0.971047,4.680334,13.596117,0.382527,8.796768,0.356208,9.994232,1.540739,0.141547,0.106734,0.005854,-0.001523,0.000227,-0.00085,0.000872,0.001799,0.242427,1.860137,2.434467,0.011931,1.45372,0.036452,10.748803,2.29531,0.754571,0.105855,0.014098,0.00558,0.000341,0.000005,-0.000001,-0,-0,0.097336,0.345904,0.109208,0.003085,0.089524,0.005158,10.644,2.190507,0.649768,-0.104803,0.008445,0.004186,0.00202,0.000047,-0.000001,0,0,-0,0.006278,0.038939,0.001523,0.000079,0.001673,0.000174,NotSpot
8,9.248013,2.299559,1.362506,0.470553,0.366566,-0.125731,0.08952,1.37761,-23.075731,-1.407606,4.805702,14.895447,0.420183,8.993775,0.359672,10.335747,1.087733,0.103755,0.059998,0.049112,0.00627,-0.000949,-0.001782,0.000633,0.00301,0.114641,1.893094,2.514,0.012613,1.482973,0.036458,10.863149,1.615135,0.527402,0.105692,0.020779,0.005177,0.000196,0.00001,-0.000001,-0,-0,0.090089,0.339441,0.105262,0.002835,0.08702,0.004943,10.677636,1.429623,0.341889,-0.185513,0.008146,0.004236,0.001641,0.000032,-0.000001,0,0,-0,0.005551,0.035632,0.001287,0.000071,0.001468,0.00016,NotSpot
13,10.520165,3.105233,0.915668,0.608738,0.219666,-0.275769,-0.197179,8.044952,8.178044,-2.798303,5.216198,16.775272,0.474167,9.159402,0.356691,10.725148,0.204983,0.136435,0.07824,0.010203,0.013265,-0.001407,-0.001582,0.000038,0.001494,-0.068399,1.908654,2.547256,0.018255,1.50787,0.036347,10.960372,0.440207,0.235224,0.105718,0.026593,0.004189,-0.000011,0.00001,-0,-0,-0,0.083314,0.331811,0.100906,0.002515,0.084861,0.004832,10.707147,0.186981,-0.018002,-0.253225,0.007935,0.004245,0.001354,0.000019,-0,0,0,-0,0.005044,0.032361,0.001076,0.000063,0.001286,0.000147,NotSpot
16,11.4238,3.458204,0.889396,0.213819,-0.099645,0.190405,1.026738,4.079098,-13.715231,-4.13378,5.636052,18.157879,0.517691,9.262745,0.345616,10.992512,-0.431288,0.201225,0.062326,0.040887,0.015306,-0.001281,-0.000564,-0.000252,-0.001033,-0.179786,1.913316,2.55216,0.023823,1.525812,0.03511,11.034872,-0.388927,0.04236,0.105815,0.030554,0.002776,-0.000229,0.000006,0,-0,-0,0.078037,0.324267,0.096864,0.002111,0.083367,0.004747,10.732752,-0.691048,-0.25976,-0.30212,0.007812,0.004174,0.001141,0.000008,-0,0,0,-0,0.004779,0.029293,0.000899,0.000054,0.001133,0.000134,NotSpot
