@relation segment

@attribute original numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Hessian_largest_1.0_true numeric
@attribute Hessian_middle_1.0_true numeric
@attribute Hessian_smallest_1.0_true numeric
@attribute Derivatives_1_1_1_1.0 numeric
@attribute Derivatives_2_2_2_1.0 numeric
@attribute Derivatives_3_3_3_1.0 numeric
@attribute Derivatives_4_4_4_1.0 numeric
@attribute Derivatives_5_5_5_1.0 numeric
@attribute Laplacian_1.0 numeric
@attribute Edges_1.0 numeric
@attribute Structure_largest_1.0_1.0 numeric
@attribute Structure_smallest_1.0_1.0 numeric
@attribute Structure_largest_1.0_3.0 numeric
@attribute Structure_smallest_1.0_3.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Difference_of_Gaussian_1.0_2.0 numeric
@attribute Hessian_largest_2.0_true numeric
@attribute Hessian_middle_2.0_true numeric
@attribute Hessian_smallest_2.0_true numeric
@attribute Derivatives_1_1_1_2.0 numeric
@attribute Derivatives_2_2_2_2.0 numeric
@attribute Derivatives_3_3_3_2.0 numeric
@attribute Derivatives_4_4_4_2.0 numeric
@attribute Derivatives_5_5_5_2.0 numeric
@attribute Laplacian_2.0 numeric
@attribute Edges_2.0 numeric
@attribute Structure_largest_2.0_1.0 numeric
@attribute Structure_smallest_2.0_1.0 numeric
@attribute Structure_largest_2.0_3.0 numeric
@attribute Structure_smallest_2.0_3.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Difference_of_Gaussian_1.0_4.0 numeric
@attribute Difference_of_Gaussian_2.0_4.0 numeric
@attribute Hessian_largest_4.0_true numeric
@attribute Hessian_middle_4.0_true numeric
@attribute Hessian_smallest_4.0_true numeric
@attribute Derivatives_1_1_1_4.0 numeric
@attribute Derivatives_2_2_2_4.0 numeric
@attribute Derivatives_3_3_3_4.0 numeric
@attribute Derivatives_4_4_4_4.0 numeric
@attribute Derivatives_5_5_5_4.0 numeric
@attribute Laplacian_4.0 numeric
@attribute Edges_4.0 numeric
@attribute Structure_largest_4.0_1.0 numeric
@attribute Structure_smallest_4.0_1.0 numeric
@attribute Structure_largest_4.0_3.0 numeric
@attribute Structure_smallest_4.0_3.0 numeric
@attribute class {Spot,NotSpot}

@data
117,71.320816,24.424145,24.157587,3.658522,-1.459755,-4.420163,4.14964,-25.488976,-145.457962,-52.24025,15.494467,150.436798,119.267822,77.525131,29.43416,41.56144,-29.759377,4.152529,2.775737,1.573641,-0.021981,-0.077527,0.005652,0.020793,-0.008476,-8.501905,3.573189,15.077102,3.910342,10.655097,2.435588,30.025772,-41.295044,-11.535667,0.22979,0.191883,0.129861,-0.000699,-0.000267,0.000003,0.000002,-0,-0.551534,0.589246,0.307537,0.033275,0.240354,0.101119,Spot
76,61.001949,17.914696,13.120213,4.317669,5.570361,-2.694443,-21.839781,-43.194805,297.506195,-26.717239,20.905287,165.658737,108.902443,78.046608,28.439133,40.436314,-20.565636,4.092622,2.308586,0.954983,0.116504,-0.056363,-0.019447,0.012732,0.01849,-7.356192,3.861629,14.039389,5.164374,10.504692,2.362684,30.039299,-30.96265,-10.397015,0.22201,0.197833,0.121973,0.000023,-0.000251,-0.000003,0.000001,0,-0.541817,0.559343,0.273812,0.036481,0.22327,0.106374,Spot
58,43.184048,11.681055,6.868751,3.260782,4.064744,-0.18296,-0.996021,88.718735,-85.697449,1.551523,16.475803,141.03421,62.082626,75.462753,25.467983,37.34214,-5.841908,3.596191,1.427869,0.27107,0.178236,-0.00569,-0.025395,-0.004169,0.019551,-4.75299,4.173439,13.073046,5.372138,10.028597,2.17237,29.829397,-13.35465,-7.512743,0.205555,0.183433,0.103049,0.000684,-0.000193,-0.000008,0.000001,0,-0.492037,0.595301,0.304272,0.030667,0.21877,0.105247,Spot
54,45.044449,10.457161,9.44673,4.915051,-1.43231,0.890198,-1.103607,19.007776,13.63029,-3.904619,17.692059,153.633698,53.980206,67.890083,26.982983,37.048817,-7.995632,3.026674,1.706063,0.30049,-0.137282,0.008237,0.009365,-0.009195,-0.002732,-5.033227,5.226151,19.166449,3.992785,10.022033,2.309453,29.400141,-15.644308,-7.648676,0.191015,0.156307,0.108615,-0.003006,-0.000177,0.000009,0.000001,-0,-0.455937,0.785424,0.523462,0.021705,0.293824,0.084776,Spot
90,65.247421,20.5919,15.733263,1.316628,-3.131424,-1.143363,1.081512,-45.693127,24.372143,-35.008533,21.405106,177.381226,114.752373,74.096809,30.123699,40.96368,-24.283741,3.636896,2.349543,2.10559,-0.126578,-0.045685,0.015567,0.005034,-0.013556,-8.092029,4.471477,18.1696,4.48627,10.604001,2.493041,29.839264,-35.408157,-11.124416,0.21645,0.185104,0.129501,-0.002502,-0.000252,0.000008,0.000002,-0,-0.531055,0.679411,0.402471,0.029011,0.268321,0.09507,Spot
139,77.309914,27.195276,23.470551,9.784391,-2.26911,-3.254298,5.433189,19.192013,35.56456,-60.450218,14.521365,176.385361,142.050522,77.650757,31.218525,42.683815,-34.626099,4.043041,3.043777,2.43221,-0.062753,-0.080368,0.008062,0.015299,-0.008827,-9.519029,3.366471,16.573011,4.370164,10.835099,2.556806,30.067215,-47.242699,-12.6166,0.231492,0.197736,0.135638,-0.001674,-0.000287,0.000005,0.000002,-0,-0.564866,0.595685,0.314928,0.036509,0.245429,0.104161,Spot
72,66.351151,22.583704,11.221651,2.089677,1.604482,0.277514,0.288729,37.462631,-120.555641,-31.715679,21.618824,168.346939,140.31427,77.837265,30.020643,41.430664,-24.920486,4.144399,2.189713,1.977065,0.015142,-0.066333,-0.007256,0.010472,0.007223,-8.311176,3.905016,15.794698,5.197727,10.684926,2.487325,30.055338,-36.295815,-11.375326,0.223074,0.197084,0.131215,-0.000688,-0.000271,0.000002,0.000002,-0,-0.551372,0.579632,0.294828,0.037389,0.231234,0.109164,Spot
22,46.390408,14.170519,9.034681,3.824389,2.815491,1.982308,-4.004743,-48.904346,-1.871682,1.31145,17.108768,151.550278,75.006264,74.845604,26.76326,38.007465,-8.382942,3.679081,1.505849,0.251975,0.061736,-0.0182,-0.014759,-0.001707,0.014072,-5.436905,4.504508,15.013609,5.457961,10.192323,2.290105,29.816029,-16.574379,-8.191437,0.207818,0.171431,0.116817,0.000288,-0.00021,-0.000001,0.000001,0,-0.496067,0.627946,0.338418,0.03034,0.229425,0.107315,Spot
18,39.893074,11.973393,4.784984,2.77371,1.029199,-2.045037,11.182438,-19.191504,-344.460144,4.4147,14.614462,139.321335,43.207859,66.277573,26.469635,36.057297,-3.835777,2.868125,1.485282,0.135432,0.002468,0.009847,-0.009385,-0.000735,0.004921,-4.217976,5.213812,18.833454,3.8328,9.857636,2.24664,29.320328,-10.572746,-6.736969,0.183999,0.164207,0.090299,-0.003798,-0.000153,0.000003,0.000001,0,-0.438506,0.794064,0.531562,0.022694,0.29388,0.083044,Spot
40,54.388332,14.302056,11.422713,5.823715,3.114413,0.536073,-15.898068,17.520569,65.187553,-8.703057,21.327072,179.068619,83.843674,71.93631,29.380592,39.728199,-14.660133,3.388358,2.24857,1.353714,-0.039837,-0.019254,-0.005911,-0.003791,0.011644,-6.990643,4.880206,18.69512,4.286448,10.436928,2.41887,29.729445,-24.658888,-9.998755,0.210239,0.183692,0.115473,-0.003258,-0.000225,0.000005,0.000001,-0,-0.509404,0.705506,0.427809,0.029982,0.271625,0.093595,Spot
54,64.140526,19.248064,8.808381,2.532329,-0.051406,2.387431,-6.623868,-13.253438,285.987579,-25.524115,22.872786,177.008667,109.454247,75.095703,30.265905,41.388065,-22.75246,3.663929,2.843048,1.854811,-0.081184,-0.043064,0.004105,-0.003446,0.001252,-8.361788,4.171265,17.500336,3.961623,10.676451,2.479375,29.93211,-34.208416,-11.455956,0.224913,0.190536,0.124952,-0.00234,-0.000261,0.000007,0.000002,-0,-0.540401,0.640134,0.356557,0.03585,0.252356,0.102458,Spot
45,58.149563,17.537439,9.518541,6.99682,-3.642235,2.182292,17.313356,-51.726498,-274.297058,-15.015718,20.651539,153.992523,109.762344,75.086769,28.945385,40.301205,-17.848358,3.80359,2.29769,1.321287,-0.102646,-0.043038,0.011141,-0.000414,-0.012303,-7.422567,4.366362,16.786589,4.631706,10.541966,2.414665,29.900352,-28.24921,-10.400852,0.218569,0.184036,0.123,-0.001207,-0.00025,0.000007,0.000002,-0,-0.525604,0.633751,0.346785,0.035313,0.2415,0.106828,Spot
27,44.00597,14.456287,8.213263,2.868051,-1.576859,0.810544,-0.468104,16.657854,41.990765,3.374973,13.758574,123.282524,65.311989,72.088753,25.693909,37.187523,-6.818447,3.461497,1.562715,0.030548,-0.093725,-0.020997,0.007797,0.002147,-0.007892,-4.993664,4.562325,15.631124,4.793485,10.068341,2.227511,29.646915,-14.359055,-7.540607,0.205078,0.153304,0.111933,-0.000041,-0.000196,0.000006,0.000001,-0,-0.470315,0.679332,0.391969,0.02887,0.241583,0.104733,Spot
18,32.37558,4.258893,3.613682,0.841689,-0.442413,0.308629,7.162155,-19.978508,-159.047852,1.4869,5.439804,30.472321,23.100456,61.362598,15.645087,31.996,-0.37958,2.396422,1.422624,0.763557,0.09368,0.034069,0.001979,-0.006684,-0.008969,-1.737356,3.461128,12.259751,2.661653,9.559375,2.238969,29.675367,-2.700212,-2.320633,0.202746,0.15242,0.074594,-0.001486,-0.000001,-0.000001,-0.000001,0,-0.280571,0.879936,0.641749,0.027016,0.338057,0.105533,Spot
36,41.494095,6.66006,5.48132,2.08805,0.613977,-0.530166,-11.787237,25.502884,93.851707,-0.90931,8.800664,65.336098,38.191227,71.015144,20.409163,36.526215,-4.96788,3.02087,1.624466,0.952654,-0.039121,0.013492,-0.001214,-0.000261,0.007599,-3.692683,4.477422,16.553638,3.954758,10.659915,2.659106,30.571247,-10.922848,-5.954967,0.229745,0.186899,0.040559,-0.000625,-0.000096,0.000008,-0,-0,-0.457204,0.834033,0.575175,0.043094,0.315299,0.134774,Spot
49,41.089642,6.641972,3.588824,2.21339,0.672787,-0.476046,5.954952,31.822792,-12.21406,0.839757,10.466057,81.37175,39.182026,70.71698,20.958048,36.707569,-4.382072,3.042717,1.646893,0.853342,0.08642,0.024472,-0.010711,-0.006194,0.003247,-3.836269,4.633582,17.160534,4.091833,10.7056,2.760088,30.491219,-10.598423,-6.216351,0.24119,0.181155,0.027311,-0.001147,-0.000108,0.000002,-0,0,-0.449657,0.850876,0.599055,0.043397,0.327254,0.127121,Spot
31,37.887085,6.602911,3.790084,1.066285,-0.076154,0.257215,12.835288,-21.347019,-206.540863,1.746542,10.20069,77.142815,34.141346,67.58152,20.499441,35.263008,-2.624077,2.825598,1.313462,0.974945,0.151174,0.022724,-0.010917,-0.006565,-0.004097,-3.164116,4.636822,17.298315,3.811108,10.458304,2.785029,30.157103,-7.729982,-5.105906,0.2244,0.166657,0.001381,-0.001839,-0.000098,-0.000005,-0,0,-0.392438,0.910831,0.686374,0.032863,0.351387,0.113076,Spot
49,51.721039,10.082889,9.535668,5.535835,-1.824437,1.152423,-5.577892,-8.532917,204.645935,-6.083055,14.156404,111.229645,64.620644,77.858482,25.443085,40.637604,-11.083435,3.54597,2.259084,0.229353,-0.065949,-0.005363,0.011267,-0.001576,-0.00799,-6.034407,5.030689,19.321674,4.910738,11.412066,3.192012,31.107761,-20.613277,-9.529842,0.25054,0.198098,0.121424,-0.000871,-0.000195,0.000005,0,-0,-0.570062,0.780816,0.511558,0.050446,0.310021,0.142653,Spot
22,54.239845,9.789718,7.9613,6.7657,1.098112,2.089602,12.255855,-61.035255,-380.952911,-8.594118,16.464375,126.530602,72.395592,77.66642,25.982288,41.075119,-13.164726,3.650316,2.373191,0.477248,0.075409,-0.011912,-0.011697,-0.000608,0.007642,-6.500756,5.024254,19.430489,5.186927,11.494665,3.316198,31.000996,-23.23885,-10.074123,0.262504,0.192587,0.109456,-0.001385,-0.000215,-0,0,0,-0.564547,0.814004,0.558294,0.049685,0.330256,0.133232,Spot
45,48.592758,8.18899,6.947222,5.538313,3.544983,-0.596386,-5.582074,57.713573,200.161606,-4.296545,16.041794,131.854752,56.770271,74.045456,25.111229,39.175621,-9.417137,3.396612,1.983025,0.063901,0.165247,-0.010239,-0.023952,0.001188,0.01479,-5.443538,5.251756,20.338734,5.175059,11.244162,3.299712,30.613758,-17.979,-8.561863,0.2417,0.177895,0.081196,-0.001998,-0.000198,-0.000005,0,0,-0.500791,0.906217,0.687837,0.036533,0.362516,0.117567,Spot
27,39.480537,7.854357,4.123894,2.19265,2.668791,0.256189,-8.012539,-21.403084,98.304321,1.537813,12.628674,100.217155,36.573437,67.579781,22.84491,35.673725,-3.806812,2.866289,1.481827,0.724382,0.16557,-0.002439,-0.017464,0.001161,0.006805,-3.623734,5.135348,20.225721,4.102277,10.686871,3.134121,29.989998,-9.49054,-5.683727,0.203477,0.151375,0.03232,-0.002637,-0.000148,-0.000009,0,0,-0.387172,1.005855,0.837614,0.022435,0.393526,0.107775,Spot
58,64.500366,14.19515,12.698449,7.055643,-4.628925,1.964911,19.471083,-83.764069,-216.402283,-19.837957,18.926685,145.74202,87.588074,83.411201,29.135056,44.216854,-20.283512,3.979237,2.710752,1.721908,-0.064628,-0.027974,0.015331,-0.00145,-0.017462,-8.411898,4.608572,19.289822,5.36554,11.89465,3.566893,31.505421,-32.994946,-12.711433,0.264104,0.207968,0.184853,-0.00104,-0.000278,0.000002,0.000001,-0,-0.656926,0.702236,0.425709,0.055167,0.303937,0.144358,Spot
103,71.101349,20.663832,16.231348,1.760327,2.009365,-1.17667,-12.691307,46.477428,266.499786,-35.134853,17.257679,128.045502,116.942924,83.307381,29.679394,44.827377,-26.273972,4.147748,2.988303,2.000819,0.022247,-0.052912,-0.004637,0.008513,0.006289,-9.136869,4.294116,18.875408,5.445207,12.016707,3.706604,31.379105,-39.722244,-13.448273,0.275041,0.202246,0.175366,-0.001462,-0.000303,-0.000001,0.000001,0,-0.652652,0.753498,0.494433,0.051565,0.33163,0.133306,Spot
67,62.000458,15.053068,12.712198,5.785977,5.758461,-1.463902,-18.661085,39.230751,113.781593,-21.97929,18.539951,155.266922,88.120529,79.322418,28.48177,42.504597,-19.495861,3.911553,2.466079,1.303882,0.09295,-0.046222,-0.020101,0.010519,0.021603,-7.681515,5.084954,20.627121,6.256502,11.77925,3.662009,30.956024,-31.044434,-11.548573,0.249279,0.18613,0.148825,-0.001916,-0.000277,-0.000003,0.000001,0,-0.584234,0.878674,0.660729,0.0361,0.370118,0.11789,Spot
58,46.637249,7.342376,6.913313,5.507764,3.056652,-1.728466,5.30925,-24.420986,-181.104965,-5.936828,16.513372,138.798965,52.373428,72.102211,25.717699,38.154285,-8.482964,3.2566,1.776645,0.013606,0.113214,-0.015542,-0.019099,0.003302,0.012271,-5.046851,5.564436,22.507439,5.095105,11.209164,3.437888,30.279848,-16.357401,-7.874437,0.2072,0.156627,0.096976,-0.002376,-0.000208,-0.000005,0.000001,0,-0.460803,1.010446,0.852417,0.022164,0.406389,0.107588,Spot
90,71.852264,18.518206,11.845202,0.569277,-1.153902,-1.679088,9.851451,85.30986,-219.689804,-30.932686,19.969751,157.979874,101.604774,86.381424,30.563421,45.907063,-25.945202,4.207512,2.810412,2.555668,-0.027605,-0.042034,0.004374,0.000802,-0.003696,-9.573591,3.876554,18.242044,5.579098,12.022072,3.695372,31.687813,-40.164452,-14.21925,0.267261,0.229826,0.202323,-0.001142,-0.000325,-0.000002,0.000002,0,-0.69941,0.648571,0.370961,0.055273,0.302496,0.138736,Spot
121,79.541046,23.952919,17.030241,9.758106,0.032857,-2.449474,-7.802799,15.379428,215.883972,-50.741264,14.945793,155.902771,111.026909,86.29583,31.11113,46.515041,-33.026005,4.358604,3.199634,2.779384,-0.055276,-0.07083,0.007295,0.011668,-0.003787,-10.337622,3.389877,18.040464,5.733577,12.181358,3.840837,31.549322,-47.991722,-14.965719,0.275618,0.22363,0.196107,-0.001354,-0.00035,-0,0.000002,0,-0.695355,0.713196,0.454553,0.047325,0.334013,0.127415,Spot
45,67.854507,19.802448,13.486493,3.841782,0.45897,0.878988,-2.490341,-148.137024,-112.699646,-29.447159,18.767365,158.81781,107.498245,82.131248,29.757542,43.966667,-23.88784,4.145531,2.489705,2.034864,-0.052544,-0.058967,0.003925,0.010608,-0.001139,-8.670099,4.75064,20.158794,6.632243,11.970461,3.781969,31.11203,-36.742477,-12.854637,0.24822,0.202251,0.174927,-0.001536,-0.000318,0.000001,0.000002,0,-0.625398,0.855912,0.637238,0.032452,0.374703,0.114935,Spot
58,49.37801,8.285921,7.39533,6.277542,-0.158368,-0.51009,4.450713,84.511147,23.218372,-5.386951,17.292837,148.426361,63.183186,74.5672,26.750254,39.251511,-10.126499,3.449507,1.820555,0.416441,-0.028734,-0.01942,-0.00144,0.000776,0.000841,-5.686503,5.636166,23.039701,5.521587,11.413721,3.530117,30.418106,-18.959904,-8.833405,0.206804,0.168496,0.123753,-0.001722,-0.000235,0.000002,0.000001,0,-0.499054,1.002998,0.846598,0.023259,0.412985,0.106226,Spot
112,68.200348,19.821283,15.531207,6.726701,3.656044,-2.63723,-17.487974,39.446751,177.445557,-28.62579,15.595692,122.585243,111.996223,86.018143,29.35779,45.048843,-23.151505,4.252434,2.90063,1.717189,0.018944,-0.039247,-0.009827,0.002614,0.01322,-8.870254,3.975652,17.024513,5.312447,11.773259,3.545467,31.609648,-36.590698,-13.439196,0.258558,0.230988,0.198661,-0.001163,-0.000323,-0.000004,0.000002,0,-0.688207,0.670832,0.396857,0.049114,0.31172,0.126964,Spot
72,72.587532,22.254379,16.104166,1.878917,-2.71853,0.301691,9.203681,-74.139732,-201.000732,-36.47963,15.743221,141.970947,107.153618,85.864983,29.907858,45.471317,-27.116215,4.360943,2.953814,2.116233,-0.116413,-0.054579,0.014615,0.004765,-0.012269,-9.43099,3.848562,17.569286,5.779121,11.961758,3.688285,31.466309,-41.121223,-14.005009,0.266941,0.225602,0.190766,-0.001038,-0.000344,0.000001,0.000002,-0,-0.683309,0.734377,0.479042,0.048166,0.341235,0.119077,Spot
67,61.752762,16.468096,8.58675,7.145203,-6.212526,-0.865954,18.083368,81.028481,-57.389874,-17.909643,18.388662,151.885696,99.365936,81.751808,28.604317,42.993809,-18.758953,4.03935,2.408589,1.410974,-0.189368,-0.041558,0.026224,0.001239,-0.024343,-7.858912,4.91216,20.006346,6.336884,11.784971,3.63031,31.038349,-30.714413,-11.95546,0.252069,0.203269,0.160242,-0.000831,-0.000309,0.000005,0.000002,-0,-0.615579,0.863613,0.646199,0.041308,0.378469,0.113659,Spot
27,46.383095,9.65771,6.45076,3.354428,-3.469219,0.632224,-0.913617,-2.033823,7.307449,-0.147478,14.686731,128.767136,61.151226,74.353889,25.681736,38.55632,-7.826775,3.364527,1.768428,0.043776,-0.177401,-0.013295,0.01875,-0.002721,-0.011524,-5.176731,5.493658,22.198637,5.155736,11.262191,3.385977,30.364971,-16.018124,-8.191349,0.217322,0.178519,0.098566,-0.000651,-0.000225,0.000008,0.000001,-0,-0.494407,0.997024,0.837392,0.030484,0.414113,0.10541,Spot
54,49.206184,10.410372,6.443223,4.3566,3.613912,-1.381042,1.763499,20.409899,-365.617157,-8.32375,13.348761,100.134102,57.78244,79.347549,23.808054,39.828506,-9.377678,3.501891,1.95704,0.220945,0.186968,-0.017016,-0.026524,0.006269,0.014616,-5.237987,4.463628,15.433449,5.409966,10.6734,2.867044,31.152235,-18.053949,-8.676271,0.234409,0.192623,0.152544,-0.001409,-0.00022,-0.000011,0.000001,0,-0.579577,0.766791,0.502002,0.041046,0.319363,0.123532,Spot
40,56.860664,14.073684,9.313282,9.043559,2.510735,2.372142,-6.794772,-75.440598,230.098511,-14.343407,14.16852,124.236023,67.631157,82.335228,25.870628,42.080391,-14.780273,3.911954,2.399836,0.500375,0.043422,-0.022899,-0.012792,0.002144,0.009158,-6.812166,4.421739,16.060314,5.943103,11.19422,3.158435,31.264965,-25.595699,-10.815426,0.236653,0.202422,0.186233,-0.001079,-0.000275,-0.000005,0.000001,0,-0.625308,0.764948,0.507611,0.040286,0.334455,0.119405,Spot
72,58.20533,15.550698,9.029963,6.803271,-2.377916,0.553385,6.478179,41.224667,-73.48465,-17.777391,15.186814,133.146423,80.895332,82.049156,26.439713,42.218109,-15.987221,3.976015,2.317814,0.760634,-0.125801,-0.020175,0.010506,-0.00412,-0.006942,-7.054463,4.624607,17.440468,6.125835,11.397818,3.295538,31.125374,-27.079956,-11.092735,0.249713,0.20248,0.166794,-0.000511,-0.000287,0.000002,0.000001,-0,-0.618987,0.813537,0.572908,0.047053,0.356669,0.121043,Spot
72,51.416508,11.356891,7.134654,7.054105,-4.855423,-1.743261,4.561106,29.306276,-41.909977,-11.276341,14.723116,123.814178,73.189972,78.229012,25.369368,40.085114,-11.331394,3.651496,1.976973,0.209852,-0.230758,-0.012119,0.024727,-0.006466,-0.014955,-5.838321,5.046488,19.368921,5.581409,11.254732,3.252276,30.731043,-20.685465,-9.354071,0.249197,0.189929,0.118311,0.000172,-0.000254,0.000009,0.000001,-0,-0.557437,0.903304,0.694939,0.045301,0.384516,0.116958,Spot
31,41.8265,7.006926,6.659187,2.800033,-2.780952,1.070173,-2.700791,-44.239193,132.987152,-2.452294,10.959087,89.541008,50.937935,71.505516,22.819838,36.447826,-5.378674,3.071642,1.518882,0.681502,-0.230932,-0.00488,0.021483,-0.002693,-0.007775,-3.909021,5.03111,19.739826,4.281773,10.779316,3.045102,30.116486,-11.710014,-6.331341,0.226433,0.172405,0.050492,0.000776,-0.000181,0.000012,0.000001,-0,-0.44933,0.996847,0.833486,0.036149,0.41213,0.106517,Spot
27,33.947784,5.651731,2.124219,0.079685,-0.699789,0.025832,0.244396,-9.103971,241.340149,3.447826,7.537004,39.488876,23.252235,62.838615,7.379374,32.171638,-1.776146,2.486186,0.594201,0.487034,0.001843,-0.0004,0.002488,0.001409,-0.004692,-2.593353,2.503995,6.758595,1.797584,7.377083,0.681455,28.533939,-5.413845,-3.637699,0.180942,0.091815,0.048195,0.002691,-0.000086,-0,0,-0,-0.320953,0.467755,0.193315,0.007816,0.156072,0.03016,Spot
36,38.710197,7.02173,5.223719,2.380455,-0.683705,1.715067,2.230826,83.17807,-115.45649,-0.582443,11.528751,55.587963,36.581638,65.573364,8.536634,33.632992,-5.077206,2.774149,0.809982,0.067709,-0.019944,-0.00711,0.003966,-0.001791,-0.003144,-3.516421,2.7164,7.511553,2.129122,7.697463,0.785098,28.70639,-10.003807,-4.926601,0.187761,0.104669,0.065394,0.001876,-0.000107,0,0,-0,-0.357825,0.441036,0.17611,0.009412,0.156194,0.034373,Spot
27,42.646568,8.448744,5.284378,5.220671,-0.818847,2.760499,3.510545,-126.490547,-204.906555,-8.512451,12.894862,58.945515,48.472298,67.118782,9.305051,34.4907,-8.155869,2.999629,1.019103,0.119054,-0.042621,-0.013003,0.004132,-0.001661,0.001258,-4.137786,2.709984,8.038072,2.183908,7.921692,0.853862,28.771582,-13.874987,-5.719118,0.192025,0.113594,0.073679,0.000822,-0.000117,0.000001,0.000001,-0,-0.379298,0.430969,0.171124,0.010846,0.157988,0.038784,Spot
49,41.858528,9.990668,7.337867,4.485016,0.024867,-1.375828,-10.006653,21.651752,501.541229,-7.137817,10.800103,54.708054,50.165295,67.024956,9.512266,34.339321,-7.519207,3.059304,1.00095,0.013236,-0.049107,-0.011229,0.002245,-0.000327,0.003998,-4.047017,2.749768,8.408936,2.186431,8.00879,0.876194,28.711987,-13.146542,-5.627335,0.193294,0.112878,0.074156,-0.000361,-0.000112,0.000002,0.000001,-0,-0.380328,0.450507,0.185723,0.011747,0.16227,0.04328,Spot
49,37.833439,8.14313,7.959705,3.064999,0.424172,-1.370429,3.448892,30.713419,-462.735931,-3.248424,8.12837,45.923157,42.568756,65.24015,9.109466,33.236782,-4.596657,2.940284,0.691634,0.323515,-0.031854,-0.000221,-0.00065,-0.000573,0.001192,-3.308402,2.80094,8.39761,2.215541,7.937277,0.850528,28.521969,-9.31147,-4.714813,0.191157,0.101673,0.067643,-0.001545,-0.000092,0.000002,0,0,-0.360474,0.496606,0.220358,0.011869,0.16952,0.047202,Spot
27,39.038506,7.940779,5.659617,1.122758,0.30442,4.728914,-1.337218,-15.408947,-6.939463,1.158405,10.998949,59.752533,29.701952,66.766922,8.108786,33.780396,-5.25811,2.813024,1.006167,0.111232,0.013678,-0.005382,-0.00197,-0.002905,-0.000526,-3.707958,2.440951,6.857987,2.029713,7.584988,0.798704,28.675747,-10.362759,-5.104649,0.184868,0.109279,0.06033,0.002434,-0.000108,-0.000002,0,-0,-0.354478,0.430541,0.167487,0.010825,0.15018,0.035385,Spot
31,48.741768,12.053109,5.733664,0.5019,0.774505,1.07726,-5.184383,-137.279999,209.464874,-18.288673,14.642884,81.11483,46.117634,69.967422,9.497707,35.675983,-13.065784,3.189511,1.280703,0.593824,0.00235,-0.026311,-0.003354,0.002339,0.003948,-5.064037,2.346068,7.570459,2.125677,7.930155,0.924207,28.866856,-19.874912,-6.809128,0.191994,0.119358,0.08539,0.00185,-0.000139,-0.000001,0.000001,-0,-0.396742,0.39089,0.144594,0.012387,0.149478,0.03904,Spot
148,55.490234,17.95261,10.114777,7.569459,-0.193252,-6.955032,4.15846,160.371185,-151.866699,-35.636845,11.855377,93.345123,52.623714,71.762093,10.421191,36.79372,-18.696514,3.462766,1.37606,1.088898,-0.023581,-0.039934,0.000384,0.008388,0.003336,-5.927724,2.04113,8.220334,1.952658,8.167922,1.002389,28.948961,-26.541273,-7.844759,0.196661,0.125769,0.100248,0.001039,-0.000154,0.000001,0.000001,-0,-0.422678,0.3696,0.134553,0.013185,0.150587,0.042129,Spot
85,53.264061,16.493904,5.570951,3.626006,-1.047081,-3.038007,1.765895,21.639418,-266.257629,-25.690861,12.280108,88.950989,57.115105,71.640121,10.677149,36.655491,-16.60857,3.507529,1.188198,1.113512,-0.046961,-0.034809,0.005974,0.0062,-0.002563,-5.809239,2.217402,8.728526,2.045145,8.25396,1.020102,28.90274,-24.36132,-7.75275,0.198711,0.123598,0.104303,0.00008,-0.000149,0.000002,0.000001,-0,-0.426612,0.38683,0.146174,0.013208,0.154441,0.045196,Spot
45,46.524586,10.729124,2.456496,0.028716,-1.232059,2.943811,-4.874241,-99.346886,478.116974,-13.156905,13.005077,67.576477,60.549236,69.552544,10.214126,35.342876,-11.181709,3.318432,0.935337,0.556188,-0.048165,-0.012843,0.006891,-0.001587,-0.006276,-4.809957,2.668276,8.831509,2.292227,8.166031,0.977365,28.720951,-17.803635,-6.621925,0.197416,0.11052,0.099825,-0.000928,-0.000123,0.000002,0.000001,-0,-0.407761,0.440582,0.181268,0.012782,0.161698,0.048275,Spot
40,38.182434,6.329879,6.059236,0.499885,-0.189975,2.111866,1.894513,49.427673,-145.878281,-0.770529,11.603631,52.693748,44.332878,65.904572,9.144841,33.404533,-4.777901,3.003751,0.61878,0.119301,-0.026846,0.01157,0.000928,-0.006319,-0.001954,-3.50323,2.751424,8.284566,2.278715,7.911506,0.886544,28.412548,-9.769886,-4.991985,0.191962,0.094211,0.083379,-0.001898,-0.000083,0.000003,0,0,-0.369552,0.509716,0.232916,0.011999,0.172171,0.050407,Spot
31,41.858471,6.24986,5.197355,4.043367,1.147965,2.097297,0.737567,-48.910774,-132.538452,-2.990863,13.178606,75.203613,29.083775,69.15522,8.43079,34.484615,-7.373856,2.988517,1.259275,0.013692,0.019578,-0.003694,-0.004441,-0.004562,0.004872,-4.234099,2.235667,6.600178,2.073792,7.650296,0.898055,28.691082,-13.167389,-5.793533,0.184343,0.121726,0.060489,0.002061,-0.000111,-0.000003,0,0,-0.366559,0.418013,0.158817,0.014012,0.146569,0.040609,Spot
